metric,count,mean,median,p75,p90,p95,minimum,maximum
nonpoc_activity_density,248,2.00169124367752660388516955,1.952059211817915798736881383,2.202936819424077212475085569033530368364,2.527412642559305454776741838685747478838,2.728190820093703970282998257475280352442,1.35272791206738479526353760640800625791,3.65061215490346620641715106295152150908
nonpoc_peak_percentile,248,94.74040796895236466219424819,94.5895059552254785985308442,97.26708074534161490683229814,99.4197292069632495164410058,99.72337482710926694329183956,90,99.87730061349693251533742331
nonpoc_peak_smoothed_activity,248,2.238944781055358543772327735,2.179112936702385314796189374,2.450727956993005015107194139,2.800876279644252640807376637,3.090990589445292914896275174,1.517015600026102591361312363,4.157253750102048593692072543
nonpoc_tpo_density,248,2.125346747438123240779950613,2.057311442871936486020020712,2.39972899728997289972899729,2.7391809584869370091360795,2.952727272727272727272727272,1.167221236320615202602780243,4.045808966861598440545808969
nonpoc_volume_density,248,1.901603350005845904630906067,1.83989586048185483945730939,2.117990186239949004094098351,2.452709563002693180476185042,2.579415051818809521619559524,1.250914143918554196586265895,3.384629574613948614098414218
poc_activity_density,891,2.513743954404166074663846442,2.370256704684721756991297240777937252359,2.837322251500052721989186875602363801928,3.415565788065902646121663938010223805221,3.919741716379100654530511699031321789761,1.287841133250300668198743000630931759995,7.336953668477819462959749851444099155917
poc_tpo_density,891,2.558802643197221871801578113,2.431603003591250408096637284,2.929973689536531066585711394,3.558797647167801398730952712,4.105986394557823129251700679,0.8760637530650512043848261936,7.987881700554528650646950093
poc_volume_density,891,2.487927709186367126941953636,2.342530359940282617043670976,2.803954442952291339784298809,3.355811784844339256090914753,3.801975715674696803424477568,1.296509885123359828380917483,7.587042332796075447012959244
