metric,count,mean,median,p75,p90,p95,minimum,maximum
nonpoc_basin_width_ticks,248,16.40725806451612903225806452,16,19,23,27,7,38
nonpoc_peak_to_valley,248,1.3326756267670765922693191,1.217504630118641777564285964,1.402193676490067067541370137,1.712756624305334680846714668,1.976022289857558559778934361,1.100155699192534353287623667,2.90103982802670871907622556
nonpoc_reference_valley,248,1.740393767497781228233722192,1.707322125791413704390828058,2.013605564824759125216765419,2.279973692160759193787077797,2.452366427614394268837706463,0.8526857469334127471129206711,3.348767418521033983504351596
