anchor,arm,bars_11-20_pct,bars_121+_pct,bars_1_pct,bars_21-60_pct,bars_2_pct,bars_3_pct,bars_4_pct,bars_5_pct,bars_6-10_pct,bars_61-120_pct,censored,censored_pct,events,median_bars,never_reached,never_reached_pct,p90_bars,population,reached,reached_pct,session,threshold,underpowered
R02,C01_NEUTRAL,0,0,14.29,0,0,0,57.14,14.29,14.29,0,0,0,7,4,0,0,5,NONPOC,7,100,RTH_MIDDAY,3atr,true
R02,C01_NEUTRAL,20,0,10,10,10,10,20,0,20,0,0,0,10,8,0,0,16,NONPOC,10,100,RTH_MORNING,3atr,true
R02,C01_NEUTRAL,5.36,0,35.71,0,10.71,8.93,12.5,1.79,25,0,0,0,56,3,0,0,9,NONPOC,56,100,RTH_OPEN,3atr,false
R03,C01_NEUTRAL,4.81,0,48.08,2.88,13.46,12.5,11.54,1.92,4.81,0,0,0,104,2,0,0,6,NONPOC,104,100,ALL_SESSIONS,3atr,false
R03,C01_NEUTRAL,12.5,0,12.5,12.5,25,12.5,12.5,0,12.5,0,0,0,8,4,0,0,16,NONPOC,8,100,RTH_MIDDAY,3atr,true
R03,C01_NEUTRAL,15.38,0,38.46,7.69,7.69,15.38,7.69,0,7.69,0,0,0,13,3,0,0,13,NONPOC,13,100,RTH_MORNING,3atr,true
R03,C01_NEUTRAL,2.41,0,53.01,1.2,13.25,12.05,12.05,2.41,3.61,0,0,0,83,1,0,0,4,NONPOC,83,100,RTH_OPEN,3atr,false
R04,C01_NEUTRAL,0,0,72.09,2.33,13.95,0,4.65,2.33,4.65,0,0,0,43,1,0,0,4,NONPOC,43,100,ALL_SESSIONS,3atr,false
R04,C01_NEUTRAL,0,0,0,0,50,0,0,0,50,0,0,0,2,8,0,0,2,NONPOC,2,100,RTH_AFTERNOON,3atr,true
R04,C01_NEUTRAL,0,0,0,33.33,0,0,33.33,0,33.33,0,0,0,3,9,0,0,9,NONPOC,3,100,RTH_MIDDAY,3atr,true
R04,C01_NEUTRAL,0,0,100,0,0,0,0,0,0,0,0,0,4,1,0,0,1,NONPOC,4,100,RTH_MORNING,3atr,true
R04,C01_NEUTRAL,0,0,79.41,0,14.71,0,2.94,2.94,0,0,0,0,34,1,0,0,2,NONPOC,34,100,RTH_OPEN,3atr,false
R05,C01_NEUTRAL,8.11,0,14.86,10.81,10.81,4.05,12.16,9.46,25.68,1.35,2,2.7,74,5,0,0,22,NONPOC,72,97.3,ALL_SESSIONS,3atr,false
R05,C01_NEUTRAL,0,0,0,0,0,0,0,0,0,0,1,100,1,,0,0,,NONPOC,0,0,OUT_OF_SESSION,3atr,true
R05,C01_NEUTRAL,0,0,20,20,20,0,0,0,20,0,1,20,5,8,0,0,8,NONPOC,4,80,RTH_AFTERNOON,3atr,true
R05,C01_NEUTRAL,14.29,0,0,14.29,28.57,0,0,0,42.86,0,0,0,7,7,0,0,14,NONPOC,7,100,RTH_MIDDAY,3atr,true
R05,C01_NEUTRAL,8.2,0,16.39,9.84,8.2,4.92,14.75,11.48,24.59,1.64,0,0,61,5,0,0,22,NONPOC,61,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,9.38,2.56,36.93,8.24,9.66,5.97,9.09,2.56,10.51,4.55,1,0.28,352,3,1,0.28,39,NONPOC,350,99.43,ALL_SESSIONS,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,14.63,19.51,0,19.51,4.88,0,2.44,0,7.32,31.71,0,0,41,64,0,0,175,NONPOC,41,100,ETH_EVENING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,21.43,3.57,14.29,25,10.71,0,3.57,0,7.14,10.71,0,0,28,17,1,3.57,68,NONPOC,27,96.43,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,15.79,0,15.79,15.79,10.53,10.53,5.26,5.26,15.79,0,1,5.26,19,7,0,0,21,NONPOC,18,94.74,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,24,0,24,8,20,0,8,8,8,0,0,0,25,4,0,0,19,NONPOC,25,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,11.69,0,28.57,9.09,6.49,7.79,10.39,5.19,20.78,0,0,0,77,4,0,0,19,NONPOC,77,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,1.85,0,58.64,1.23,10.49,8.02,11.73,1.23,6.79,0,0,0,162,1,0,0,5,NONPOC,162,100,RTH_OPEN,3atr,false
R01,C02_ACTIVITY_MATCHED,17.39,13.04,5.8,21.74,7.25,0,2.9,0,7.25,23.19,0,0,69,36,1,1.45,138,NONPOC,68,98.55,ALL_SESSIONS,3atr,false
R01,C02_ACTIVITY_MATCHED,14.63,19.51,0,19.51,4.88,0,2.44,0,7.32,31.71,0,0,41,64,0,0,175,NONPOC,41,100,ETH_EVENING,3atr,false
R01,C02_ACTIVITY_MATCHED,21.43,3.57,14.29,25,10.71,0,3.57,0,7.14,10.71,0,0,28,17,1,3.57,68,NONPOC,27,96.43,ETH_OVERNIGHT,3atr,true
R02,C02_ACTIVITY_MATCHED,7.5,0,40,3.75,16.25,5,15,3.75,8.75,0,0,0,80,2,0,0,11,NONPOC,80,100,ALL_SESSIONS,3atr,false
R02,C02_ACTIVITY_MATCHED,37.5,0,25,12.5,0,12.5,12.5,0,0,0,0,0,8,11,0,0,18,NONPOC,8,100,RTH_AFTERNOON,3atr,true
R02,C02_ACTIVITY_MATCHED,12.5,0,25,0,37.5,0,12.5,12.5,0,0,0,0,8,2,0,0,5,NONPOC,8,100,RTH_MIDDAY,3atr,true
R02,C02_ACTIVITY_MATCHED,0,0,10,10,20,10,20,10,20,0,0,0,10,4,0,0,6,NONPOC,10,100,RTH_MORNING,3atr,true
R02,C02_ACTIVITY_MATCHED,3.7,0,50,1.85,14.81,3.7,14.81,1.85,9.26,0,0,0,54,2,0,0,8,NONPOC,54,100,RTH_OPEN,3atr,false
R03,C02_ACTIVITY_MATCHED,2.13,0,54.26,2.13,7.45,11.7,9.57,1.06,11.7,0,0,0,94,1,0,0,7,NONPOC,94,100,ALL_SESSIONS,3atr,false
R03,C02_ACTIVITY_MATCHED,0,0,0,0,0,33.33,0,33.33,33.33,0,0,0,3,5,0,0,5,NONPOC,3,100,RTH_AFTERNOON,3atr,true
R03,C02_ACTIVITY_MATCHED,20,0,60,0,0,0,0,0,20,0,0,0,5,1,0,0,9,NONPOC,5,100,RTH_MIDDAY,3atr,true
R03,C02_ACTIVITY_MATCHED,0,0,33.33,8.33,16.67,16.67,0,0,25,0,0,0,12,3,0,0,6,NONPOC,12,100,RTH_MORNING,3atr,true
R03,C02_ACTIVITY_MATCHED,1.35,0,59.46,1.35,6.76,10.81,12.16,0,8.11,0,0,0,74,1,0,0,4,NONPOC,74,100,RTH_OPEN,3atr,false
R04,C02_ACTIVITY_MATCHED,4.65,0,65.12,0,11.63,6.98,6.98,2.33,2.33,0,0,0,43,1,0,0,4,NONPOC,43,100,ALL_SESSIONS,3atr,false
R04,C02_ACTIVITY_MATCHED,0,0,0,0,100,0,0,0,0,0,0,0,1,2,0,0,2,NONPOC,1,100,RTH_AFTERNOON,3atr,true
R04,C02_ACTIVITY_MATCHED,50,0,0,0,0,0,25,0,25,0,0,0,4,15,0,0,15,NONPOC,4,100,RTH_MIDDAY,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,100,0,0,0,0,0,0,0,0,0,4,1,0,0,1,NONPOC,4,100,RTH_MORNING,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,70.59,0,11.76,8.82,5.88,2.94,0,0,0,0,34,1,0,0,3,NONPOC,34,100,RTH_OPEN,3atr,false
R05,C02_ACTIVITY_MATCHED,16.67,0,22.73,13.64,6.06,4.55,9.09,6.06,19.7,0,1,1.52,66,6,0,0,25,NONPOC,65,98.48,ALL_SESSIONS,3atr,false
R05,C02_ACTIVITY_MATCHED,0,0,14.29,28.57,14.29,0,0,0,28.57,0,1,14.29,7,9,0,0,25,NONPOC,6,85.71,RTH_AFTERNOON,3atr,true
R05,C02_ACTIVITY_MATCHED,25,0,12.5,25,25,0,0,12.5,0,0,0,0,8,13,0,0,30,NONPOC,8,100,RTH_MIDDAY,3atr,true
R05,C02_ACTIVITY_MATCHED,17.65,0,25.49,9.8,1.96,5.88,11.76,5.88,21.57,0,0,0,51,5,0,0,20,NONPOC,51,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,7.81,4.17,33.07,11.2,10.42,8.07,6.25,3.39,10.94,4.17,2,0.52,384,3,0,0,51,NONPOC,382,99.48,ALL_SESSIONS,3atr,false
ALL_ANCHORS,TREATED,5.88,25.49,1.96,31.37,0,0,1.96,0,7.84,25.49,0,0,51,75,0,0,162,NONPOC,51,100,ETH_EVENING,3atr,false
ALL_ANCHORS,TREATED,7.69,7.69,7.69,34.62,3.85,11.54,3.85,3.85,15.38,3.85,0,0,26,19,0,0,56,NONPOC,26,100,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,TREATED,21.05,0,21.05,10.53,15.79,0,0,0,15.79,5.26,2,10.53,19,8,0,0,21,NONPOC,17,89.47,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,TREATED,17.86,0,17.86,14.29,14.29,7.14,14.29,3.57,10.71,0,0,0,28,4,0,0,22,NONPOC,28,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,TREATED,10.34,1.15,21.84,11.49,13.79,10.34,10.34,5.75,13.79,1.15,0,0,87,4,0,0,24,NONPOC,87,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,4.05,0,55.49,1.16,11.56,9.83,5.2,3.47,9.25,0,0,0,173,1,0,0,7,NONPOC,173,100,RTH_OPEN,3atr,false
R01,TREATED,6.49,19.48,3.9,32.47,1.3,3.9,2.6,1.3,10.39,18.18,0,0,77,44,0,0,146,NONPOC,77,100,ALL_SESSIONS,3atr,false
R01,TREATED,5.88,25.49,1.96,31.37,0,0,1.96,0,7.84,25.49,0,0,51,75,0,0,162,NONPOC,51,100,ETH_EVENING,3atr,false
R01,TREATED,7.69,7.69,7.69,34.62,3.85,11.54,3.85,3.85,15.38,3.85,0,0,26,19,0,0,56,NONPOC,26,100,ETH_OVERNIGHT,3atr,true
R02,TREATED,9.2,0,37.93,5.75,13.79,8.05,4.6,4.6,16.09,0,0,0,87,2,0,0,12,NONPOC,87,100,ALL_SESSIONS,3atr,false
R02,TREATED,27.27,0,27.27,9.09,18.18,0,0,0,18.18,0,0,0,11,6,0,0,19,NONPOC,11,100,RTH_AFTERNOON,3atr,true
R02,TREATED,0,0,42.86,0,28.57,14.29,14.29,0,0,0,0,0,7,2,0,0,3,NONPOC,7,100,RTH_MIDDAY,3atr,true
R02,TREATED,0,0,30,30,20,0,0,0,20,0,0,0,10,9,0,0,25,NONPOC,10,100,RTH_MORNING,3atr,true
R02,TREATED,8.47,0,40.68,1.69,10.17,10.17,5.08,6.78,16.95,0,0,0,59,2,0,0,10,NONPOC,59,100,RTH_OPEN,3atr,false
R03,TREATED,5.83,0,52.43,1.94,10.68,8.74,11.65,2.91,5.83,0,0,0,103,1,0,0,9,NONPOC,103,100,ALL_SESSIONS,3atr,false
R03,TREATED,22.22,0,22.22,11.11,0,0,22.22,11.11,11.11,0,0,0,9,5,0,0,19,NONPOC,9,100,RTH_MIDDAY,3atr,true
R03,TREATED,16.67,0,33.33,0,8.33,8.33,33.33,0,0,0,0,0,12,4,0,0,4,NONPOC,12,100,RTH_MORNING,3atr,true
R03,TREATED,2.44,0,58.54,1.22,12.2,9.76,7.32,2.44,6.1,0,0,0,82,1,0,0,5,NONPOC,82,100,RTH_OPEN,3atr,false
R04,TREATED,2.38,0,64.29,2.38,14.29,7.14,2.38,0,7.14,0,0,0,42,1,0,0,4,NONPOC,42,100,ALL_SESSIONS,3atr,false
R04,TREATED,0,0,0,0,50,0,0,0,50,0,0,0,2,8,0,0,2,NONPOC,2,100,RTH_AFTERNOON,3atr,true
R04,TREATED,25,0,0,25,0,0,25,0,25,0,0,0,4,16,0,0,16,NONPOC,4,100,RTH_MIDDAY,3atr,true
R04,TREATED,0,0,75,0,25,0,0,0,0,0,0,0,4,1,0,0,1,NONPOC,4,100,RTH_MORNING,3atr,true
R04,TREATED,0,0,75,0,12.5,9.38,0,0,3.12,0,0,0,32,1,0,0,2,NONPOC,32,100,RTH_OPEN,3atr,false
R05,TREATED,13.33,1.33,13.33,13.33,13.33,12,6.67,6.67,14.67,2.67,2,2.67,75,5,0,0,27,NONPOC,73,97.33,ALL_SESSIONS,3atr,false
R05,TREATED,16.67,0,16.67,16.67,0,0,0,0,0,16.67,2,33.33,6,27,0,0,27,NONPOC,4,66.67,RTH_AFTERNOON,3atr,true
R05,TREATED,25,0,0,25,25,12.5,0,0,12.5,0,0,0,8,11,0,0,31,NONPOC,8,100,RTH_MIDDAY,3atr,true
R05,TREATED,11.48,1.64,14.75,11.48,13.11,13.11,8.2,8.2,16.39,1.64,0,0,61,5,0,0,25,NONPOC,61,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C01_NEUTRAL,8.13,3.59,43.9,7.18,9.81,6.34,3.35,3.11,10.53,3.35,3,0.36,836,2,3,0.36,37,POC,830,99.28,ALL_SESSIONS,3atr,false
ALL_ANCHORS,C01_NEUTRAL,12.87,26.73,4.95,20.79,2.97,0,0,1.98,6.93,22.77,0,0,101,58,0,0,196,POC,101,100,ETH_EVENING,3atr,false
ALL_ANCHORS,C01_NEUTRAL,9.09,6.82,6.82,40.91,6.82,2.27,0,2.27,9.09,11.36,1,2.27,44,29,1,2.27,70,POC,42,95.45,ETH_OVERNIGHT,3atr,false
ALL_ANCHORS,C01_NEUTRAL,20,0,26.67,13.33,0,6.67,10,0,10,0,2,6.67,30,7,2,6.67,23,POC,26,86.67,RTH_AFTERNOON,3atr,false
ALL_ANCHORS,C01_NEUTRAL,23.08,0,20.51,7.69,12.82,7.69,10.26,2.56,15.38,0,0,0,39,4,0,0,19,POC,39,100,RTH_MIDDAY,3atr,false
ALL_ANCHORS,C01_NEUTRAL,15.22,0,19.02,6.52,10.33,10.33,7.61,7.07,23.91,0,0,0,184,5,0,0,17,POC,184,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C01_NEUTRAL,1.83,0,70.32,0.46,11.87,6.39,1.6,2.05,5.48,0,0,0,438,1,0,0,4,POC,438,100,RTH_OPEN,3atr,false
R01,C01_NEUTRAL,11.72,20.69,5.52,26.9,4.14,0.69,0,2.07,7.59,19.31,1,0.69,145,40,1,0.69,185,POC,143,98.62,ALL_SESSIONS,3atr,false
R01,C01_NEUTRAL,12.87,26.73,4.95,20.79,2.97,0,0,1.98,6.93,22.77,0,0,101,58,0,0,196,POC,101,100,ETH_EVENING,3atr,false
R01,C01_NEUTRAL,9.09,6.82,6.82,40.91,6.82,2.27,0,2.27,9.09,11.36,1,2.27,44,29,1,2.27,70,POC,42,95.45,ETH_OVERNIGHT,3atr,false
R02,C01_NEUTRAL,10.77,0,40.77,3.08,12.31,10,4.62,3.08,13.85,0,1,0.77,130,2,1,0.77,12,POC,128,98.46,ALL_SESSIONS,3atr,false
R02,C01_NEUTRAL,20,0,20,10,0,0,10,0,20,0,1,10,10,8,1,10,20,POC,8,80,RTH_AFTERNOON,3atr,true
R02,C01_NEUTRAL,33.33,0,33.33,0,22.22,11.11,0,0,0,0,0,0,9,2,0,0,18,POC,9,100,RTH_MIDDAY,3atr,true
R02,C01_NEUTRAL,17.65,0,23.53,5.88,11.76,0,11.76,5.88,23.53,0,0,0,17,5,0,0,12,POC,17,100,RTH_MORNING,3atr,true
R02,C01_NEUTRAL,6.38,0,46.81,2.13,12.77,12.77,3.19,3.19,12.77,0,0,0,94,2,0,0,8,POC,94,100,RTH_OPEN,3atr,false
R03,C01_NEUTRAL,2.17,0,63.59,1.09,13.04,7.61,4.35,2.72,4.89,0,1,0.54,184,1,0,0,5,POC,183,99.46,ALL_SESSIONS,3atr,false
R03,C01_NEUTRAL,12.5,0,37.5,12.5,0,0,25,0,0,0,1,12.5,8,4,0,0,13,POC,7,87.5,RTH_AFTERNOON,3atr,true
R03,C01_NEUTRAL,12.5,0,37.5,12.5,0,12.5,25,0,0,0,0,0,8,4,0,0,15,POC,8,100,RTH_MIDDAY,3atr,true
R03,C01_NEUTRAL,0,0,42.86,0,14.29,28.57,0,0,14.29,0,0,0,7,2,0,0,3,POC,7,100,RTH_MORNING,3atr,true
R03,C01_NEUTRAL,1.24,0,67.08,0,14.29,6.83,2.48,3.11,4.97,0,0,0,161,1,0,0,4,POC,161,100,RTH_OPEN,3atr,false
R04,C01_NEUTRAL,0.99,0,82.18,0.5,8.91,2.97,0.99,0.99,2.48,0,0,0,202,1,0,0,2,POC,202,100,ALL_SESSIONS,3atr,false
R04,C01_NEUTRAL,0,0,33.33,33.33,0,33.33,0,0,0,0,0,0,3,3,0,0,3,POC,3,100,RTH_AFTERNOON,3atr,true
R04,C01_NEUTRAL,28.57,0,28.57,0,14.29,0,14.29,14.29,0,0,0,0,7,4,0,0,11,POC,7,100,RTH_MIDDAY,3atr,true
R04,C01_NEUTRAL,0,0,77.78,0,0,0,11.11,0,11.11,0,0,0,9,1,0,0,4,POC,9,100,RTH_MORNING,3atr,true
R04,C01_NEUTRAL,0,0,85.25,0,9.29,2.73,0,0.55,2.19,0,0,0,183,1,0,0,2,POC,183,100,RTH_OPEN,3atr,false
R05,C01_NEUTRAL,17.71,0,13.14,8,10.29,10.86,6.86,6.86,25.71,0,0,0,175,6,1,0.57,18,POC,174,99.43,ALL_SESSIONS,3atr,false
R05,C01_NEUTRAL,33.33,0,22.22,11.11,0,11.11,0,0,11.11,0,0,0,9,12,1,11.11,15,POC,8,88.89,RTH_AFTERNOON,3atr,true
R05,C01_NEUTRAL,20,0,0,13.33,13.33,6.67,6.67,0,40,0,0,0,15,9,0,0,15,POC,15,100,RTH_MIDDAY,3atr,true
R05,C01_NEUTRAL,16.56,0,13.91,7.28,10.6,11.26,7.28,7.95,25.17,0,0,0,151,5,0,0,18,POC,151,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,7.92,3.1,45.44,7.92,9.64,3.44,6.2,3.96,8.61,3.44,2,0.34,581,2,0,0,33,POC,579,99.66,ALL_SESSIONS,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,16.13,24.19,6.45,20.97,0,1.61,1.61,1.61,3.23,24.19,0,0,62,57,0,0,186,POC,62,100,ETH_EVENING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,22.86,8.57,11.43,22.86,0,5.71,2.86,2.86,8.57,14.29,0,0,35,18,0,0,79,POC,35,100,ETH_OVERNIGHT,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,13.04,0,13.04,21.74,21.74,4.35,0,4.35,13.04,0,2,8.7,23,7,0,0,37,POC,21,91.3,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,25,0,29.17,16.67,0,8.33,4.17,4.17,12.5,0,0,0,24,8,0,0,21,POC,24,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,12.98,0,16.79,11.45,12.21,3.05,10.69,9.92,22.9,0,0,0,131,5,0,0,21,POC,131,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0.65,0,73.2,0.33,11.44,3.27,6.21,1.96,2.94,0,0,0,306,1,0,0,4,POC,306,100,RTH_OPEN,3atr,false
R01,C02_ACTIVITY_MATCHED,18.56,18.56,8.25,21.65,0,3.09,2.06,2.06,5.15,20.62,0,0,97,41,0,0,184,POC,97,100,ALL_SESSIONS,3atr,false
R01,C02_ACTIVITY_MATCHED,16.13,24.19,6.45,20.97,0,1.61,1.61,1.61,3.23,24.19,0,0,62,57,0,0,186,POC,62,100,ETH_EVENING,3atr,false
R01,C02_ACTIVITY_MATCHED,22.86,8.57,11.43,22.86,0,5.71,2.86,2.86,8.57,14.29,0,0,35,18,0,0,79,POC,35,100,ETH_OVERNIGHT,3atr,false
R02,C02_ACTIVITY_MATCHED,4.08,0,34.69,7.14,17.35,5.1,17.35,5.1,8.16,0,1,1.02,98,2,0,0,11,POC,97,98.98,ALL_SESSIONS,3atr,false
R02,C02_ACTIVITY_MATCHED,10,0,0,30,30,0,0,0,20,0,1,10,10,10,0,0,37,POC,9,90,RTH_AFTERNOON,3atr,true
R02,C02_ACTIVITY_MATCHED,0,0,50,16.67,0,0,16.67,0,16.67,0,0,0,6,4,0,0,8,POC,6,100,RTH_MIDDAY,3atr,true
R02,C02_ACTIVITY_MATCHED,8.33,0,25,16.67,25,0,8.33,0,16.67,0,0,0,12,4,0,0,11,POC,12,100,RTH_MORNING,3atr,true
R02,C02_ACTIVITY_MATCHED,2.86,0,40,1.43,15.71,7.14,21.43,7.14,4.29,0,0,0,70,2,0,0,5,POC,70,100,RTH_OPEN,3atr,false
R03,C02_ACTIVITY_MATCHED,1.68,0,68.91,0.84,15.97,4.2,3.36,0,5.04,0,0,0,119,1,0,0,4,POC,119,100,ALL_SESSIONS,3atr,false
R03,C02_ACTIVITY_MATCHED,0,0,25,0,25,25,0,0,25,0,0,0,4,3,0,0,3,POC,4,100,RTH_AFTERNOON,3atr,true
R03,C02_ACTIVITY_MATCHED,40,0,40,20,0,0,0,0,0,0,0,0,5,11,0,0,19,POC,5,100,RTH_MIDDAY,3atr,true
R03,C02_ACTIVITY_MATCHED,0,0,57.14,0,14.29,0,28.57,0,0,0,0,0,7,1,0,0,4,POC,7,100,RTH_MORNING,3atr,true
R03,C02_ACTIVITY_MATCHED,0,0,72.82,0,16.5,3.88,1.94,0,4.85,0,0,0,103,1,0,0,2,POC,103,100,RTH_OPEN,3atr,false
R04,C02_ACTIVITY_MATCHED,0.69,0,88.28,0.69,6.9,0.69,1.38,0.69,0.69,0,0,0,145,1,0,0,2,POC,145,100,ALL_SESSIONS,3atr,false
R04,C02_ACTIVITY_MATCHED,0,0,50,0,50,0,0,0,0,0,0,0,2,2,0,0,1,POC,2,100,RTH_AFTERNOON,3atr,true
R04,C02_ACTIVITY_MATCHED,50,0,50,0,0,0,0,0,0,0,0,0,2,19,0,0,1,POC,2,100,RTH_MIDDAY,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,62.5,12.5,25,0,0,0,0,0,0,0,8,1,0,0,2,POC,8,100,RTH_MORNING,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,90.98,0,5.26,0.75,1.5,0.75,0.75,0,0,0,133,1,0,0,1,POC,133,100,RTH_OPEN,3atr,false
R05,C02_ACTIVITY_MATCHED,17.21,0,9.84,13.11,8.2,4.92,9.02,12.3,24.59,0,1,0.82,122,6,0,0,22,POC,121,99.18,ALL_SESSIONS,3atr,false
R05,C02_ACTIVITY_MATCHED,28.57,0,14.29,28.57,0,0,0,14.29,0,0,1,14.29,7,17,0,0,32,POC,6,85.71,RTH_AFTERNOON,3atr,true
R05,C02_ACTIVITY_MATCHED,27.27,0,9.09,18.18,0,18.18,0,9.09,18.18,0,0,0,11,9,0,0,21,POC,11,100,RTH_MIDDAY,3atr,true
R05,C02_ACTIVITY_MATCHED,15.38,0,9.62,11.54,9.62,3.85,10.58,12.5,26.92,0,0,0,104,6,0,0,21,POC,104,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,6.85,4.01,44.27,7.08,9.68,5.79,4.25,2.24,11.69,3.78,3,0.35,847,2,0,0,40,POC,844,99.65,ALL_SESSIONS,3atr,false
ALL_ANCHORS,TREATED,9.47,28.42,0,17.89,1.05,2.11,3.16,1.05,7.37,29.47,0,0,95,70,0,0,203,POC,95,100,ETH_EVENING,3atr,false
ALL_ANCHORS,TREATED,18,14,6,30,4,2,0,6,12,8,0,0,50,33,0,0,137,POC,50,100,ETH_OVERNIGHT,3atr,false
ALL_ANCHORS,TREATED,19.35,0,16.13,16.13,9.68,0,12.9,0,16.13,0,3,9.68,31,7,0,0,24,POC,28,90.32,RTH_AFTERNOON,3atr,false
ALL_ANCHORS,TREATED,22.5,0,30,10,5,7.5,10,0,15,0,0,0,40,4,0,0,19,POC,40,100,RTH_MIDDAY,3atr,false
ALL_ANCHORS,TREATED,10.73,0,20.9,9.6,11.86,6.78,5.08,6.21,28.81,0,0,0,177,5,0,0,18,POC,177,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,1.32,0,70.04,0.44,11.67,6.83,3.52,0.88,5.29,0,0,0,454,1,0,0,4,POC,454,100,RTH_OPEN,3atr,false
R01,TREATED,12.41,23.45,2.07,22.07,2.07,2.07,2.07,2.76,8.97,22.07,0,0,145,44,0,0,188,POC,145,100,ALL_SESSIONS,3atr,false
R01,TREATED,9.47,28.42,0,17.89,1.05,2.11,3.16,1.05,7.37,29.47,0,0,95,70,0,0,203,POC,95,100,ETH_EVENING,3atr,false
R01,TREATED,18,14,6,30,4,2,0,6,12,8,0,0,50,33,0,0,137,POC,50,100,ETH_OVERNIGHT,3atr,false
