anchor,approach_side,arm,continued,continued_pct,evaluated_events,horizon_minutes,population,returned_inside,returned_inside_pct,session,threshold,underpowered
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,0,0,1,15,NONPOC,1,100,RTH_AFTERNOON,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,1,100,1,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,4,100,4,15,NONPOC,4,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,5,35.71,14,15,NONPOC,12,85.71,RTH_OPEN,3atr,true
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,15,46.88,32,15,NONPOC,28,87.5,ALL_SESSIONS,3atr,false
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,1,50,2,15,NONPOC,2,100,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,3,60,5,15,NONPOC,3,60,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,11,44,25,15,NONPOC,23,92,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,67,53.17,126,15,NONPOC,108,85.71,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,6,40,15,15,NONPOC,13,86.67,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,9,69.23,13,15,NONPOC,8,61.54,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,3,37.5,8,15,NONPOC,6,75,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,2,28.57,7,15,NONPOC,7,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,19,65.52,29,15,NONPOC,24,82.76,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,28,51.85,54,15,NONPOC,50,92.59,RTH_OPEN,3atr,false
R01,APPROACH_FROM_BELOW,C01_NEUTRAL,15,53.57,28,15,NONPOC,21,75,ALL_SESSIONS,3atr,true
R01,APPROACH_FROM_BELOW,C01_NEUTRAL,6,40,15,15,NONPOC,13,86.67,ETH_EVENING,3atr,true
R01,APPROACH_FROM_BELOW,C01_NEUTRAL,9,69.23,13,15,NONPOC,8,61.54,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_BELOW,C01_NEUTRAL,13,52,25,15,NONPOC,23,92,ALL_SESSIONS,3atr,true
R02,APPROACH_FROM_BELOW,C01_NEUTRAL,3,50,6,15,NONPOC,5,83.33,RTH_AFTERNOON,3atr,true
R02,APPROACH_FROM_BELOW,C01_NEUTRAL,1,100,1,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_BELOW,C01_NEUTRAL,1,50,2,15,NONPOC,2,100,RTH_MORNING,3atr,true
R02,APPROACH_FROM_BELOW,C01_NEUTRAL,8,50,16,15,NONPOC,15,93.75,RTH_OPEN,3atr,true
R03,APPROACH_FROM_BELOW,C01_NEUTRAL,20,52.63,38,15,NONPOC,36,94.74,ALL_SESSIONS,3atr,false
R03,APPROACH_FROM_BELOW,C01_NEUTRAL,0,0,2,15,NONPOC,2,100,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_BELOW,C01_NEUTRAL,6,85.71,7,15,NONPOC,7,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_BELOW,C01_NEUTRAL,14,48.28,29,15,NONPOC,27,93.1,RTH_OPEN,3atr,true
R04,APPROACH_FROM_BELOW,C01_NEUTRAL,7,58.33,12,15,NONPOC,10,83.33,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_BELOW,C01_NEUTRAL,0,0,1,15,NONPOC,0,0,RTH_AFTERNOON,3atr,true
R04,APPROACH_FROM_BELOW,C01_NEUTRAL,1,50,2,15,NONPOC,2,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_BELOW,C01_NEUTRAL,6,66.67,9,15,NONPOC,8,88.89,RTH_OPEN,3atr,true
R05,APPROACH_FROM_BELOW,C01_NEUTRAL,12,52.17,23,15,NONPOC,18,78.26,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_BELOW,C01_NEUTRAL,0,0,1,15,NONPOC,1,100,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_BELOW,C01_NEUTRAL,0,0,2,15,NONPOC,2,100,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_BELOW,C01_NEUTRAL,12,60,20,15,NONPOC,15,75,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,67,44.67,150,15,NONPOC,129,86,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,4,30.77,13,15,NONPOC,13,100,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,4,25,16,15,NONPOC,14,87.5,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,2,50,4,15,NONPOC,3,75,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,10,62.5,16,15,NONPOC,14,87.5,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,16,47.06,34,15,NONPOC,29,85.29,RTH_MORNING,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,31,46.27,67,15,NONPOC,56,83.58,RTH_OPEN,3atr,false
R01,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,8,27.59,29,15,NONPOC,27,93.1,ALL_SESSIONS,3atr,true
R01,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,4,30.77,13,15,NONPOC,13,100,ETH_EVENING,3atr,true
R01,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,4,25,16,15,NONPOC,14,87.5,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,12,31.58,38,15,NONPOC,34,89.47,ALL_SESSIONS,3atr,false
R02,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,0,0,2,15,NONPOC,2,100,RTH_AFTERNOON,3atr,true
R02,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,4,66.67,6,15,NONPOC,5,83.33,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,3,33.33,9,15,NONPOC,6,66.67,RTH_MORNING,3atr,true
R02,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,5,23.81,21,15,NONPOC,21,100,RTH_OPEN,3atr,true
R03,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,23,63.89,36,15,NONPOC,29,80.56,ALL_SESSIONS,3atr,false
R03,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,1,100,1,15,NONPOC,0,0,RTH_AFTERNOON,3atr,true
R03,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,3,75,4,15,NONPOC,4,100,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,3,100,3,15,NONPOC,3,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,16,57.14,28,15,NONPOC,22,78.57,RTH_OPEN,3atr,true
R04,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,14,60.87,23,15,NONPOC,18,78.26,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,1,100,1,15,NONPOC,1,100,RTH_AFTERNOON,3atr,true
R04,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,1,100,1,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,2,66.67,3,15,NONPOC,3,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,10,55.56,18,15,NONPOC,13,72.22,RTH_OPEN,3atr,true
R05,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,10,41.67,24,15,NONPOC,21,87.5,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,2,40,5,15,NONPOC,4,80,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,8,42.11,19,15,NONPOC,17,89.47,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,54,46.55,116,15,NONPOC,102,87.93,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,7,43.75,16,15,NONPOC,13,81.25,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,3,30,10,15,NONPOC,7,70,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,6,54.55,11,15,NONPOC,9,81.82,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,4,44.44,9,15,NONPOC,9,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,14,50,28,15,NONPOC,25,89.29,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,20,47.62,42,15,NONPOC,39,92.86,RTH_OPEN,3atr,false
R01,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,10,38.46,26,15,NONPOC,20,76.92,ALL_SESSIONS,3atr,true
R01,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,7,43.75,16,15,NONPOC,13,81.25,ETH_EVENING,3atr,true
R01,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,3,30,10,15,NONPOC,7,70,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,11,47.83,23,15,NONPOC,20,86.96,ALL_SESSIONS,3atr,true
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,5,83.33,6,15,NONPOC,4,66.67,RTH_AFTERNOON,3atr,true
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,50,2,15,NONPOC,2,100,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,0,0,1,15,NONPOC,1,100,RTH_MORNING,3atr,true
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,5,35.71,14,15,NONPOC,13,92.86,RTH_OPEN,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,17,50,34,15,NONPOC,32,94.12,ALL_SESSIONS,3atr,false
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,50,2,15,NONPOC,2,100,RTH_AFTERNOON,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,100,1,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,3,33.33,9,15,NONPOC,9,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,12,54.55,22,15,NONPOC,20,90.91,RTH_OPEN,3atr,true
R04,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,5,50,10,15,NONPOC,10,100,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,33.33,3,15,NONPOC,3,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,100,1,15,NONPOC,1,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,3,50,6,15,NONPOC,6,100,RTH_OPEN,3atr,true
R05,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,11,47.83,23,15,NONPOC,20,86.96,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,0,0,3,15,NONPOC,3,100,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,33.33,3,15,NONPOC,3,100,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,10,58.82,17,15,NONPOC,14,82.35,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,77,49.04,157,15,NONPOC,135,85.99,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,10,52.63,19,15,NONPOC,16,84.21,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,7,53.85,13,15,NONPOC,9,69.23,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,5,71.43,7,15,NONPOC,4,57.14,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,9,47.37,19,15,NONPOC,17,89.47,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,18,48.65,37,15,NONPOC,33,89.19,RTH_MORNING,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,28,45.16,62,15,NONPOC,56,90.32,RTH_OPEN,3atr,false
R01,APPROACH_FROM_ABOVE,TREATED,17,53.12,32,15,NONPOC,25,78.12,ALL_SESSIONS,3atr,false
R01,APPROACH_FROM_ABOVE,TREATED,10,52.63,19,15,NONPOC,16,84.21,ETH_EVENING,3atr,true
R01,APPROACH_FROM_ABOVE,TREATED,7,53.85,13,15,NONPOC,9,69.23,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_ABOVE,TREATED,23,52.27,44,15,NONPOC,39,88.64,ALL_SESSIONS,3atr,false
R02,APPROACH_FROM_ABOVE,TREATED,3,75,4,15,NONPOC,2,50,RTH_AFTERNOON,3atr,true
R02,APPROACH_FROM_ABOVE,TREATED,4,66.67,6,15,NONPOC,5,83.33,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_ABOVE,TREATED,3,37.5,8,15,NONPOC,7,87.5,RTH_MORNING,3atr,true
R02,APPROACH_FROM_ABOVE,TREATED,13,50,26,15,NONPOC,25,96.15,RTH_OPEN,3atr,true
R03,APPROACH_FROM_ABOVE,TREATED,15,41.67,36,15,NONPOC,33,91.67,ALL_SESSIONS,3atr,false
R03,APPROACH_FROM_ABOVE,TREATED,2,28.57,7,15,NONPOC,7,100,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_ABOVE,TREATED,3,50,6,15,NONPOC,6,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_ABOVE,TREATED,10,43.48,23,15,NONPOC,20,86.96,RTH_OPEN,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,9,47.37,19,15,NONPOC,17,89.47,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,0,0,1,15,NONPOC,1,100,RTH_AFTERNOON,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,1,100,1,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,3,75,4,15,NONPOC,4,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,5,38.46,13,15,NONPOC,11,84.62,RTH_OPEN,3atr,true
R05,APPROACH_FROM_ABOVE,TREATED,13,50,26,15,NONPOC,21,80.77,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_ABOVE,TREATED,2,100,2,15,NONPOC,1,50,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_ABOVE,TREATED,2,40,5,15,NONPOC,4,80,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_ABOVE,TREATED,9,47.37,19,15,NONPOC,16,84.21,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,58,46.4,125,15,NONPOC,108,86.4,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,8,47.06,17,15,NONPOC,13,76.47,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,6,50,12,15,NONPOC,9,75,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,4,50,8,15,NONPOC,6,75,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,2,22.22,9,15,NONPOC,8,88.89,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,12,50,24,15,NONPOC,21,87.5,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,26,47.27,55,15,NONPOC,51,92.73,RTH_OPEN,3atr,false
R01,APPROACH_FROM_BELOW,TREATED,14,48.28,29,15,NONPOC,22,75.86,ALL_SESSIONS,3atr,true
R01,APPROACH_FROM_BELOW,TREATED,8,47.06,17,15,NONPOC,13,76.47,ETH_EVENING,3atr,true
R01,APPROACH_FROM_BELOW,TREATED,6,50,12,15,NONPOC,9,75,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_BELOW,TREATED,10,37.04,27,15,NONPOC,23,85.19,ALL_SESSIONS,3atr,true
R02,APPROACH_FROM_BELOW,TREATED,3,50,6,15,NONPOC,5,83.33,RTH_AFTERNOON,3atr,true
R02,APPROACH_FROM_BELOW,TREATED,0,0,1,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_BELOW,TREATED,1,50,2,15,NONPOC,2,100,RTH_MORNING,3atr,true
R02,APPROACH_FROM_BELOW,TREATED,6,33.33,18,15,NONPOC,15,83.33,RTH_OPEN,3atr,true
R03,APPROACH_FROM_BELOW,TREATED,19,50,38,15,NONPOC,37,97.37,ALL_SESSIONS,3atr,false
R03,APPROACH_FROM_BELOW,TREATED,0,0,2,15,NONPOC,2,100,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_BELOW,TREATED,3,50,6,15,NONPOC,6,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_BELOW,TREATED,16,53.33,30,15,NONPOC,29,96.67,RTH_OPEN,3atr,false
R04,APPROACH_FROM_BELOW,TREATED,5,45.45,11,15,NONPOC,10,90.91,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_BELOW,TREATED,0,0,1,15,NONPOC,0,0,RTH_AFTERNOON,3atr,true
R04,APPROACH_FROM_BELOW,TREATED,1,33.33,3,15,NONPOC,3,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_BELOW,TREATED,4,57.14,7,15,NONPOC,7,100,RTH_OPEN,3atr,true
R05,APPROACH_FROM_BELOW,TREATED,10,50,20,15,NONPOC,16,80,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_BELOW,TREATED,1,100,1,15,NONPOC,1,100,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_BELOW,TREATED,1,33.33,3,15,NONPOC,2,66.67,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_BELOW,TREATED,8,50,16,15,NONPOC,13,81.25,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,189,56.08,337,15,POC,272,80.71,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,22,52.38,42,15,POC,33,78.57,ETH_EVENING,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,14,58.33,24,15,POC,17,70.83,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,4,36.36,11,15,POC,10,90.91,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,16,55.17,29,15,POC,27,93.1,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,49,62.03,79,15,POC,60,75.95,RTH_MORNING,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,84,55.26,152,15,POC,125,82.24,RTH_OPEN,3atr,false
R01,APPROACH_FROM_ABOVE,C01_NEUTRAL,36,54.55,66,15,POC,50,75.76,ALL_SESSIONS,3atr,false
R01,APPROACH_FROM_ABOVE,C01_NEUTRAL,22,52.38,42,15,POC,33,78.57,ETH_EVENING,3atr,false
R01,APPROACH_FROM_ABOVE,C01_NEUTRAL,14,58.33,24,15,POC,17,70.83,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,40,57.14,70,15,POC,48,68.57,ALL_SESSIONS,3atr,false
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,2,50,4,15,POC,3,75,RTH_AFTERNOON,3atr,true
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,5,55.56,9,15,POC,8,88.89,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,5,50,10,15,POC,7,70,RTH_MORNING,3atr,true
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,28,59.57,47,15,POC,30,63.83,RTH_OPEN,3atr,false
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,37,54.41,68,15,POC,59,86.76,ALL_SESSIONS,3atr,false
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,1,33.33,3,15,POC,3,100,RTH_AFTERNOON,3atr,true
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,3,50,6,15,POC,6,100,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,4,80,5,15,POC,2,40,RTH_MORNING,3atr,true
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,29,53.7,54,15,POC,48,88.89,RTH_OPEN,3atr,false
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,33,51.56,64,15,POC,58,90.62,ALL_SESSIONS,3atr,false
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,0,0,1,15,POC,1,100,RTH_AFTERNOON,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,2,40,5,15,POC,5,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,4,57.14,7,15,POC,5,71.43,RTH_MORNING,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,27,52.94,51,15,POC,47,92.16,RTH_OPEN,3atr,false
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,43,62.32,69,15,POC,57,82.61,ALL_SESSIONS,3atr,false
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,1,33.33,3,15,POC,3,100,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,6,66.67,9,15,POC,8,88.89,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,36,63.16,57,15,POC,46,80.7,RTH_MORNING,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,104,47.93,217,15,POC,179,82.49,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,19,52.78,36,15,POC,30,83.33,ETH_EVENING,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,10,58.82,17,15,POC,13,76.47,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,6,66.67,9,15,POC,7,77.78,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,6,60,10,15,POC,9,90,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,21,46.67,45,15,POC,33,73.33,RTH_MORNING,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,42,42,100,15,POC,87,87,RTH_OPEN,3atr,false
R01,APPROACH_FROM_BELOW,C01_NEUTRAL,29,54.72,53,15,POC,43,81.13,ALL_SESSIONS,3atr,false
