metric,count,mean,median,p75,p90,p95,minimum,maximum
nonpoc_basin_width_ticks,6,15.5,14.5,19,22,22,11,22
nonpoc_peak_to_valley,6,1.269706466374904927753385378,1.112229014413482147332521949,1.152084796698154074161561651,2.028431088904828219976070384,2.028431088904828219976070384,1.103886122235810052848979833,2.028431088904828219976070384
nonpoc_reference_valley,6,1.966234775933341986424446987,1.855075776403300028467071604,2.145145581261244023824279898,3.156543461669972544678043643,3.156543461669972544678043643,1.207972236404196153084219863,3.156543461669972544678043643
