bin_ratio,contiguous,contract,family,poc_inside,profile_id,relationship_id,session_date,volume_POC,volume_VAH,volume_VAL,volume_value_area_bin_count,volume_value_area_volume_share,year
0.1,true,NQM9,midnight,true,0062469027d533d45a72,R04,2019-06-10,7444.125,7462.25,7437.25,100,0.7076561420249872417393918376,2019
0.1,true,NQH9,full_overnight,true,006b191194737bea0026,R03,2019-01-10,6564.625,6574.75,6555.5,77,0.7012802763767712303159777293,2019
0.05,true,NQH9,prior_rth,true,00979fc20eaca6c229f8,R01,2019-02-08,6887.125,6918.75,6864.75,216,0.7028057441979578877796192924,2019
0.05,true,NQH9,prior_rth,true,00979fc20eaca6c229f8,R02,2019-02-08,6887.125,6918.75,6864.75,216,0.7028057441979578877796192924,2019
0.05,true,NQZ9,opening_hour_rth,true,00d38033493193f17284,R05,2019-12-09,8421.125,8427.25,8410.25,68,0.7019374731218983496470234519,2019
0.1,true,NQM9,prior_rth,true,00f9b0c287e65da88a14,R01,2019-04-25,7821.625,7836,7816.25,79,0.7042675074396775002267404374,2019
0.1,true,NQM9,prior_rth,true,00f9b0c287e65da88a14,R02,2019-04-25,7821.625,7836,7816.25,79,0.7042675074396775002267404374,2019
0.1,true,NQU9,opening_hour_rth,true,0110ef35506cb71453b5,R05,2019-06-28,7675.125,7687.25,7664.5,91,0.7030478891009389839124131864,2019
0.2,true,NQH9,prior_rth,true,01404b61abebe45f2383,R01,2019-01-09,6557.75,6570.5,6510,121,0.7026646856172007124142888707,2019
0.2,true,NQH9,prior_rth,true,01404b61abebe45f2383,R02,2019-01-09,6557.75,6570.5,6510,121,0.7026646856172007124142888707,2019
0.05,true,NQU9,midnight,true,0163817b5d64fa9a1c11,R04,2019-09-12,7935.625,7942.25,7919.75,90,0.7045333715945821484549098347,2019
0.05,true,NQM9,midnight,true,0164617be5ba286e2f6d,R04,2019-03-27,7383.625,7400.5,7374.5,104,0.7027519121213063133435834575,2019
0.05,true,NQM9,opening_hour_rth,true,01647bd5445fb75d210b,R05,2019-05-24,7367.875,7371.25,7358,53,0.7080591447951550196827597441,2019
0.1,true,NQU9,prior_rth,true,017fc555329685535952,R01,2019-09-10,7868.625,7884,7825.5,234,0.7004623062417814449600197372,2019
0.1,true,NQU9,prior_rth,true,017fc555329685535952,R02,2019-09-10,7868.625,7884,7825.5,234,0.7004623062417814449600197372,2019
0.1,true,NQM9,opening_hour_rth,true,01b318fd99657e5e833f,R05,2019-04-29,7845.125,7849.25,7837.75,46,0.7037829412520008523428203571,2019
0.2,true,NQM9,prior_rth,true,01b7232147c5566ae728,R01,2019-05-20,7571.5,7584,7527,57,0.7020213732737762389725535707,2019
0.2,true,NQM9,prior_rth,true,01b7232147c5566ae728,R02,2019-05-20,7571.5,7584,7527,57,0.7020213732737762389725535707,2019
0.1,true,NQH9,full_overnight,true,024c69df2b3f2e8b542e,R03,2019-01-11,6615.375,6628.75,6604.5,97,0.7026906610677155242991579679,2019
0.1,true,NQH9,midnight,true,0251c7c87733a555086f,R04,2019-01-31,6865.375,6876,6858,72,0.7002379657105581817643876269,2019
0.1,true,NQZ9,full_overnight,true,025d82e87074467d7c18,R03,2019-10-30,8054.875,8065.25,8047.5,71,0.7008558577838183167850164758,2019
0.2,true,NQM9,prior_rth,true,0293418b0c709af1f6f0,R01,2019-06-03,7156.75,7169.5,7138.5,62,0.7041975262185719862849702009,2019
0.2,true,NQM9,prior_rth,true,0293418b0c709af1f6f0,R02,2019-06-03,7156.75,7169.5,7138.5,62,0.7041975262185719862849702009,2019
0.2,true,NQH9,opening_hour_rth,true,02a64a8f27b9624b608f,R05,2019-02-05,7008.125,7013.5,6997.75,63,0.7061365522129768938370614642,2019
0.05,true,NQH9,full_overnight,true,02ae3cb469c85164d049,R03,2019-02-14,7042.625,7055.25,7012.5,171,0.701483706310380768556316357,2019
0.2,true,NQZ9,full_overnight,true,02b873f3a344d16378d0,R03,2019-10-10,7693.75,7710.5,7649.5,122,0.7005236314513846735058385715,2019
0.1,true,NQU9,opening_hour_rth,true,030bfc85f51aeaa4f33e,R05,2019-07-10,7922.875,7940.5,7906.25,137,0.7058666296882431968462081776,2019
0.2,true,NQZ9,opening_hour_rth,true,0337e75fef7d75957a15,R05,2019-12-10,8361.25,8373,8344.5,57,0.7036356863456540852244349565,2019
0.2,true,NQH9,prior_rth,true,0348e2cbbb2bfdc0b54e,R01,2019-01-25,6696.375,6704.25,6676.5,37,0.7066780252824456744344733109,2019
0.2,true,NQH9,prior_rth,true,0348e2cbbb2bfdc0b54e,R02,2019-01-25,6696.375,6704.25,6676.5,37,0.7066780252824456744344733109,2019
0.2,true,NQM9,opening_hour_rth,true,0349ab6f9a17b28839cc,R05,2019-03-12,7212.25,7215.5,7202,27,0.7115867887840079217006995824,2019
0.1,true,NQU9,opening_hour_rth,true,03576bb398babb48090e,R05,2019-06-17,7564.125,7571.75,7541.5,121,0.7002804876281038456520793774,2019
0.05,true,NQH9,opening_hour_rth,true,03677a4da6c53004bda7,R05,2019-01-30,6723.875,6731,6708,92,0.7047571562774903979709545457,2019
0.1,true,NQH9,midnight,true,0371dc56d91b7f27d1b7,R04,2019-02-07,6953.375,6967.25,6940,109,0.7016865134423291323077017093,2019
0.1,true,NQM9,prior_rth,true,037aa209085bb89a10cb,R01,2019-04-26,7843.625,7858.5,7831.75,107,0.701165693425256744902762095,2019
0.1,true,NQM9,prior_rth,true,037aa209085bb89a10cb,R02,2019-04-26,7843.625,7858.5,7831.75,107,0.701165693425256744902762095,2019
0.2,true,NQZ9,full_overnight,true,038f64041f2381557b8b,R03,2019-10-02,7642.75,7689.5,7630,119,0.700221176735206462859177898,2019
0.2,true,NQZ9,full_overnight,true,03b8d50d256103496202,R03,2019-09-19,7894.25,7911.5,7870,83,0.7032221892101706936045007158,2019
0.2,true,NQH9,prior_rth,true,03efdb92cce722c24faa,R01,2019-02-01,6901.75,6930.5,6892.5,76,0.7011069045670643863651525322,2019
0.2,true,NQH9,prior_rth,true,03efdb92cce722c24faa,R02,2019-02-01,6901.75,6930.5,6892.5,76,0.7011069045670643863651525322,2019
0.05,true,NQZ9,full_overnight,true,03feb31d1ce4906d8b9e,R03,2019-10-07,7728.125,7743.5,7724.75,75,0.7067155059312792358090514104,2019
0.1,true,NQH0,midnight,true,042b57b2b5ce58c50227,R04,2019-12-30,8789.125,8799,8781.75,69,0.7093440301735266941380113718,2019
0.1,true,NQM9,midnight,true,04338a38700594b8553f,R04,2019-05-15,7364.875,7420.5,7354.5,264,0.7005191242725984796907901107,2019
0.05,true,NQM9,prior_rth,true,043db3ef895dc1a07fc0,R01,2019-05-23,7441.875,7450.25,7430.5,79,0.7040504340352056392896807209,2019
0.05,true,NQM9,prior_rth,true,043db3ef895dc1a07fc0,R02,2019-05-23,7441.875,7450.25,7430.5,79,0.7040504340352056392896807209,2019
0.1,true,NQM9,midnight,true,043efba4e0c28f82283c,R04,2019-04-04,7568.625,7573.5,7565.5,32,0.7123281118788842666648092353,2019
0.1,true,NQU9,prior_rth,true,0440299b4c21c3115565,R01,2019-07-22,7920.375,7963.5,7895.5,272,0.7003428010955530330489012174,2019
0.1,true,NQU9,prior_rth,true,0440299b4c21c3115565,R02,2019-07-22,7920.375,7963.5,7895.5,272,0.7003428010955530330489012174,2019
0.1,true,NQH9,opening_hour_rth,true,0444b8a3de7234d2bee8,R05,2019-03-06,7158.875,7163.25,7147.75,62,0.704649144386338626326769094,2019
0.05,true,NQH9,prior_rth,true,045b1bf8971aa9bdf505,R01,2019-02-12,6928.375,6939.75,6913.5,105,0.7034879656525134254725780802,2019
0.05,true,NQH9,prior_rth,true,045b1bf8971aa9bdf505,R02,2019-02-12,6928.375,6939.75,6913.5,105,0.7034879656525134254725780802,2019
0.2,true,NQZ9,prior_rth,true,0461afddad8067d87928,R01,2019-09-23,7931.625,7941.75,7851,121,0.7059076788630120242416637984,2019
0.2,true,NQZ9,prior_rth,true,0461afddad8067d87928,R02,2019-09-23,7931.625,7941.75,7851,121,0.7059076788630120242416637984,2019
0.05,true,NQH9,midnight,true,0465e628b3aaa68d1ad9,R04,2019-02-12,6967.375,6974,6964,40,0.7001064113930184986714014294,2019
0.1,true,NQM9,opening_hour_rth,true,046b29c18c22be6779e3,R05,2019-04-02,7499.375,7507.25,7494.25,52,0.7072396185621638875622290356,2019
0.2,true,NQZ9,prior_rth,true,04865b258e647447838a,R01,2019-10-02,7723.25,7771,7693.5,155,0.7010400413842987793150509243,2019
0.2,true,NQZ9,prior_rth,true,04865b258e647447838a,R02,2019-10-02,7723.25,7771,7693.5,155,0.7010400413842987793150509243,2019
0.2,true,NQH9,prior_rth,true,04bdfa3b59b637306de4,R01,2019-02-21,7065.625,7092,7053.25,155,0.7011987815182186952293042295,2019
0.2,true,NQH9,prior_rth,true,04bdfa3b59b637306de4,R02,2019-02-21,7065.625,7092,7053.25,155,0.7011987815182186952293042295,2019
0.05,true,NQM9,midnight,true,04cbd1e38de0aa2aa744,R04,2019-04-11,7645.375,7648.5,7637,46,0.7024509418737136691821580438,2019
0.1,true,NQM9,prior_rth,true,04de1e3b8f46d6567145,R01,2019-06-17,7479.875,7486.5,7464.75,87,0.705545001368391038493029204,2019
0.1,true,NQM9,prior_rth,true,04de1e3b8f46d6567145,R02,2019-06-17,7479.875,7486.5,7464.75,87,0.705545001368391038493029204,2019
0.05,true,NQZ9,full_overnight,true,04f18b1a952e5fd726eb,R03,2019-09-26,7810.375,7831,7806.25,99,0.709426690510864508197882399,2019
0.1,true,NQM9,midnight,true,051509658ab53e24126b,R04,2019-05-03,7774.875,7792,7766,104,0.701836220855705455013878988,2019
0.05,true,NQM9,full_overnight,true,051c9cd2d907f39f3a34,R03,2019-04-30,7805.125,7808.25,7790.5,71,0.7081152658945081932202516672,2019
0.2,true,NQM9,prior_rth,true,051da0627cf43b3c5b9c,R01,2019-06-06,7205.625,7216.5,7179.75,49,0.7001921227253671011604545795,2019
0.2,true,NQM9,prior_rth,true,051da0627cf43b3c5b9c,R02,2019-06-06,7205.625,7216.5,7179.75,49,0.7001921227253671011604545795,2019
0.1,true,NQZ9,midnight,true,055dedfeb3c0c818532c,R04,2019-12-12,8396.875,8416.5,8383.25,133,0.7020746857639536908040648211,2019
0.1,true,NQH9,opening_hour_rth,true,05713eba6987ad57fa7b,R05,2019-01-16,6725.125,6734,6708.25,103,0.7006364585061358506126936569,2019
0.05,true,NQU9,full_overnight,true,0579ef503bd84658f7f5,R03,2019-06-27,7681.625,7694.25,7659.5,139,0.7016675320732672818564464447,2019
0.05,true,NQZ9,full_overnight,true,057c6d4bf33fa1fcc9e1,R03,2019-10-25,7934.125,7940.25,7927,53,0.7064380213751119143133541447,2019
0.2,true,NQM9,opening_hour_rth,true,058748e7acf0ed1b7e5f,R05,2019-03-26,7414.75,7431,7409,44,0.7020110339802689162117639116,2019
0.2,true,NQZ9,opening_hour_rth,true,058ae53784ce9ba8803f,R05,2019-09-16,7886.75,7892.5,7873.5,38,0.7080621196207535796538986334,2019
0.2,true,NQU9,full_overnight,true,05904b96ffaaac5ae39b,R03,2019-08-07,7495.75,7513,7432,162,0.7019554761685373009583072077,2019
0.2,true,NQM9,full_overnight,true,05f6f8eeda23110c88d4,R03,2019-05-08,7624.125,7663.5,7605,78,0.7027916130146076900033504797,2019
0.1,true,NQH9,opening_hour_rth,true,062b060c3f69e5a91737,R05,2019-02-11,6937.125,6946.25,6927,77,0.7041917446245242293946818102,2019
0.05,true,NQH9,opening_hour_rth,true,0633f8fbe556118e5f15,R05,2019-01-10,6551.875,6563.5,6537.75,103,0.7021126113262684351353920102,2019
0.1,true,NQZ9,opening_hour_rth,true,0646af964f2a8be773e7,R05,2019-11-15,8300.375,8306.75,8289.75,68,0.7037043987416126357333305792,2019
0.1,true,NQH9,full_overnight,true,0662bc9c9e90dc0fbc5a,R03,2019-02-08,6873.375,6898.75,6854.25,178,0.7036893690147410221654409529,2019
0.2,true,NQU9,prior_rth,true,067041948b9e1abf44c8,R01,2019-08-30,7714.75,7722,7701.5,41,0.7047094774117957838073899623,2019
0.2,true,NQU9,prior_rth,true,067041948b9e1abf44c8,R02,2019-08-30,7714.75,7722,7701.5,41,0.7047094774117957838073899623,2019
0.1,true,NQZ9,full_overnight,true,06988566e83b69384aa8,R03,2019-12-05,8293.125,8323,8288.5,138,0.7042174125601993829880011828,2019
0.1,true,NQZ9,full_overnight,true,0700656d6b25e755c073,R03,2019-09-19,7899.375,7911.5,7870,166,0.7036663268491106259919368433,2019
0.1,true,NQH9,full_overnight,true,071e85393faf32e31f3d,R03,2019-01-23,6678.125,6691.75,6662.25,118,0.7017185366088852076410694844,2019
0.05,true,NQH9,full_overnight,true,07230e42dace37167022,R03,2019-02-07,6953.375,6975.75,6940,143,0.7060037099427245184197701411,2019
0.1,true,NQU9,prior_rth,true,07353da5bfa847aa5e31,R01,2019-08-19,7615.75,7629,7591,76,0.7011488864303929431733648387,2019
0.1,true,NQU9,prior_rth,true,07353da5bfa847aa5e31,R02,2019-08-19,7615.75,7629,7591,76,0.7011488864303929431733648387,2019
0.2,true,NQZ9,midnight,true,0764b5bcc218fc32db45,R04,2019-09-26,7830.875,7835.25,7809,105,0.7018321353503375110169941866,2019
0.2,true,NQU9,opening_hour_rth,true,07668f7f0d3bc59c4938,R05,2019-08-05,7496.625,7513.5,7486.5,36,0.7055822015435523162110419745,2019
0.2,true,NQZ9,opening_hour_rth,true,07684ad2ed1b6ad543ea,R05,2019-10-15,7895.75,7912.5,7881,63,0.7003846351873537072706413831,2019
0.05,true,NQU9,midnight,true,076b15efbb838ee82fe1,R04,2019-08-01,7869.875,7886,7861,100,0.7045766949344765740419992213,2019
0.2,true,NQM9,full_overnight,true,078372cbd7cb8c6f890b,R03,2019-05-22,7415.375,7451.5,7391.25,241,0.7032668853288068098154277531,2019
0.1,true,NQU9,midnight,true,078a81d34df66617d350,R04,2019-06-27,7688.125,7703,7672,124,0.7037387456699871032915442555,2019
0.05,true,NQH9,midnight,true,079254cfeee26b708eca,R04,2019-01-08,6545.125,6562.5,6527.5,140,0.7043801243436589477739445383,2019
0.1,true,NQH9,prior_rth,true,07c007da4aec0d18d608,R01,2019-02-08,6887.125,6918.75,6864.75,216,0.7028057441979578877796192924,2019
0.1,true,NQH9,prior_rth,true,07c007da4aec0d18d608,R02,2019-02-08,6887.125,6918.75,6864.75,216,0.7028057441979578877796192924,2019
0.05,true,NQH9,midnight,true,07c96ffa331e94f35288,R04,2019-01-07,6425.625,6443,6413.25,119,0.7023532091875000619054367534,2019
0.05,true,NQH9,opening_hour_rth,true,07ceedc59a5b7345aa95,R05,2019-01-08,6576.625,6586.25,6542.5,175,0.7008391826605626241047081984,2019
0.05,true,NQH9,full_overnight,true,07da0723d643382408b7,R03,2019-01-25,6736.375,6761.25,6715.5,183,0.7020987897558386616912595156,2019
0.05,true,NQZ9,midnight,true,081ab55b817680ba6c38,R04,2019-09-25,7708.875,7741,7703.5,150,0.7011947964537221215685634569,2019
0.05,true,NQM9,prior_rth,true,0822807a469ab6288aed,R01,2019-03-29,7347.125,7353.5,7316.25,149,0.7009670705522601974807350578,2019
0.05,true,NQM9,prior_rth,true,0822807a469ab6288aed,R02,2019-03-29,7347.125,7353.5,7316.25,149,0.7009670705522601974807350578,2019
0.1,true,NQU9,prior_rth,true,082ff18297fa2dba054e,R01,2019-08-29,7590.75,7598,7553,90,0.7001514052454350675229977012,2019
0.1,true,NQU9,prior_rth,true,082ff18297fa2dba054e,R02,2019-08-29,7590.75,7598,7553,90,0.7001514052454350675229977012,2019
0.05,true,NQU9,opening_hour_rth,true,083eb82236507989083c,R05,2019-07-19,7949.875,7961.5,7939.25,89,0.7038026835781667217202723217,2019
0.1,true,NQM9,prior_rth,true,084ad169501128272003,R01,2019-04-15,7643.125,7650,7636.5,54,0.7008342911343620457104087908,2019
0.1,true,NQM9,prior_rth,true,084ad169501128272003,R02,2019-04-15,7643.125,7650,7636.5,54,0.7008342911343620457104087908,2019
0.1,true,NQH9,prior_rth,true,085211a2d63fb28808ad,R01,2019-03-07,7123.625,7137.5,7111.25,105,0.7006868117791640167985228374,2019
0.1,true,NQH9,prior_rth,true,085211a2d63fb28808ad,R02,2019-03-07,7123.625,7137.5,7111.25,105,0.7006868117791640167985228374,2019
0.2,true,NQU9,opening_hour_rth,true,08a63337693bf2ebbbef,R05,2019-09-05,7829.75,7866,7816,100,0.7021098926989738219739050617,2019
0.1,true,NQZ9,opening_hour_rth,true,08ab6cf5660cd82f53ec,R05,2019-12-13,8512.875,8520,8473.5,62,0.7018697694486958220717053636,2019
0.05,true,NQM9,midnight,true,08b1e2d4522627a87409,R04,2019-04-22,7674.875,7690.25,7670.25,80,0.7034320545499318879049196576,2019
0.1,true,NQU9,opening_hour_rth,true,08d08ca6f64c567b3e9d,R05,2019-08-23,7667.25,7690,7657,66,0.7091043788724117775565898539,2019
0.2,true,NQZ9,full_overnight,true,08dc037d54e36661a0f8,R03,2019-10-04,7639.75,7672.5,7625,95,0.7025332901091471971338140056,2019
0.1,true,NQU9,full_overnight,true,08ec3c2b283ea40e2a97,R03,2019-08-09,7678.625,7699.5,7672.5,108,0.7004282466684057563984998261,2019
0.2,true,NQM9,midnight,true,08f0fb5fbd9f44d63ea3,R04,2019-04-11,7645.375,7648.5,7637,46,0.7024509418737136691821580438,2019
0.05,true,NQZ9,opening_hour_rth,true,08fc0a255bef21ef6773,R05,2019-10-29,8082.375,8096.5,8075.25,85,0.7062282197019249249894895161,2019
0.2,true,NQZ9,midnight,true,09066f1393416a514a81,R04,2019-10-04,7639.625,7674.75,7625,199,0.7005588707640977372484834514,2019
0.1,true,NQM9,full_overnight,true,0908bc9d51557b7e5beb,R03,2019-05-16,7525.625,7561,7500.25,243,0.7019264942196764838990540708,2019
0.1,true,NQM9,prior_rth,true,090b2dc2ef509d8b26c4,R01,2019-04-16,7649.125,7658.25,7623.25,140,0.706526839480796315328689429,2019
0.1,true,NQM9,prior_rth,true,090b2dc2ef509d8b26c4,R02,2019-04-16,7649.125,7658.25,7623.25,140,0.706526839480796315328689429,2019
0.2,true,NQH9,midnight,true,092e9a18c3bd0dc0b3ca,R04,2019-01-25,6738.875,6749.75,6725.25,98,0.7012581139160094404387094181,2019
0.05,true,NQZ9,full_overnight,true,09488104ce501c9b23a9,R03,2019-09-24,7877.125,7881.75,7867.5,57,0.7047766331208857254501256872,2019
0.05,true,NQU9,opening_hour_rth,true,095dd4dc84a29664f7ca,R05,2019-08-27,7627.625,7637.25,7623.5,55,0.7059571293808308978534384739,2019
0.2,true,NQZ9,prior_rth,true,097139e698ef4292cd3e,R01,2019-11-27,8393.375,8398.5,8382.25,65,0.7077349947765478920114809682,2019
0.2,true,NQZ9,prior_rth,true,097139e698ef4292cd3e,R02,2019-11-27,8393.375,8398.5,8382.25,65,0.7077349947765478920114809682,2019
0.2,true,NQZ9,opening_hour_rth,true,0978f286bb16c5be3715,R05,2019-10-09,7684.75,7688.5,7672.5,32,0.7120503660020353456404960224,2019
0.1,true,NQZ9,prior_rth,true,097e617200cc07f921e2,R01,2019-11-14,8277.125,8279,8256,92,0.7011692216913587140036609205,2019
0.1,true,NQZ9,prior_rth,true,097e617200cc07f921e2,R02,2019-11-14,8277.125,8279,8256,92,0.7011692216913587140036609205,2019
0.1,true,NQZ9,prior_rth,true,099cccebbddbef51152d,R01,2019-10-03,7563.875,7587.25,7536.25,204,0.700998007492298101078962734,2019
0.1,true,NQZ9,prior_rth,true,099cccebbddbef51152d,R02,2019-10-03,7563.875,7587.25,7536.25,204,0.700998007492298101078962734,2019
0.2,true,NQU9,prior_rth,true,09b55eb97da68b9d6857,R01,2019-09-11,7775.25,7786,7754,64,0.7056873226394369715829884103,2019
0.2,true,NQU9,prior_rth,true,09b55eb97da68b9d6857,R02,2019-09-11,7775.25,7786,7754,64,0.7056873226394369715829884103,2019
0.1,true,NQM9,prior_rth,true,09bd4f0b2ab0ed6b2d34,R01,2019-03-25,7396.625,7445.75,7355.25,362,0.7012297424242413201438521726,2019
0.1,true,NQM9,prior_rth,true,09bd4f0b2ab0ed6b2d34,R02,2019-03-25,7396.625,7445.75,7355.25,362,0.7012297424242413201438521726,2019
0.05,true,NQM9,midnight,true,09d0847a9ab25c469fa0,R04,2019-03-18,7348.375,7355,7345.5,38,0.7021608756817174461852729765,2019
0.1,true,NQZ9,prior_rth,true,09d3320deb2ecf905b4b,R01,2019-10-30,8066.875,8091.75,8059.5,129,0.7044239211615903883670450903,2019
0.1,true,NQZ9,prior_rth,true,09d3320deb2ecf905b4b,R02,2019-10-30,8066.875,8091.75,8059.5,129,0.7044239211615903883670450903,2019
0.2,true,NQZ9,midnight,true,09f6c8e967a160f53ff9,R04,2019-10-01,7799.375,7808,7788,80,0.7019001891851727648291402103,2019
0.05,true,NQU9,midnight,true,0a04443fb8f6d415bb04,R04,2019-06-28,7700.625,7702.75,7692.25,42,0.7051707032460420148269925265,2019
0.1,true,NQH9,prior_rth,true,0a2fca64484d739709f2,R01,2019-01-14,6601.125,6604.5,6584.75,79,0.7050115717278801413929213179,2019
0.1,true,NQH9,prior_rth,true,0a2fca64484d739709f2,R02,2019-01-14,6601.125,6604.5,6584.75,79,0.7050115717278801413929213179,2019
0.2,true,NQZ9,prior_rth,true,0a410a86fec0a6e453fb,R01,2019-11-19,8320.75,8325.5,8285.5,80,0.7035050992724753388532794414,2019
0.2,true,NQZ9,prior_rth,true,0a410a86fec0a6e453fb,R02,2019-11-19,8320.75,8325.5,8285.5,80,0.7035050992724753388532794414,2019
0.05,true,NQZ9,prior_rth,true,0a45459c2deb6a72eb37,R01,2019-12-12,8384.625,8399.75,8371.75,112,0.7025638097136482089535387983,2019
0.05,true,NQZ9,prior_rth,true,0a45459c2deb6a72eb37,R02,2019-12-12,8384.625,8399.75,8371.75,112,0.7025638097136482089535387983,2019
0.1,true,NQU9,midnight,true,0a582a1c932f6a9a0673,R04,2019-09-12,7935.625,7942.25,7919.75,90,0.7045333715945821484549098347,2019
0.2,true,NQU9,midnight,true,0a62afc55b4e17424852,R04,2019-07-09,7770.25,7775.5,7754,43,0.7167897179179807683854422344,2019
0.1,true,NQU9,prior_rth,true,0a9cc7290767f07e2082,R01,2019-08-06,7496.75,7513,7418.5,189,0.7044137785242046399794056708,2019
0.1,true,NQU9,prior_rth,true,0a9cc7290767f07e2082,R02,2019-08-06,7496.75,7513,7418.5,189,0.7044137785242046399794056708,2019
0.2,true,NQZ9,prior_rth,true,0aaae07d62d68736ed32,R01,2019-10-22,7940.375,7945,7919,104,0.7033316277494151042737959848,2019
0.2,true,NQZ9,prior_rth,true,0aaae07d62d68736ed32,R02,2019-10-22,7940.375,7945,7919,104,0.7033316277494151042737959848,2019
0.1,true,NQZ9,midnight,true,0aacc0dc0267ac53b5ff,R04,2019-10-10,7694.625,7700.75,7682.5,73,0.7041212585060749397071806759,2019
0.05,true,NQM9,prior_rth,true,0acf041fdfc7628f9a32,R01,2019-04-17,7678.625,7685.75,7672.5,53,0.7039458043500528777229119803,2019
0.05,true,NQM9,prior_rth,true,0acf041fdfc7628f9a32,R02,2019-04-17,7678.625,7685.75,7672.5,53,0.7039458043500528777229119803,2019
0.05,true,NQM9,prior_rth,true,0ad57fe7f98cf937d8c0,R01,2019-05-06,7856.125,7860.75,7815,183,0.7011152156550390457998623344,2019
0.05,true,NQM9,prior_rth,true,0ad57fe7f98cf937d8c0,R02,2019-05-06,7856.125,7860.75,7815,183,0.7011152156550390457998623344,2019
0.05,true,NQM9,midnight,true,0ae69ad8bbe2d6c0aa7c,R04,2019-04-04,7568.625,7573.5,7565.5,32,0.7123281118788842666648092353,2019
0.2,true,NQM9,prior_rth,true,0afb7d534b438ac2c520,R01,2019-05-29,7327.25,7361,7321.5,79,0.7055659329908462442998504142,2019
0.2,true,NQM9,prior_rth,true,0afb7d534b438ac2c520,R02,2019-05-29,7327.25,7361,7321.5,79,0.7055659329908462442998504142,2019
0.05,true,NQZ9,opening_hour_rth,true,0b02418abb8ec6f1b171,R05,2019-10-30,8052.375,8055.75,8040.25,62,0.7035578831847181967436824832,2019
0.05,true,NQM9,opening_hour_rth,true,0b1b28dd302f157cdc60,R05,2019-03-20,7375.125,7379.25,7366.75,50,0.7101545360114798660945548255,2019
0.2,true,NQU9,midnight,true,0b2a7739e0888666cc70,R04,2019-07-15,7980.875,7985,7968.5,66,0.7079301793098460195734449709,2019
0.05,true,NQU9,prior_rth,true,0b5025b1c2a3c7c6f45d,R01,2019-07-01,7676.625,7690.5,7669.25,85,0.7026936869769868185108313589,2019
0.05,true,NQU9,prior_rth,true,0b5025b1c2a3c7c6f45d,R02,2019-07-01,7676.625,7690.5,7669.25,85,0.7026936869769868185108313589,2019
0.05,true,NQU9,opening_hour_rth,true,0b5a1d0f834fa9cf52da,R05,2019-06-24,7768.125,7773.75,7760.5,53,0.705826144401204100573075359,2019
0.05,true,NQM9,prior_rth,true,0b8a860e7fe5e4adf6d5,R01,2019-04-23,7724.625,7733.75,7701.25,130,0.7024863257341578534901853614,2019
0.05,true,NQM9,prior_rth,true,0b8a860e7fe5e4adf6d5,R02,2019-04-23,7724.625,7733.75,7701.25,130,0.7024863257341578534901853614,2019
0.1,true,NQM9,midnight,true,0b8d558af57fa9de1272,R04,2019-04-22,7674.875,7690.25,7670.25,80,0.7034320545499318879049196576,2019
0.1,true,NQH0,midnight,true,0b9bfa8ccccc172dc06b,R04,2019-12-16,8551.625,8565.25,8545.25,80,0.7016215973445345133460197812,2019
0.05,true,NQM9,opening_hour_rth,true,0bae6ac431a949a1da04,R05,2019-05-08,7646.375,7654.25,7631.25,92,0.700318637620511499256460826,2019
0.05,true,NQM9,opening_hour_rth,true,0bb0b5de6b994d35dbde,R05,2019-04-24,7832.875,7837.25,7822,61,0.7005986633348909630447507208,2019
0.2,true,NQH9,full_overnight,true,0bcb36046200a446ff41,R03,2019-02-07,6953.375,6975.75,6940,143,0.7060037099427245184197701411,2019
0.05,true,NQZ9,midnight,true,0be2945538f7e7b4b9e2,R04,2019-09-23,7838.125,7847,7821.5,102,0.7029113047430122721189202935,2019
0.05,true,NQM9,midnight,true,0bf3b03454f7ca99f1ba,R04,2019-05-10,7546.75,7584,7538,92,0.7051919839847729812053624821,2019
0.1,true,NQM9,prior_rth,true,0c2d2e419d84deb31ff9,R01,2019-04-12,7626.875,7634.5,7612.5,88,0.7063712181511141950601149019,2019
0.1,true,NQM9,prior_rth,true,0c2d2e419d84deb31ff9,R02,2019-04-12,7626.875,7634.5,7612.5,88,0.7063712181511141950601149019,2019
0.2,true,NQU9,opening_hour_rth,true,0c3dd91eb1cebb5a357c,R05,2019-06-20,7787.25,7795,7778,34,0.7071610499603317388892651335,2019
0.05,true,NQZ9,full_overnight,true,0c6de2dc428267f7e3c7,R03,2019-12-06,8334.625,8359.75,8313,187,0.7011920371051513005262545488,2019
0.2,true,NQZ9,opening_hour_rth,true,0c7d1e957bb651b435f2,R05,2019-12-02,8312.25,8365,8299,132,0.7023179407633701316536336876,2019
0.05,true,NQZ9,prior_rth,true,0cb71717ddd279d7666a,R01,2019-09-17,7875.375,7881,7861.75,77,0.7045389720166291946401196942,2019
0.05,true,NQZ9,prior_rth,true,0cb71717ddd279d7666a,R02,2019-09-17,7875.375,7881,7861.75,77,0.7045389720166291946401196942,2019
0.2,true,NQZ9,full_overnight,true,0cc3f8e56c8732825a5b,R03,2019-10-28,8057.875,8066.5,8052,58,0.7062402685391274720810069479,2019
0.2,true,NQZ9,midnight,true,0cce1658cac3b92aebf8,R04,2019-10-23,7855.875,7858.5,7837.75,83,0.7027969276609696051369680767,2019
0.1,true,NQH0,prior_rth,true,0ce05766570429554c02,R01,2019-12-26,8728.125,8733,8724.5,34,0.7030411160518732670770810445,2019
