bin_ratio,contract,family,poc_class,poc_high_bin_index,poc_low_bin_index,poc_price,poc_volume,poc_width_bins,profile_id,relationship_id,session_date,year
0.1,NQU9,opening_hour_rth,POC_ATOMIC,31691,31691,7922.875,1131.73679749827246031537787,1,030bfc85f51aeaa4f33e,R05,2019-07-10,2019
0.2,NQZ9,opening_hour_rth,POC_ATOMIC,16722,16722,8361.25,2491.806994720965309200603318,1,0337e75fef7d75957a15,R05,2019-12-10,2019
0.2,NQH9,prior_rth,POC_ATOMIC,8928,8928,6696.375,7972.549259769784066459258275,1,0348e2cbbb2bfdc0b54e,R01,2019-01-25,2019
0.2,NQH9,prior_rth,POC_ATOMIC,8928,8928,6696.375,7972.549259769784066459258275,1,0348e2cbbb2bfdc0b54e,R02,2019-01-25,2019
0.2,NQM9,opening_hour_rth,POC_ATOMIC,14424,14424,7212.25,2770.757212245099242003266771,1,0349ab6f9a17b28839cc,R05,2019-03-12,2019
0.1,NQU9,opening_hour_rth,POC_ATOMIC,30256,30256,7564.125,990.4425633353636786131065307,1,03576bb398babb48090e,R05,2019-06-17,2019
0.05,NQH9,opening_hour_rth,POC_ATOMIC,26895,26895,6723.875,1381.165644561836512300908586,1,03677a4da6c53004bda7,R05,2019-01-30,2019
0.1,NQH9,midnight,POC_ATOMIC,27813,27813,6953.375,1163.192099464003488771290629,1,0371dc56d91b7f27d1b7,R04,2019-02-07,2019
0.1,NQM9,prior_rth,POC_ATOMIC,31374,31374,7843.625,4698.980608540770023496152692,1,037aa209085bb89a10cb,R01,2019-04-26,2019
0.1,NQM9,prior_rth,POC_ATOMIC,31374,31374,7843.625,4698.980608540770023496152692,1,037aa209085bb89a10cb,R02,2019-04-26,2019
0.2,NQZ9,full_overnight,POC_ATOMIC,15285,15285,7642.75,2024.129989454989454989454989,1,038f64041f2381557b8b,R03,2019-10-02,2019
0.2,NQZ9,full_overnight,POC_ATOMIC,15788,15788,7894.25,1636.787265512265512265512266,1,03b8d50d256103496202,R03,2019-09-19,2019
0.2,NQH9,prior_rth,POC_ATOMIC,13803,13803,6901.75,6756.088631956279015102544514,1,03efdb92cce722c24faa,R01,2019-02-01,2019
0.2,NQH9,prior_rth,POC_ATOMIC,13803,13803,6901.75,6756.088631956279015102544514,1,03efdb92cce722c24faa,R02,2019-02-01,2019
0.05,NQZ9,full_overnight,POC_ATOMIC,30912,30912,7728.125,1257.369599395266635241652193,1,03feb31d1ce4906d8b9e,R03,2019-10-07,2019
0.1,NQH0,midnight,POC_ATOMIC,35156,35156,8789.125,1097.365692640692640692640693,1,042b57b2b5ce58c50227,R04,2019-12-30,2019
0.1,NQM9,midnight,POC_ATOMIC,29459,29459,7364.875,586.2656793017783729858033264,1,04338a38700594b8553f,R04,2019-05-15,2019
0.05,NQM9,prior_rth,POC_ATOMIC,29767,29767,7441.875,4057.190054454038202814535784,1,043db3ef895dc1a07fc0,R01,2019-05-23,2019
0.05,NQM9,prior_rth,POC_ATOMIC,29767,29767,7441.875,4057.190054454038202814535784,1,043db3ef895dc1a07fc0,R02,2019-05-23,2019
0.1,NQM9,midnight,POC_ATOMIC,30274,30274,7568.625,1878.438922188922188922188922,1,043efba4e0c28f82283c,R04,2019-04-04,2019
0.1,NQU9,prior_rth,POC_ATOMIC,31681,31681,7920.375,2106.584467248437836673130791,1,0440299b4c21c3115565,R01,2019-07-22,2019
0.1,NQU9,prior_rth,POC_ATOMIC,31681,31681,7920.375,2106.584467248437836673130791,1,0440299b4c21c3115565,R02,2019-07-22,2019
0.1,NQH9,opening_hour_rth,POC_ATOMIC,28635,28635,7158.875,1639.763908129193869800047287,1,0444b8a3de7234d2bee8,R05,2019-03-06,2019
0.05,NQH9,prior_rth,POC_ATOMIC,27713,27713,6928.375,3103.451249864982331572159282,1,045b1bf8971aa9bdf505,R01,2019-02-12,2019
0.05,NQH9,prior_rth,POC_ATOMIC,27713,27713,6928.375,3103.451249864982331572159282,1,045b1bf8971aa9bdf505,R02,2019-02-12,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,10575,10575,7931.625,5445.980128205128205128205128,1,0461afddad8067d87928,R01,2019-09-23,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,10575,10575,7931.625,5445.980128205128205128205128,1,0461afddad8067d87928,R02,2019-09-23,2019
0.05,NQH9,midnight,POC_ATOMIC,27869,27869,6967.375,1393.998718907586184474056328,1,0465e628b3aaa68d1ad9,R04,2019-02-12,2019
0.1,NQM9,opening_hour_rth,POC_ATOMIC,29997,29997,7499.375,1704.396308587926234985058514,1,046b29c18c22be6779e3,R05,2019-04-02,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,15446,15446,7723.25,3987.575924075924075924075924,1,04865b258e647447838a,R01,2019-10-02,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,15446,15446,7723.25,3987.575924075924075924075924,1,04865b258e647447838a,R02,2019-10-02,2019
0.2,NQH9,prior_rth,POC_ATOMIC,28262,28262,7065.625,2971.501804519973507970028134,1,04bdfa3b59b637306de4,R01,2019-02-21,2019
0.2,NQH9,prior_rth,POC_ATOMIC,28262,28262,7065.625,2971.501804519973507970028134,1,04bdfa3b59b637306de4,R02,2019-02-21,2019
0.05,NQM9,midnight,POC_ATOMIC,30581,30581,7645.375,1177.303652066887361005008064,1,04cbd1e38de0aa2aa744,R04,2019-04-11,2019
0.1,NQM9,prior_rth,POC_ATOMIC,29919,29919,7479.875,1536.959291877908432201804306,1,04de1e3b8f46d6567145,R01,2019-06-17,2019
0.1,NQM9,prior_rth,POC_ATOMIC,29919,29919,7479.875,1536.959291877908432201804306,1,04de1e3b8f46d6567145,R02,2019-06-17,2019
0.05,NQZ9,full_overnight,POC_ATOMIC,31241,31241,7810.375,1183.308417138417138417138417,1,04f18b1a952e5fd726eb,R03,2019-09-26,2019
0.1,NQM9,midnight,POC_ATOMIC,31099,31099,7774.875,871.6536428110896196002578981,1,051509658ab53e24126b,R04,2019-05-03,2019
0.05,NQM9,full_overnight,POC_ATOMIC,31220,31220,7805.125,1001.620887445887445887445887,1,051c9cd2d907f39f3a34,R03,2019-04-30,2019
0.2,NQM9,prior_rth,POC_ATOMIC,9607,9607,7205.625,8988.253159340659340659340659,1,051da0627cf43b3c5b9c,R01,2019-06-06,2019
0.2,NQM9,prior_rth,POC_ATOMIC,9607,9607,7205.625,8988.253159340659340659340659,1,051da0627cf43b3c5b9c,R02,2019-06-06,2019
0.1,NQZ9,midnight,POC_ATOMIC,33587,33587,8396.875,1062.377296046788420117726166,1,055dedfeb3c0c818532c,R04,2019-12-12,2019
0.1,NQH9,opening_hour_rth,POC_ATOMIC,26900,26900,6725.125,1726.39239571312633078963536,1,05713eba6987ad57fa7b,R05,2019-01-16,2019
0.05,NQU9,full_overnight,POC_ATOMIC,30726,30726,7681.625,846.7502424539609894300969816,1,0579ef503bd84658f7f5,R03,2019-06-27,2019
0.05,NQZ9,full_overnight,POC_ATOMIC,31736,31736,7934.125,1327.451426351426351426351426,1,057c6d4bf33fa1fcc9e1,R03,2019-10-25,2019
0.2,NQM9,opening_hour_rth,POC_ATOMIC,14829,14829,7414.75,2670.162351846639772336366764,1,058748e7acf0ed1b7e5f,R05,2019-03-26,2019
0.2,NQZ9,opening_hour_rth,POC_ATOMIC,15773,15773,7886.75,1767.513897686420906235147721,1,058ae53784ce9ba8803f,R05,2019-09-16,2019
0.2,NQU9,full_overnight,POC_ATOMIC,14991,14991,7495.75,1892.484915409887510110708325,1,05904b96ffaaac5ae39b,R03,2019-08-07,2019
0.2,NQM9,full_overnight,POC_ATOMIC,10165,10165,7624.125,3358.381907097890070026292937,1,05f6f8eeda23110c88d4,R03,2019-05-08,2019
0.1,NQH9,opening_hour_rth,POC_ATOMIC,27748,27748,6937.125,1377.993433535541853372724317,1,062b060c3f69e5a91737,R05,2019-02-11,2019
0.05,NQH9,opening_hour_rth,POC_ATOMIC,26207,26207,6551.875,969.4746354935678001738634544,1,0633f8fbe556118e5f15,R05,2019-01-10,2019
0.1,NQZ9,opening_hour_rth,POC_ATOMIC,33201,33201,8300.375,1793.724694229918688123022488,1,0646af964f2a8be773e7,R05,2019-11-15,2019
0.1,NQH9,full_overnight,POC_ATOMIC,27493,27493,6873.375,1307.536712062447356565003624,1,0662bc9c9e90dc0fbc5a,R03,2019-02-08,2019
0.2,NQU9,prior_rth,POC_ATOMIC,15429,15429,7714.75,7088.462141393178544881331259,1,067041948b9e1abf44c8,R01,2019-08-30,2019
0.2,NQU9,prior_rth,POC_ATOMIC,15429,15429,7714.75,7088.462141393178544881331259,1,067041948b9e1abf44c8,R02,2019-08-30,2019
0.1,NQZ9,full_overnight,POC_ATOMIC,33172,33172,8293.125,1531.975394437004344125087159,1,06988566e83b69384aa8,R03,2019-12-05,2019
0.1,NQZ9,full_overnight,POC_ATOMIC,31597,31597,7899.375,834.4639919240872053939204574,1,0700656d6b25e755c073,R03,2019-09-19,2019
0.1,NQH9,full_overnight,POC_ATOMIC,26712,26712,6678.125,970.6005501034912799618681972,1,071e85393faf32e31f3d,R03,2019-01-23,2019
0.05,NQH9,full_overnight,POC_ATOMIC,27813,27813,6953.375,1163.192099464003488771290629,1,07230e42dace37167022,R03,2019-02-07,2019
0.1,NQU9,prior_rth,POC_ATOMIC,15231,15231,7615.75,5670.677218614718614718614719,1,07353da5bfa847aa5e31,R01,2019-08-19,2019
0.1,NQU9,prior_rth,POC_ATOMIC,15231,15231,7615.75,5670.677218614718614718614719,1,07353da5bfa847aa5e31,R02,2019-08-19,2019
0.2,NQZ9,midnight,POC_ATOMIC,31323,31323,7830.875,905.4890412727369249108379543,1,0764b5bcc218fc32db45,R04,2019-09-26,2019
0.2,NQU9,opening_hour_rth,POC_ATOMIC,9995,9995,7496.625,4942.227858923356298507732079,1,07668f7f0d3bc59c4938,R05,2019-08-05,2019
0.2,NQZ9,opening_hour_rth,POC_ATOMIC,15791,15791,7895.75,1787.327922077922077922077922,1,07684ad2ed1b6ad543ea,R05,2019-10-15,2019
0.05,NQU9,midnight,POC_ATOMIC,31479,31479,7869.875,1298.61518033050540790478871,1,076b15efbb838ee82fe1,R04,2019-08-01,2019
0.2,NQM9,full_overnight,POC_ATOMIC,29661,29661,7415.375,855.266024906466082936671172,1,078372cbd7cb8c6f890b,R03,2019-05-22,2019
0.1,NQU9,midnight,POC_ATOMIC,30752,30752,7688.125,762.0751178343737327403389109,1,078a81d34df66617d350,R04,2019-06-27,2019
0.05,NQH9,midnight,POC_ATOMIC,26180,26180,6545.125,613.459369783982787078762311,1,079254cfeee26b708eca,R04,2019-01-08,2019
0.1,NQH9,prior_rth,POC_ATOMIC,27548,27548,6887.125,3399.777102360381812463166359,1,07c007da4aec0d18d608,R01,2019-02-08,2019
0.1,NQH9,prior_rth,POC_ATOMIC,27548,27548,6887.125,3399.777102360381812463166359,1,07c007da4aec0d18d608,R02,2019-02-08,2019
0.05,NQH9,midnight,POC_ATOMIC,25702,25702,6425.625,996.0818243452453978769768243,1,07c96ffa331e94f35288,R04,2019-01-07,2019
0.05,NQH9,opening_hour_rth,POC_ATOMIC,26306,26306,6576.625,989.4389203618995735132788557,1,07ceedc59a5b7345aa95,R05,2019-01-08,2019
0.05,NQH9,full_overnight,POC_ATOMIC,26945,26945,6736.375,939.8256036786394046094366712,1,07da0723d643382408b7,R03,2019-01-25,2019
0.05,NQZ9,midnight,POC_ATOMIC,30835,30835,7708.875,1168.687218538629828952409598,1,081ab55b817680ba6c38,R04,2019-09-25,2019
0.05,NQM9,prior_rth,POC_ATOMIC,29388,29388,7347.125,2541.029836267218129631404954,1,0822807a469ab6288aed,R01,2019-03-29,2019
0.05,NQM9,prior_rth,POC_ATOMIC,29388,29388,7347.125,2541.029836267218129631404954,1,0822807a469ab6288aed,R02,2019-03-29,2019
0.1,NQU9,prior_rth,POC_ATOMIC,15181,15181,7590.75,4762.573545898545898545898546,1,082ff18297fa2dba054e,R01,2019-08-29,2019
0.1,NQU9,prior_rth,POC_ATOMIC,15181,15181,7590.75,4762.573545898545898545898546,1,082ff18297fa2dba054e,R02,2019-08-29,2019
0.05,NQU9,opening_hour_rth,POC_ATOMIC,31799,31799,7949.875,1027.417722043641402822293751,1,083eb82236507989083c,R05,2019-07-19,2019
0.1,NQM9,prior_rth,POC_ATOMIC,30572,30572,7643.125,5362.759619459712002449921416,1,084ad169501128272003,R01,2019-04-15,2019
0.1,NQM9,prior_rth,POC_ATOMIC,30572,30572,7643.125,5362.759619459712002449921416,1,084ad169501128272003,R02,2019-04-15,2019
0.1,NQH9,prior_rth,POC_ATOMIC,28494,28494,7123.625,4349.145721341577350954066771,1,085211a2d63fb28808ad,R01,2019-03-07,2019
0.1,NQH9,prior_rth,POC_ATOMIC,28494,28494,7123.625,4349.145721341577350954066771,1,085211a2d63fb28808ad,R02,2019-03-07,2019
0.2,NQU9,opening_hour_rth,POC_ATOMIC,15659,15659,7829.75,1722.452564102564102564102564,1,08a63337693bf2ebbbef,R05,2019-09-05,2019
0.1,NQZ9,opening_hour_rth,POC_ATOMIC,11350,11350,8512.875,1558.819050969670164716604345,1,08ab6cf5660cd82f53ec,R05,2019-12-13,2019
0.05,NQM9,midnight,POC_ATOMIC,30699,30699,7674.875,723.6061612364243943191311612,1,08b1e2d4522627a87409,R04,2019-04-22,2019
0.1,NQU9,opening_hour_rth,POC_ATOMIC,15334,15334,7667.25,1909.50729116525587076558484,1,08d08ca6f64c567b3e9d,R05,2019-08-23,2019
0.2,NQZ9,full_overnight,POC_ATOMIC,15279,15279,7639.75,1849.383827283827283827283827,1,08dc037d54e36661a0f8,R03,2019-10-04,2019
0.1,NQU9,full_overnight,POC_ATOMIC,30714,30714,7678.625,1306.220077994426621196827425,1,08ec3c2b283ea40e2a97,R03,2019-08-09,2019
0.2,NQM9,midnight,POC_ATOMIC,30581,30581,7645.375,1177.303652066887361005008064,1,08f0fb5fbd9f44d63ea3,R04,2019-04-11,2019
0.05,NQZ9,opening_hour_rth,POC_ATOMIC,32329,32329,8082.375,1076.117356843923340087022951,1,08fc0a255bef21ef6773,R05,2019-10-29,2019
0.2,NQZ9,midnight,POC_ATOMIC,30558,30558,7639.625,975.5847892382217325009087023,1,09066f1393416a514a81,R04,2019-10-04,2019
0.1,NQM9,full_overnight,POC_ATOMIC,30102,30102,7525.625,677.7501918383497330865751918,1,0908bc9d51557b7e5beb,R03,2019-05-16,2019
0.1,NQM9,prior_rth,POC_ATOMIC,30596,30596,7649.125,2855.358316683316683316683317,1,090b2dc2ef509d8b26c4,R01,2019-04-16,2019
0.1,NQM9,prior_rth,POC_ATOMIC,30596,30596,7649.125,2855.358316683316683316683317,1,090b2dc2ef509d8b26c4,R02,2019-04-16,2019
0.2,NQH9,midnight,POC_ATOMIC,26955,26955,6738.875,773.7392207792207792207792208,1,092e9a18c3bd0dc0b3ca,R04,2019-01-25,2019
0.05,NQZ9,full_overnight,POC_ATOMIC,31508,31508,7877.125,1512.639980647767533013434653,1,09488104ce501c9b23a9,R03,2019-09-24,2019
0.05,NQU9,opening_hour_rth,POC_ATOMIC,30510,30510,7627.625,1578.100918195742654821420234,1,095dd4dc84a29664f7ca,R05,2019-08-27,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,33573,33573,8393.375,3224.087802325231167735911569,1,097139e698ef4292cd3e,R01,2019-11-27,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,33573,33573,8393.375,3224.087802325231167735911569,1,097139e698ef4292cd3e,R02,2019-11-27,2019
0.2,NQZ9,opening_hour_rth,POC_ATOMIC,15369,15369,7684.75,2097.633541671177120093528762,1,0978f286bb16c5be3715,R05,2019-10-09,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,33108,33108,8277.125,3693.668488198248260167764812,1,097e617200cc07f921e2,R01,2019-11-14,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,33108,33108,8277.125,3693.668488198248260167764812,1,097e617200cc07f921e2,R02,2019-11-14,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,30255,30255,7563.875,2783.01452160050669741529136,1,099cccebbddbef51152d,R01,2019-10-03,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,30255,30255,7563.875,2783.01452160050669741529136,1,099cccebbddbef51152d,R02,2019-10-03,2019
0.2,NQU9,prior_rth,POC_ATOMIC,15550,15550,7775.25,5851.760287767787767787767788,1,09b55eb97da68b9d6857,R01,2019-09-11,2019
0.2,NQU9,prior_rth,POC_ATOMIC,15550,15550,7775.25,5851.760287767787767787767788,1,09b55eb97da68b9d6857,R02,2019-09-11,2019
0.1,NQM9,prior_rth,POC_ATOMIC,29586,29586,7396.625,2972.570101430752503050954559,1,09bd4f0b2ab0ed6b2d34,R01,2019-03-25,2019
0.1,NQM9,prior_rth,POC_ATOMIC,29586,29586,7396.625,2972.570101430752503050954559,1,09bd4f0b2ab0ed6b2d34,R02,2019-03-25,2019
0.05,NQM9,midnight,POC_ATOMIC,29393,29393,7348.375,1025.214285714285714285714286,1,09d0847a9ab25c469fa0,R04,2019-03-18,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,32267,32267,8066.875,2352.514131470570484992928107,1,09d3320deb2ecf905b4b,R01,2019-10-30,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,32267,32267,8066.875,2352.514131470570484992928107,1,09d3320deb2ecf905b4b,R02,2019-10-30,2019
0.2,NQZ9,midnight,POC_ATOMIC,31197,31197,7799.375,875.2207319641143170554935261,1,09f6c8e967a160f53ff9,R04,2019-10-01,2019
0.05,NQU9,midnight,POC_ATOMIC,30802,30802,7700.625,900.3937728937728937728937729,1,0a04443fb8f6d415bb04,R04,2019-06-28,2019
0.1,NQH9,prior_rth,POC_ATOMIC,26404,26404,6601.125,3596.382507537194911000268383,1,0a2fca64484d739709f2,R01,2019-01-14,2019
0.1,NQH9,prior_rth,POC_ATOMIC,26404,26404,6601.125,3596.382507537194911000268383,1,0a2fca64484d739709f2,R02,2019-01-14,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,16641,16641,8320.75,3697.212265512265512265512266,1,0a410a86fec0a6e453fb,R01,2019-11-19,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,16641,16641,8320.75,3697.212265512265512265512266,1,0a410a86fec0a6e453fb,R02,2019-11-19,2019
0.05,NQZ9,prior_rth,POC_ATOMIC,33538,33538,8384.625,2371.673419717537364596188126,1,0a45459c2deb6a72eb37,R01,2019-12-12,2019
0.05,NQZ9,prior_rth,POC_ATOMIC,33538,33538,8384.625,2371.673419717537364596188126,1,0a45459c2deb6a72eb37,R02,2019-12-12,2019
0.1,NQU9,midnight,POC_ATOMIC,31742,31742,7935.625,1000.487225261015761789915632,1,0a582a1c932f6a9a0673,R04,2019-09-12,2019
0.2,NQU9,midnight,POC_ATOMIC,15540,15540,7770.25,1559.015934065934065934065934,1,0a62afc55b4e17424852,R04,2019-07-09,2019
0.1,NQU9,prior_rth,POC_ATOMIC,14993,14993,7496.75,4910.778484161807519478529175,1,0a9cc7290767f07e2082,R01,2019-08-06,2019
0.1,NQU9,prior_rth,POC_ATOMIC,14993,14993,7496.75,4910.778484161807519478529175,1,0a9cc7290767f07e2082,R02,2019-08-06,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,31761,31761,7940.375,2021.851019156282314177051019,1,0aaae07d62d68736ed32,R01,2019-10-22,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,31761,31761,7940.375,2021.851019156282314177051019,1,0aaae07d62d68736ed32,R02,2019-10-22,2019
0.1,NQZ9,midnight,POC_ATOMIC,30778,30778,7694.625,1271.158095573006233001312861,1,0aacc0dc0267ac53b5ff,R04,2019-10-10,2019
0.05,NQM9,prior_rth,POC_ATOMIC,30714,30714,7678.625,5984.935086390217969165337586,1,0acf041fdfc7628f9a32,R01,2019-04-17,2019
0.05,NQM9,prior_rth,POC_ATOMIC,30714,30714,7678.625,5984.935086390217969165337586,1,0acf041fdfc7628f9a32,R02,2019-04-17,2019
0.05,NQM9,prior_rth,POC_ATOMIC,31424,31424,7856.125,2896.238689691950561515778907,1,0ad57fe7f98cf937d8c0,R01,2019-05-06,2019
0.05,NQM9,prior_rth,POC_ATOMIC,31424,31424,7856.125,2896.238689691950561515778907,1,0ad57fe7f98cf937d8c0,R02,2019-05-06,2019
0.05,NQM9,midnight,POC_ATOMIC,30274,30274,7568.625,1878.438922188922188922188922,1,0ae69ad8bbe2d6c0aa7c,R04,2019-04-04,2019
0.2,NQM9,prior_rth,POC_ATOMIC,14654,14654,7327.25,4327.765097565832859950507009,1,0afb7d534b438ac2c520,R01,2019-05-29,2019
0.2,NQM9,prior_rth,POC_ATOMIC,14654,14654,7327.25,4327.765097565832859950507009,1,0afb7d534b438ac2c520,R02,2019-05-29,2019
0.05,NQZ9,opening_hour_rth,POC_ATOMIC,32209,32209,8052.375,1679.451562750115381694329063,1,0b02418abb8ec6f1b171,R05,2019-10-30,2019
0.05,NQM9,opening_hour_rth,POC_ATOMIC,29500,29500,7375.125,1985.047135505195530196396108,1,0b1b28dd302f157cdc60,R05,2019-03-20,2019
0.2,NQU9,midnight,POC_ATOMIC,31923,31923,7980.875,733.4761967607555842849960497,1,0b2a7739e0888666cc70,R04,2019-07-15,2019
0.05,NQU9,prior_rth,POC_ATOMIC,30706,30706,7676.625,4029.42474656985526550743942,1,0b5025b1c2a3c7c6f45d,R01,2019-07-01,2019
0.05,NQU9,prior_rth,POC_ATOMIC,30706,30706,7676.625,4029.42474656985526550743942,1,0b5025b1c2a3c7c6f45d,R02,2019-07-01,2019
0.05,NQU9,opening_hour_rth,POC_ATOMIC,31072,31072,7768.125,1513.740792658725961811261267,1,0b5a1d0f834fa9cf52da,R05,2019-06-24,2019
0.05,NQM9,prior_rth,POC_ATOMIC,30898,30898,7724.625,2310.237950937950937950937951,1,0b8a860e7fe5e4adf6d5,R01,2019-04-23,2019
0.05,NQM9,prior_rth,POC_ATOMIC,30898,30898,7724.625,2310.237950937950937950937951,1,0b8a860e7fe5e4adf6d5,R02,2019-04-23,2019
0.1,NQM9,midnight,POC_ATOMIC,30699,30699,7674.875,723.6061612364243943191311612,1,0b8d558af57fa9de1272,R04,2019-04-22,2019
0.1,NQH0,midnight,POC_ATOMIC,34206,34206,8551.625,1085.339490377776381833176965,1,0b9bfa8ccccc172dc06b,R04,2019-12-16,2019
0.05,NQM9,opening_hour_rth,POC_ATOMIC,30585,30585,7646.375,1592.868060868763301291725323,1,0bae6ac431a949a1da04,R05,2019-05-08,2019
0.05,NQM9,opening_hour_rth,POC_ATOMIC,31331,31331,7832.875,2099.212981964715710845741805,1,0bb0b5de6b994d35dbde,R05,2019-04-24,2019
0.2,NQH9,full_overnight,POC_ATOMIC,27813,27813,6953.375,1163.192099464003488771290629,1,0bcb36046200a446ff41,R03,2019-02-07,2019
0.05,NQZ9,midnight,POC_ATOMIC,31352,31352,7838.125,864.9523109330203383795782643,1,0be2945538f7e7b4b9e2,R04,2019-09-23,2019
0.05,NQM9,midnight,POC_ATOMIC,15093,15093,7546.75,1607.960598761403714964086481,1,0bf3b03454f7ca99f1ba,R04,2019-05-10,2019
0.1,NQM9,prior_rth,POC_ATOMIC,30507,30507,7626.875,3309.247625546967652230810126,1,0c2d2e419d84deb31ff9,R01,2019-04-12,2019
0.1,NQM9,prior_rth,POC_ATOMIC,30507,30507,7626.875,3309.247625546967652230810126,1,0c2d2e419d84deb31ff9,R02,2019-04-12,2019
0.2,NQU9,opening_hour_rth,POC_ATOMIC,15574,15574,7787.25,3324.547785547785547785547786,1,0c3dd91eb1cebb5a357c,R05,2019-06-20,2019
