bin_ratio,contract,family,poc_class,poc_high_bin_index,poc_low_bin_index,poc_price,poc_volume,poc_width_bins,profile_id,relationship_id,session_date,year
0.1,NQH9,full_overnight,POC_ATOMIC,28398,28398,7099.625,1076.462342129834389896309401,1,389f6bf2665af07c9813,R03,2019-03-07,2019
0.2,NQM9,prior_rth,POC_ATOMIC,7365,7365,7365.5,11200.67911163999399293516941,1,38a93ce1041211328f24,R01,2019-05-14,2019
0.2,NQM9,prior_rth,POC_ATOMIC,7365,7365,7365.5,11200.67911163999399293516941,1,38a93ce1041211328f24,R02,2019-05-14,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,33455,33455,8363.875,5148.14416000666000666000666,1,38dfba7a4a7d4991dcbc,R01,2019-11-26,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,33455,33455,8363.875,5148.14416000666000666000666,1,38dfba7a4a7d4991dcbc,R02,2019-11-26,2019
0.1,NQU9,opening_hour_rth,POC_ATOMIC,15385,15385,7692.75,1920.261044599126831355369039,1,38eeeacb6ce39103413b,R05,2019-08-20,2019
0.05,NQZ9,opening_hour_rth,POC_ATOMIC,33444,33444,8361.125,1303.906799610353794262538981,1,38fd5b384d15ed070e1f,R05,2019-12-10,2019
0.2,NQZ9,opening_hour_rth,POC_ATOMIC,16656,16656,8328.25,3216.89792135968606556841851,1,391fea26ab1c0ec01e6b,R05,2019-11-20,2019
0.05,NQU9,midnight,POC_ATOMIC,30724,30724,7681.125,668.9737385163855752091046209,1,3942ffa41af0373b8ef2,R04,2019-06-26,2019
0.2,NQU9,midnight,POC_ATOMIC,31505,31505,7876.375,1385.54155491783412814839084,1,3989421df57070a21819,R04,2019-09-06,2019
0.1,NQZ9,midnight,POC_ATOMIC,33517,33517,8379.375,1049.288416976574871311713417,1,3990dcab23c522b64fbd,R04,2019-12-11,2019
0.1,NQH0,full_overnight,POC_ATOMIC,34478,34478,8619.625,1599.685106560106560106560107,1,39bda778a0467c148341,R03,2019-12-19,2019
0.05,NQZ9,opening_hour_rth,POC_ATOMIC,30859,30859,7714.875,991.4242234679531491651747313,1,39d3fb6b2b6abbcbf10f,R05,2019-10-04,2019
0.1,NQU9,full_overnight,POC_ATOMIC,15740,15740,7870.25,2935.827380952380952380952381,1,39ffd5bd4a83a9ab73e5,R03,2019-08-01,2019
0.05,NQZ9,prior_rth,POC_ATOMIC,31086,31086,7771.625,1843.709647297147297147297147,1,3a0918137c3feac31097,R01,2019-10-01,2019
0.05,NQZ9,prior_rth,POC_ATOMIC,31086,31086,7771.625,1843.709647297147297147297147,1,3a0918137c3feac31097,R02,2019-10-01,2019
0.05,NQZ9,midnight,POC_ATOMIC,33314,33314,8328.625,1581.978586609468962410138881,1,3a382ab85d2203b822a8,R04,2019-12-03,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,33573,33573,8393.375,3224.087802325231167735911569,1,3a4a50c6821c92bc4403,R01,2019-11-27,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,33573,33573,8393.375,3224.087802325231167735911569,1,3a4a50c6821c92bc4403,R02,2019-11-27,2019
0.05,NQZ9,midnight,POC_ATOMIC,32870,32870,8217.625,1406.568217893217893217893218,1,3a5c86f3fd6fce38daf0,R04,2019-11-06,2019
0.2,NQM9,opening_hour_rth,POC_ATOMIC,14306,14306,7153.25,2623.915742296918767507002801,1,3a7b0b4ea4223bc0f4c6,R05,2019-05-31,2019
0.2,NQU9,midnight,POC_ATOMIC,10073,10073,7555.125,2048.179362794068676421617598,1,3a857a06085bde3c0e1f,R04,2019-08-05,2019
0.1,NQU9,full_overnight,POC_ATOMIC,30945,30945,7736.375,1499.718937492078224343670568,1,3a9deac52486037f1d18,R03,2019-08-20,2019
0.2,NQU9,opening_hour_rth,POC_ATOMIC,7513,7513,7513.5,5659.450983575248281130634072,1,3ab3b4b43fcfd81e8c74,R05,2019-08-06,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,31778,31778,7944.625,2646.918982406482406482406482,1,3ab4b6d7707a47f43df0,R01,2019-10-16,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,31778,31778,7944.625,2646.918982406482406482406482,1,3ab4b6d7707a47f43df0,R02,2019-10-16,2019
0.05,NQH9,prior_rth,POC_ATOMIC,26763,26763,6690.875,3669.227754723162728470114582,1,3aded5ea06665b89e1dc,R01,2019-01-18,2019
0.05,NQH9,prior_rth,POC_ATOMIC,26763,26763,6690.875,3669.227754723162728470114582,1,3aded5ea06665b89e1dc,R02,2019-01-18,2019
0.05,NQU9,midnight,POC_ATOMIC,32102,32102,8025.625,969.6214285714285714285714286,1,3ae656cac7c26b61b362,R04,2019-07-29,2019
0.2,NQH9,full_overnight,POC_ATOMIC,13089,13089,6544.75,1184.334253294598122184329081,1,3b01d3cc90de35ace011,R03,2019-01-08,2019
0.2,NQU9,prior_rth,POC_ATOMIC,10318,10318,7738.875,11933.58975775610176205857516,1,3b1d3f5d2f57b1bc2f50,R01,2019-08-14,2019
0.2,NQU9,prior_rth,POC_ATOMIC,10318,10318,7738.875,11933.58975775610176205857516,1,3b1d3f5d2f57b1bc2f50,R02,2019-08-14,2019
0.05,NQZ9,full_overnight,POC_ATOMIC,33314,33314,8328.625,1626.978586609468962410138881,1,3b2bdc82ea007c025c16,R03,2019-12-03,2019
0.1,NQM9,midnight,POC_ATOMIC,29562,29562,7390.625,847.1388444888444888444888445,1,3b4cdfb0989e172d9c17,R04,2019-03-19,2019
0.05,NQH9,prior_rth,POC_ATOMIC,28649,28649,7162.375,3067.389863177591630602716191,1,3bafcf86b80a7b5f282d,R01,2019-03-06,2019
0.05,NQH9,prior_rth,POC_ATOMIC,28649,28649,7162.375,3067.389863177591630602716191,1,3bafcf86b80a7b5f282d,R02,2019-03-06,2019
0.2,NQM9,prior_rth,POC_ATOMIC,14662,14662,7331.25,4338.561284548784548784548785,1,3bb53e33a71cf4de6eca,R01,2019-03-28,2019
0.2,NQM9,prior_rth,POC_ATOMIC,14662,14662,7331.25,4338.561284548784548784548785,1,3bb53e33a71cf4de6eca,R02,2019-03-28,2019
0.05,NQH9,full_overnight,POC_ATOMIC,27493,27493,6873.375,1307.536712062447356565003624,1,3bcb3e64fa4a53c882b6,R03,2019-02-08,2019
0.1,NQH9,opening_hour_rth,POC_ATOMIC,28229,28229,7057.375,1421.947186099004659538634037,1,3bcb8b6ab32943def87d,R05,2019-02-13,2019
0.05,NQU9,prior_rth,POC_ATOMIC,30664,30664,7666.125,2133.350079105157327212448717,1,3bd1c1641091dca2051a,R01,2019-08-12,2019
0.05,NQU9,prior_rth,POC_ATOMIC,30664,30664,7666.125,2133.350079105157327212448717,1,3bd1c1641091dca2051a,R02,2019-08-12,2019
0.2,NQH0,midnight,POC_ATOMIC,35156,35156,8789.125,1097.365692640692640692640693,1,3be94d2d5ac9b06ca988,R04,2019-12-30,2019
0.05,NQM9,prior_rth,POC_ATOMIC,29647,29647,7411.875,2294.830034583260483855078199,1,3c0d10b8042054c0fd9f,R01,2019-03-27,2019
0.05,NQM9,prior_rth,POC_ATOMIC,29647,29647,7411.875,2294.830034583260483855078199,1,3c0d10b8042054c0fd9f,R02,2019-03-27,2019
0.05,NQZ9,prior_rth,POC_ATOMIC,31011,31011,7752.875,2890.758558933361534803710215,1,3c0e412318d776a74813,R01,2019-10-11,2019
0.05,NQZ9,prior_rth,POC_ATOMIC,31011,31011,7752.875,2890.758558933361534803710215,1,3c0e412318d776a74813,R02,2019-10-11,2019
0.05,NQM9,prior_rth,POC_ATOMIC,31416,31416,7854.125,3843.588679998162756783446439,1,3c88b4064cb9db64e1c6,R01,2019-04-30,2019
0.05,NQM9,prior_rth,POC_ATOMIC,31416,31416,7854.125,3843.588679998162756783446439,1,3c88b4064cb9db64e1c6,R02,2019-04-30,2019
0.05,NQM9,midnight,POC_ATOMIC,28937,28937,7234.375,2046.108839479171959990374313,1,3c96472ac1867960ac10,R04,2019-05-29,2019
0.1,NQZ9,full_overnight,POC_ATOMIC,33338,33338,8334.625,1419.796542428160075218898748,1,3c9b2ffe0a1f7f72c404,R03,2019-12-06,2019
0.2,NQZ9,opening_hour_rth,POC_ATOMIC,6810,6810,8513.125,2504.081142167011732229123533,1,3c9eb8302bf021b948f5,R05,2019-12-13,2019
0.05,NQZ9,full_overnight,POC_ATOMIC,33547,33547,8386.875,1874.373841947526158052473842,1,3cb837bde2454bb25fab,R03,2019-12-09,2019
0.1,NQZ9,opening_hour_rth,POC_ATOMIC,31791,31791,7947.875,1299.920821504360903142487083,1,3cea1a644e86a427b430,R05,2019-10-18,2019
0.2,NQH9,prior_rth,POC_ATOMIC,13857,13857,6928.75,6153.974372555835404132617755,1,3d053ec90d21b4288ee6,R01,2019-02-12,2019
0.2,NQH9,prior_rth,POC_ATOMIC,13857,13857,6928.75,6153.974372555835404132617755,1,3d053ec90d21b4288ee6,R02,2019-02-12,2019
0.1,NQH9,full_overnight,POC_ATOMIC,13773,13773,6886.75,3366.308795093795093795093795,1,3d0a5747a28dc3c4d2a9,R03,2019-02-01,2019
0.1,NQZ9,full_overnight,POC_ATOMIC,33786,33786,8446.625,1692.408044733044733044733045,1,3d2135e943b37a9567e4,R03,2019-12-02,2019
0.2,NQZ9,full_overnight,POC_ATOMIC,10462,10462,7846.875,3085.942857142857142857142857,1,3d322ed7010eff1ba67f,R03,2019-10-11,2019
0.05,NQH9,opening_hour_rth,POC_ATOMIC,26713,26711,6677.875,4938.051146035447818504657207,3,3d3e9bf0ea4f5a363b02,R05,2019-01-28,2019
0.1,NQU9,prior_rth,POC_ATOMIC,15400,15400,7700.25,3895.53928016428016428016428,1,3d86a3cd6dfec296f868,R01,2019-08-09,2019
0.1,NQU9,prior_rth,POC_ATOMIC,15400,15400,7700.25,3895.53928016428016428016428,1,3d86a3cd6dfec296f868,R02,2019-08-09,2019
0.2,NQU9,full_overnight,POC_ATOMIC,15871,15871,7935.75,2566.655233557292380821792586,1,3db198620601136f7dde,R03,2019-09-12,2019
0.1,NQU9,full_overnight,POC_ATOMIC,31021,31021,7755.375,1240.71331030081030081030081,1,3db53b75bccbaa84e98f,R03,2019-08-30,2019
0.1,NQH9,prior_rth,POC_ATOMIC,28469,28469,7117.375,3104.678965015033126488234847,1,3dc3dc3dea99c377030f,R01,2019-03-01,2019
0.1,NQH9,prior_rth,POC_ATOMIC,28469,28469,7117.375,3104.678965015033126488234847,1,3dc3dc3dea99c377030f,R02,2019-03-01,2019
0.05,NQH0,midnight,POC_ATOMIC,34432,34432,8608.125,872.0804834054834054834054834,1,3dd8ff8276c7b217bceb,R04,2019-12-17,2019
0.1,NQZ9,midnight,POC_ATOMIC,31748,31748,7937.125,1808.86981573122439995505011,1,3df2cf16452275a7b4fd,R04,2019-10-16,2019
0.05,NQM9,prior_rth,POC_ATOMIC,29367,29367,7341.875,2236.260806991108848693988013,1,3e012cd8aa09a0cbb352,R01,2019-05-29,2019
0.05,NQM9,prior_rth,POC_ATOMIC,29367,29367,7341.875,2236.260806991108848693988013,1,3e012cd8aa09a0cbb352,R02,2019-05-29,2019
0.05,NQU9,full_overnight,POC_ATOMIC,30550,30550,7637.625,1179.987308045747943446153165,1,3e0b6158bce1041aa04d,R03,2019-06-26,2019
0.1,NQH9,full_overnight,POC_ATOMIC,28262,28262,7065.625,1078.816638770586139007191639,1,3e1f5d70dc374c79e948,R03,2019-02-21,2019
0.1,NQZ9,midnight,POC_ATOMIC,31423,31423,7855.875,949.5901265401265401265401265,1,3e4ac0f0d4e8842c39ea,R04,2019-10-23,2019
0.1,NQU9,full_overnight,POC_ATOMIC,30493,30493,7623.375,828.102460320263423605390892,1,3e4c28ec586877388458,R03,2019-08-14,2019
0.05,NQU9,opening_hour_rth,POC_ATOMIC,30878,30877,7719.375,2139.485307343080933066126228,2,3e544d1390607d1589f2,R05,2019-08-19,2019
0.05,NQZ9,midnight,POC_ATOMIC,33547,33547,8386.875,1244.100793650793650793650794,1,3e6427c989d2760e6bd5,R04,2019-12-09,2019
0.1,NQH9,opening_hour_rth,POC_ATOMIC,28254,28254,7063.625,1129.409717412752814556556648,1,3e98df4272368ef30b7f,R05,2019-02-19,2019
0.05,NQM9,midnight,POC_ATOMIC,30515,30515,7628.875,1190.5644976776952073007199,1,3ef2e98f0875e3d7ff14,R04,2019-05-08,2019
0.1,NQH0,midnight,POC_ATOMIC,34448,34448,8612.125,1125.330158730158730158730159,1,3f05ac20d1a699ec352d,R04,2019-12-18,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,31812,31812,7953.125,2897.789727739326760599106549,1,3f132ce3d78369e56f61,R01,2019-10-25,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,31812,31812,7953.125,2897.789727739326760599106549,1,3f132ce3d78369e56f61,R02,2019-10-25,2019
0.1,NQU9,prior_rth,POC_ATOMIC,31587,31587,7896.875,1819.318299060054360365341137,1,3f6a488b8d10cf96ae8d,R01,2019-09-16,2019
0.1,NQU9,prior_rth,POC_ATOMIC,31587,31587,7896.875,1819.318299060054360365341137,1,3f6a488b8d10cf96ae8d,R02,2019-09-16,2019
0.05,NQZ9,prior_rth,POC_ATOMIC,33985,33985,8496.375,1704.939990031884998451240021,1,3f868801233b816318b5,R01,2019-12-16,2019
0.05,NQZ9,prior_rth,POC_ATOMIC,33985,33985,8496.375,1704.939990031884998451240021,1,3f868801233b816318b5,R02,2019-12-16,2019
0.2,NQU9,prior_rth,POC_ATOMIC,15927,15927,7963.75,8838.189910008292361233537704,1,3f872b5d0f2105a816eb,R01,2019-07-31,2019
0.2,NQU9,prior_rth,POC_ATOMIC,15927,15927,7963.75,8838.189910008292361233537704,1,3f872b5d0f2105a816eb,R02,2019-07-31,2019
0.05,NQU9,midnight,POC_ATOMIC,31230,31230,7807.625,883.4646914517657551713279267,1,3fa2993966d4ac30bc21,R04,2019-09-10,2019
0.05,NQH9,prior_rth,POC_ATOMIC,27450,27450,6862.625,2953.373911877832316975716271,1,3fa5758b54b3e0016cf5,R01,2019-02-11,2019
0.05,NQH9,prior_rth,POC_ATOMIC,27450,27450,6862.625,2953.373911877832316975716271,1,3fa5758b54b3e0016cf5,R02,2019-02-11,2019
0.05,NQM9,midnight,POC_ATOMIC,29651,29651,7412.875,1045.817520027238014918498057,1,3fa618e906fa1a6bcc07,R04,2019-05-13,2019
0.2,NQZ9,midnight,POC_ATOMIC,30835,30835,7708.875,1168.687218538629828952409598,1,3fb0264b6207856c8e44,R04,2019-09-25,2019
0.2,NQU9,opening_hour_rth,POC_ATOMIC,31910,31910,7977.625,1272.013916152758863756306212,1,3fbe09500baa38988bc5,R05,2019-07-16,2019
0.2,NQM9,opening_hour_rth,POC_ATOMIC,10008,10008,7506.375,3927.543476158344579397210976,1,3fe1c5f4567725933149,R05,2019-05-09,2019
0.2,NQZ9,full_overnight,POC_ATOMIC,33182,33182,8295.625,2217.776012453081322062285108,1,401a930797962966f682,R03,2019-11-22,2019
0.2,NQM9,opening_hour_rth,POC_ATOMIC,14735,14735,7367.75,2941.223706702654071075123707,1,401f9728d1778693197c,R05,2019-05-24,2019
0.1,NQU9,prior_rth,POC_ATOMIC,32016,32016,8004.125,1993.765187590187590187590188,1,4024015c16494c5dd670,R01,2019-07-30,2019
0.1,NQU9,prior_rth,POC_ATOMIC,32016,32016,8004.125,1993.765187590187590187590188,1,4024015c16494c5dd670,R02,2019-07-30,2019
0.2,NQU9,midnight,POC_ATOMIC,31836,31836,7959.125,771.3808982683982683982683983,1,404428cf59202b905535,R04,2019-07-23,2019
0.2,NQH9,prior_rth,POC_ATOMIC,14038,14038,7019.25,6333.557297454007980323769797,1,408beffcbfea332346c7,R01,2019-02-22,2019
0.2,NQH9,prior_rth,POC_ATOMIC,14038,14038,7019.25,6333.557297454007980323769797,1,408beffcbfea332346c7,R02,2019-02-22,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,32106,32106,8026.625,2961.426947784184626289889448,1,40ab831641a80402dbbf,R01,2019-10-28,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,32106,32106,8026.625,2961.426947784184626289889448,1,40ab831641a80402dbbf,R02,2019-10-28,2019
0.1,NQH9,prior_rth,POC_ATOMIC,27517,27517,6879.375,2666.957427306243095716779927,1,40daba95f589b6b1688a,R01,2019-02-04,2019
0.1,NQH9,prior_rth,POC_ATOMIC,27517,27517,6879.375,2666.957427306243095716779927,1,40daba95f589b6b1688a,R02,2019-02-04,2019
0.05,NQU9,midnight,POC_ATOMIC,31081,31081,7770.375,802.3460013670539986329460014,1,40de8da391fffa14f12c,R04,2019-07-09,2019
0.05,NQH9,opening_hour_rth,POC_ATOMIC,27420,27420,6855.125,1613.216621734366883872988128,1,4103e71b9c5be01f224b,R05,2019-02-08,2019
0.05,NQH9,full_overnight,POC_ATOMIC,26180,26180,6545.125,613.459369783982787078762311,1,410891397338d966013d,R03,2019-01-08,2019
0.1,NQZ9,full_overnight,POC_ATOMIC,32876,32876,8219.125,753.9603535353535353535353535,1,4114c12bf1f6dc1a25b6,R03,2019-11-04,2019
0.1,NQU9,full_overnight,POC_ATOMIC,30933,30933,7733.375,1122.739479095622394940477835,1,41168f68918ac21d0ed0,R03,2019-08-21,2019
0.1,NQM9,midnight,POC_ATOMIC,29393,29393,7348.375,1025.214285714285714285714286,1,412eb2da1aee5fc0fdd7,R04,2019-03-18,2019
0.05,NQH0,opening_hour_rth,POC_ATOMIC,35042,35042,8760.625,758.1215728715728715728715729,1,41661c016b137f9527d9,R05,2019-12-26,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,33386,33386,8346.625,4063.510964709102084523957544,1,419627771bc6dd05558c,R01,2019-11-20,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,33386,33386,8346.625,4063.510964709102084523957544,1,419627771bc6dd05558c,R02,2019-11-20,2019
0.05,NQU9,midnight,POC_ATOMIC,30277,30277,7569.375,883.3662283496156468060834878,1,41b95044d441cab53d2b,R04,2019-08-28,2019
0.05,NQU9,prior_rth,POC_ATOMIC,31751,31751,7937.875,3403.252554557042386656991119,1,41e957ac2fbdc6f56192,R01,2019-07-18,2019
0.05,NQU9,prior_rth,POC_ATOMIC,31751,31751,7937.875,3403.252554557042386656991119,1,41e957ac2fbdc6f56192,R02,2019-07-18,2019
0.2,NQH9,prior_rth,POC_ATOMIC,6434,6434,6434.5,9230.174206349206349206349206,1,42233af127820540712b,R01,2019-01-07,2019
0.2,NQH9,prior_rth,POC_ATOMIC,6434,6434,6434.5,9230.174206349206349206349206,1,42233af127820540712b,R02,2019-01-07,2019
0.2,NQU9,prior_rth,POC_ATOMIC,7494,7494,7494.5,5103.532972582972582972582973,1,4233d4864d8de5e955eb,R01,2019-08-26,2019
0.2,NQU9,prior_rth,POC_ATOMIC,7494,7494,7494.5,5103.532972582972582972582973,1,4233d4864d8de5e955eb,R02,2019-08-26,2019
0.1,NQM9,prior_rth,POC_ATOMIC,29397,29397,7349.375,3291.280632787405233225666662,1,42395e9dfab638a50495,R01,2019-03-19,2019
0.1,NQM9,prior_rth,POC_ATOMIC,29397,29397,7349.375,3291.280632787405233225666662,1,42395e9dfab638a50495,R02,2019-03-19,2019
0.05,NQZ9,midnight,POC_ATOMIC,30569,30569,7642.375,1022.537307922644476503769767,1,42615e32f09dbb8bc112,R04,2019-10-02,2019
0.1,NQM9,midnight,POC_ATOMIC,30014,30014,7503.625,1150.514128324039819530464301,1,427777b49c240a495483,R04,2019-03-22,2019
0.1,NQM9,midnight,POC_ATOMIC,28647,28647,7161.875,1215.704388074945350487146153,1,42829c92936cbddc6859,R04,2019-05-31,2019
0.2,NQM9,opening_hour_rth,POC_ATOMIC,14616,14616,7308.25,2985.885856953703231802572225,1,4285a64acbfade4988b2,R05,2019-03-25,2019
0.1,NQZ9,midnight,POC_ATOMIC,30800,30800,7700.125,1042.053596902345782334202121,1,428cea2de20e7a4be43b,R04,2019-10-09,2019
0.2,NQU9,prior_rth,POC_ATOMIC,31895,31895,7973.875,3745.75691021430918031011869,1,4298d54e9b7126e52a0c,R01,2019-08-01,2019
0.2,NQU9,prior_rth,POC_ATOMIC,31895,31895,7973.875,3745.75691021430918031011869,1,4298d54e9b7126e52a0c,R02,2019-08-01,2019
0.05,NQH9,prior_rth,POC_ATOMIC,26889,26889,6722.375,2472.408125672116811222181138,1,42a1d6f38006b8dbb9cf,R01,2019-01-31,2019
0.05,NQH9,prior_rth,POC_ATOMIC,26889,26889,6722.375,2472.408125672116811222181138,1,42a1d6f38006b8dbb9cf,R02,2019-01-31,2019
0.05,NQH9,opening_hour_rth,POC_ATOMIC,24905,24905,6226.375,695.8405895078240038051049196,1,42ae4f2988eaec059b10,R05,2019-01-03,2019
0.1,NQU9,midnight,POC_ATOMIC,30933,30933,7733.375,1122.739479095622394940477835,1,42b7582e6b62bdbacd40,R04,2019-08-21,2019
0.05,NQZ9,prior_rth,POC_ATOMIC,30255,30255,7563.875,2783.01452160050669741529136,1,42bc84d7636a3bbe7729,R01,2019-10-03,2019
0.05,NQZ9,prior_rth,POC_ATOMIC,30255,30255,7563.875,2783.01452160050669741529136,1,42bc84d7636a3bbe7729,R02,2019-10-03,2019
0.05,NQZ9,prior_rth,POC_ATOMIC,33763,33763,8440.875,2497.96038961038961038961039,1,42d62a9abbdc1879a908,R01,2019-12-02,2019
0.05,NQZ9,prior_rth,POC_ATOMIC,33763,33763,8440.875,2497.96038961038961038961039,1,42d62a9abbdc1879a908,R02,2019-12-02,2019
0.2,NQZ9,opening_hour_rth,POC_ATOMIC,16600,16600,8300.25,3471.348412698412698412698413,1,42d6f66d5c5faf04ea3d,R05,2019-11-15,2019
0.1,NQH9,prior_rth,POC_ATOMIC,26547,26547,6636.875,3001.045779761081113887682739,1,42f4b12958d6e04c1afd,R01,2019-01-30,2019
0.1,NQH9,prior_rth,POC_ATOMIC,26547,26547,6636.875,3001.045779761081113887682739,1,42f4b12958d6e04c1afd,R02,2019-01-30,2019
0.05,NQM9,midnight,POC_ATOMIC,29543,29543,7385.875,699.5014069264069264069264069,1,430c5e24e07e1bf02c3f,R04,2019-03-29,2019
0.05,NQH9,midnight,POC_ATOMIC,26776,26776,6694.125,928.9033515580027207934184678,1,439e28682b82c3e57db5,R04,2019-01-24,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,32851,32851,8212.875,4009.888129944854604970367523,1,43a7d6a065894c60f43e,R01,2019-11-05,2019
0.1,NQZ9,prior_rth,POC_ATOMIC,32851,32851,8212.875,4009.888129944854604970367523,1,43a7d6a065894c60f43e,R02,2019-11-05,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,31544,31544,7886.125,2307.361404930638676768707728,1,43a7ed3b17fb9b737773,R01,2019-10-24,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,31544,31544,7886.125,2307.361404930638676768707728,1,43a7ed3b17fb9b737773,R02,2019-10-24,2019
0.2,NQU9,prior_rth,POC_ATOMIC,15151,15151,7575.75,4811.346821610659273871011655,1,43c1d53eb3c5ad390877,R01,2019-08-28,2019
0.2,NQU9,prior_rth,POC_ATOMIC,15151,15151,7575.75,4811.346821610659273871011655,1,43c1d53eb3c5ad390877,R02,2019-08-28,2019
0.1,NQM9,prior_rth,POC_ATOMIC,14947,14947,7473.75,3468.633267765973723838256044,1,43d86dd7f2fbb2de5105,R01,2019-05-13,2019
0.1,NQM9,prior_rth,POC_ATOMIC,14947,14947,7473.75,3468.633267765973723838256044,1,43d86dd7f2fbb2de5105,R02,2019-05-13,2019
0.05,NQU9,full_overnight,POC_ATOMIC,31188,31188,7797.125,694.8567432567432567432567433,1,43ef81bd2c4de8f4210b,R03,2019-06-20,2019
0.1,NQM9,midnight,POC_ATOMIC,30581,30581,7645.375,1177.303652066887361005008064,1,443c242695413e64ed42,R04,2019-04-11,2019
0.05,NQU9,opening_hour_rth,POC_ATOMIC,31896,31896,7974.125,1507.957541457205643763119045,1,444f1ec66d29193b7116,R05,2019-07-31,2019
0.1,NQM9,prior_rth,POC_ATOMIC,30457,30457,7614.375,2779.062465707504276929241866,1,44a0cec16a703b2b3c6e,R01,2019-05-17,2019
0.1,NQM9,prior_rth,POC_ATOMIC,30457,30457,7614.375,2779.062465707504276929241866,1,44a0cec16a703b2b3c6e,R02,2019-05-17,2019
0.1,NQM9,prior_rth,POC_ATOMIC,29581,29581,7395.375,4564.614080771884637728605788,1,44a29b7568b1791dca90,R01,2019-03-20,2019
0.1,NQM9,prior_rth,POC_ATOMIC,29581,29581,7395.375,4564.614080771884637728605788,1,44a29b7568b1791dca90,R02,2019-03-20,2019
0.05,NQU9,prior_rth,POC_ATOMIC,30980,30980,7745.125,2239.747019581650756775268823,1,44a53f9e899f51e62e2a,R01,2019-06-21,2019
0.05,NQU9,prior_rth,POC_ATOMIC,30980,30980,7745.125,2239.747019581650756775268823,1,44a53f9e899f51e62e2a,R02,2019-06-21,2019
0.1,NQZ9,full_overnight,POC_ATOMIC,30800,30800,7700.125,1042.053596902345782334202121,1,44ab6d79bca9dbcc9be8,R03,2019-10-09,2019
0.2,NQZ9,midnight,POC_ATOMIC,30800,30800,7700.125,1042.053596902345782334202121,1,44c83a4c6325fdcfc634,R04,2019-10-09,2019
0.2,NQH0,opening_hour_rth,POC_ATOMIC,34524,34524,8631.125,2167.695256344962227315168492,1,44d95e0c9a37d8fef337,R05,2019-12-19,2019
0.05,NQU9,full_overnight,POC_ATOMIC,31479,31479,7869.875,1550.666885488092918433475709,1,44e734a6e6e7530a333d,R03,2019-08-01,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,16617,16617,8308.75,7839.349016553621816779711517,1,451c3b2b14d41158d7a8,R01,2019-12-05,2019
0.2,NQZ9,prior_rth,POC_ATOMIC,16617,16617,8308.75,7839.349016553621816779711517,1,451c3b2b14d41158d7a8,R02,2019-12-05,2019
0.05,NQU9,prior_rth,POC_ATOMIC,31981,31981,7995.375,3225.553796662499045053897659,1,451da585684727f5c98b,R01,2019-08-02,2019
0.05,NQU9,prior_rth,POC_ATOMIC,31981,31981,7995.375,3225.553796662499045053897659,1,451da585684727f5c98b,R02,2019-08-02,2019
0.1,NQZ9,midnight,POC_ATOMIC,31508,31508,7877.125,1158.487193362193362193362193,1,453b12cf6ca4fe2402ef,R04,2019-09-24,2019
0.1,NQU9,prior_rth,POC_ATOMIC,31187,31187,7796.875,3172.327338518906548213646155,1,45508d972761efd77b3d,R01,2019-07-09,2019
0.1,NQU9,prior_rth,POC_ATOMIC,31187,31187,7796.875,3172.327338518906548213646155,1,45508d972761efd77b3d,R02,2019-07-09,2019
0.1,NQU9,prior_rth,POC_ATOMIC,30980,30980,7745.125,2239.747019581650756775268823,1,45d8866b8936ae20abbd,R01,2019-06-21,2019
0.1,NQU9,prior_rth,POC_ATOMIC,30980,30980,7745.125,2239.747019581650756775268823,1,45d8866b8936ae20abbd,R02,2019-06-21,2019
0.05,NQM9,prior_rth,POC_ATOMIC,30824,30824,7706.125,3409.42792150659797718621248,1,45eda4d070b1b85831d3,R01,2019-04-22,2019
0.05,NQM9,prior_rth,POC_ATOMIC,30824,30824,7706.125,3409.42792150659797718621248,1,45eda4d070b1b85831d3,R02,2019-04-22,2019
0.05,NQH9,opening_hour_rth,POC_ATOMIC,26900,26900,6725.125,1726.39239571312633078963536,1,4607d405fa90a19aebe5,R05,2019-01-16,2019
0.05,NQM9,prior_rth,POC_ATOMIC,31186,31186,7796.625,4092.51351047763046467056835,1,460e2c758fc909b73b65,R01,2019-05-01,2019
0.05,NQM9,prior_rth,POC_ATOMIC,31186,31186,7796.625,4092.51351047763046467056835,1,460e2c758fc909b73b65,R02,2019-05-01,2019
0.05,NQU9,prior_rth,POC_ATOMIC,30448,30448,7612.125,2326.418967314101173557111607,1,4622db4fecd2669ace77,R01,2019-09-04,2019
