bin_ratio,contract,family,mean_active_tpo,mean_active_volume,positive_tpo_bins,positive_volume_bins,profile_id,relationship_id,session_date,year
0.05,NQH9,prior_rth,18.41576086956521739130434783,1058.133152173913043478260869,368,368,227a6dd6d6378647efb5,R02,2019-01-22,2019
0.1,NQM9,prior_rth,22.17901234567901234567901235,1481.981481481481481481481479,162,162,22b81f16e4c44aaa9260,R01,2019-04-30,2019
0.1,NQM9,prior_rth,22.17901234567901234567901235,1481.981481481481481481481479,162,162,22b81f16e4c44aaa9260,R02,2019-04-30,2019
0.1,NQH0,prior_rth,9.412698412698412698412698413,508.6468253968253968253968302,252,252,22e12fd7e2094f4703ac,R01,2019-12-27,2019
0.1,NQH0,prior_rth,9.412698412698412698412698413,508.6468253968253968253968302,252,252,22e12fd7e2094f4703ac,R02,2019-12-27,2019
0.1,NQH9,prior_rth,15.10200364298724954462659381,843.8961748633879781420765029,549,549,22e62e05cd105b77e92b,R01,2019-01-23,2019
0.1,NQH9,prior_rth,15.10200364298724954462659381,843.8961748633879781420765029,549,549,22e62e05cd105b77e92b,R02,2019-01-23,2019
0.1,NQM9,opening_hour_rth,9.515723270440251572327044025,633.0000000000000000000000006,159,159,22f007c78a43648d5df6,R05,2019-06-12,2019
0.05,NQH9,prior_rth,14.83849557522123893805309735,831.8517699115044247787610617,452,452,2303c662cceefff36d82,R01,2019-01-16,2019
0.05,NQH9,prior_rth,14.83849557522123893805309735,831.8517699115044247787610617,452,452,2303c662cceefff36d82,R02,2019-01-16,2019
0.1,NQM9,prior_rth,17.56692913385826771653543307,829.456692913385826771653543,381,381,2344378a3228385ae619,R01,2019-06-07,2019
0.1,NQM9,prior_rth,17.56692913385826771653543307,829.456692913385826771653543,381,381,2344378a3228385ae619,R02,2019-06-07,2019
0.1,NQM9,opening_hour_rth,9.125,692.2763157894736842105263105,152,152,23562d31ae14b5cea20f,R05,2019-05-03,2019
0.1,NQM9,full_overnight,26.88841201716738197424892704,387.4420600858369098712446354,233,233,236a55a08aad24ee8744,R03,2019-06-12,2019
0.05,NQM9,full_overnight,29.63805970149253731343283582,473.6417910447761194029850757,268,268,23762c3452f0fc385707,R03,2019-05-21,2019
0.1,NQZ9,opening_hour_rth,9.645669291338582677165354331,665.3464566929133858267716539,127,127,237aac572425f3c21331,R05,2019-12-04,2019
0.05,NQH9,prior_rth,13.68456375838926174496644295,905.0436241610738255033557091,298,298,238658c30069c9b368d0,R01,2019-02-13,2019
0.05,NQH9,prior_rth,13.68456375838926174496644295,905.0436241610738255033557091,298,298,238658c30069c9b368d0,R02,2019-02-13,2019
0.1,NQH9,prior_rth,21.40271493212669683257918552,1228.357466063348416289592764,221,221,238aaddcacd92ed12047,R01,2019-02-14,2019
0.1,NQH9,prior_rth,21.40271493212669683257918552,1228.357466063348416289592764,221,221,238aaddcacd92ed12047,R02,2019-02-14,2019
0.1,NQH9,opening_hour_rth,9.911504424778761061946902655,711.6106194690265486725663715,113,113,23b764f1fa425f4c729b,R05,2019-02-22,2019
0.2,NQU9,opening_hour_rth,6.895604395604395604395604396,418.0879120879120879120879125,182,182,23bd75ca6fda55535f2b,R05,2019-06-19,2019
0.2,NQM9,midnight,18.18589743589743589743589744,422.9423076923076923076923076,156,156,23c3a9a7d04a573b1f6c,R04,2019-06-13,2019
0.1,NQU9,opening_hour_rth,10.40594059405940594059405941,736.5742574257425742574257426,101,101,23cbdc4e6bf4114c1b52,R05,2019-07-31,2019
0.05,NQU9,full_overnight,40.79447852760736196319018405,547.4723926380368098159509206,326,326,23f8a219e93eb8271447,R03,2019-08-02,2019
0.05,NQM9,opening_hour_rth,11.35294117647058823529411765,660.7450980392156862745098033,153,153,241dec128511cb72d6d0,R05,2019-05-21,2019
0.05,NQU9,opening_hour_rth,12.36458333333333333333333333,901.3541666666666666666666669,96,96,2447eb1113cb1d94c7a5,R05,2019-07-11,2019
0.05,NQM9,full_overnight,28.82683982683982683982683983,492.6493506493506493506493511,231,231,2462d75c0901af9228f5,R03,2019-03-22,2019
0.05,NQU9,midnight,25.65734265734265734265734266,412.3356643356643356643356642,143,143,249f55470578d4e9295b,R04,2019-07-11,2019
0.1,NQM9,midnight,10.40178571428571428571428571,181.3437499999999999999999994,672,672,24aff396df2719d44899,R04,2019-05-20,2019
0.2,NQM9,opening_hour_rth,4.965635738831615120274914089,513.0996563573883161512027478,291,291,24b89987efb8a231d789,R05,2019-04-25,2019
0.2,NQH9,midnight,19.23952095808383233532934132,322.5449101796407185628742517,167,167,24d250f5299f996b483b,R04,2019-02-19,2019
0.1,NQU9,midnight,12.9856262833675564681724846,245.3634496919917864476386033,487,487,24e2059db76a371cbcb0,R04,2019-08-23,2019
0.05,NQZ9,midnight,17.93220338983050847457627119,283.3008474576271186440677964,236,236,25029f24f0c29ea9b8ea,R04,2019-09-26,2019
0.05,NQU9,opening_hour_rth,7.647798742138364779874213836,549.3459119496855345911949685,159,159,250f285a567d3ac0ebfb,R05,2019-09-09,2019
0.1,NQZ9,prior_rth,14.24358974358974358974358974,842.1004273504273504273504291,468,468,25136e63f58ac17370cf,R01,2019-11-21,2019
0.1,NQZ9,prior_rth,14.24358974358974358974358974,842.1004273504273504273504291,468,468,25136e63f58ac17370cf,R02,2019-11-21,2019
0.05,NQM9,midnight,23.69306930693069306930693069,398.0099009900990099009900984,202,202,251372fc57f3e3776fe4,R04,2019-03-28,2019
0.2,NQU9,full_overnight,44.67777777777777777777777778,999.7777777777777777777777779,90,90,251ba51d69a4f59669ce,R03,2019-06-21,2019
0.1,NQH9,prior_rth,22.46816479400749063670411985,1111.786516853932584269662926,267,267,253ccc1c29f36f021413,R01,2019-02-12,2019
0.1,NQH9,prior_rth,22.46816479400749063670411985,1111.786516853932584269662926,267,267,253ccc1c29f36f021413,R02,2019-02-12,2019
0.1,NQH9,prior_rth,13.30839416058394160583941606,878.7956204379562043795620467,548,548,254ab01bc7f2ae966df1,R01,2019-03-05,2019
0.1,NQH9,prior_rth,13.30839416058394160583941606,878.7956204379562043795620467,548,548,254ab01bc7f2ae966df1,R02,2019-03-05,2019
0.2,NQU9,prior_rth,15.65269461077844311377245509,1588.802395209580838323353293,167,167,255a284acf54c0162855,R01,2019-09-12,2019
0.2,NQU9,prior_rth,15.65269461077844311377245509,1588.802395209580838323353293,167,167,255a284acf54c0162855,R02,2019-09-12,2019
0.2,NQZ9,opening_hour_rth,5.538461538461538461538461538,698.9112426035502958579881645,169,169,257c38ad767221bdd3c9,R05,2019-10-01,2019
0.2,NQZ9,prior_rth,23.8297872340425531914893617,1875.716312056737588652482269,141,141,25b0ee346ae757b5fa11,R01,2019-10-10,2019
0.2,NQZ9,prior_rth,23.8297872340425531914893617,1875.716312056737588652482269,141,141,25b0ee346ae757b5fa11,R02,2019-10-10,2019
0.05,NQZ9,midnight,26.57608695652173913043478261,330.6086956521739130434782603,184,184,25b796c2cb49756d72bc,R04,2019-09-30,2019
0.1,NQU9,opening_hour_rth,7.278947368421052631578947368,490.9105263157894736842105265,190,190,25d770238230e808d456,R05,2019-07-01,2019
0.1,NQZ9,opening_hour_rth,5.931372549019607843137254902,445.8529411764705882352941178,204,204,25ed0124220b965d0dd4,R05,2019-10-11,2019
0.2,NQU9,midnight,19.00257069408740359897172237,269.095115681233933161953729,389,389,25ef00acb7ed5239cd8c,R04,2019-08-27,2019
0.05,NQM9,opening_hour_rth,10.71794871794871794871794872,592.4935897435897435897435901,156,156,25f7e0899a3309121018,R05,2019-06-06,2019
0.1,NQZ9,prior_rth,12.30988593155893536121673004,633.4866920152091254752851736,526,526,25fa083ea937c642a534,R01,2019-09-23,2019
0.1,NQZ9,prior_rth,12.30988593155893536121673004,633.4866920152091254752851736,526,526,25fa083ea937c642a534,R02,2019-09-23,2019
0.05,NQH9,opening_hour_rth,8.486301369863013698630136986,648.897260273972602739726027,146,146,25fd32f0b9887813e225,R05,2019-03-06,2019
0.05,NQH9,midnight,25.82926829268292682926829268,375.1646341463414634146341465,164,164,2649d2190ac51ca4b1b4,R04,2019-02-08,2019
0.1,NQZ9,prior_rth,20.18552036199095022624434389,830.565610859728506787330319,221,221,265d78747cd1c284552c,R01,2019-09-18,2019
0.1,NQZ9,prior_rth,20.18552036199095022624434389,830.565610859728506787330319,221,221,265d78747cd1c284552c,R02,2019-09-18,2019
0.2,NQH0,midnight,15.51219512195121951219512195,314.0813008130081300813008128,123,123,265f7911814ab08531aa,R04,2019-12-23,2019
0.05,NQZ9,midnight,14.90954773869346733668341709,333.2914572864321608040201011,199,199,26613765af84842e21c1,R04,2019-12-02,2019
0.05,NQU9,midnight,28.88165680473372781065088757,396.6568047337278106508875741,169,169,2662ebc665161d3610f7,R04,2019-06-21,2019
0.05,NQU9,midnight,24.54098360655737704918032787,433.6967213114754098360655737,122,122,26714133f81e25e946b6,R04,2019-07-26,2019
0.05,NQU9,full_overnight,41.71098265895953757225433526,633.0924855491329479768786087,173,173,2676c92c7c3afdf5225c,R03,2019-09-06,2019
0.1,NQH9,opening_hour_rth,4.685483870967741935483870968,372.9139784946236559139784954,372,372,268d90589658627d888a,R05,2019-01-15,2019
0.1,NQM9,prior_rth,9.317803660565723793677204659,696.6405990016638935108153063,601,601,268f7d96f98c2ab5fe3b,R01,2019-03-22,2019
0.1,NQM9,prior_rth,9.317803660565723793677204659,696.6405990016638935108153063,601,601,268f7d96f98c2ab5fe3b,R02,2019-03-22,2019
0.2,NQU9,full_overnight,18.32835820895522388059701493,534.6318407960199004975124373,201,201,269a11f13f37096177d6,R03,2019-08-21,2019
0.2,NQU9,opening_hour_rth,12.55357142857142857142857143,2153.160714285714285714285718,56,56,26c48ac8c0e42d9fb691,R05,2019-08-14,2019
0.2,NQH9,opening_hour_rth,14.98113207547169811320754717,1771.471698113207547169811321,53,53,26d260f73766d119994c,R05,2019-01-07,2019
0.2,NQZ9,midnight,14.51050420168067226890756303,225.1218487394957983193277311,476,476,26d3054e10744da9a41c,R04,2019-10-08,2019
0.05,NQZ9,prior_rth,15.59160305343511450381679389,905.9694656488549618320610676,262,262,26e6202c8a627a45d518,R01,2019-11-25,2019
0.05,NQZ9,prior_rth,15.59160305343511450381679389,905.9694656488549618320610676,262,262,26e6202c8a627a45d518,R02,2019-11-25,2019
0.1,NQM9,midnight,21.2654320987654320987654321,352.3765432098765432098765427,162,162,27023171b999c13b1913,R04,2019-03-14,2019
0.05,NQM9,prior_rth,25.61458333333333333333333333,692.8802083333333333333333328,192,192,270976d5a160d0a71b48,R01,2019-06-17,2019
0.05,NQM9,prior_rth,25.61458333333333333333333333,692.8802083333333333333333328,192,192,270976d5a160d0a71b48,R02,2019-06-17,2019
0.1,NQU9,opening_hour_rth,8.41958041958041958041958042,1058.734265734265734265734261,143,143,27181fee585fa576739e,R05,2019-08-06,2019
0.1,NQM9,opening_hour_rth,9.761194029850746268656716418,597.4253731343283582089552241,134,134,2724d4fa136eaccc2b75,R05,2019-03-29,2019
0.1,NQH9,opening_hour_rth,10.83333333333333333333333333,783.2013888888888888888888889,144,144,272d42b507fe1bed410a,R05,2019-02-08,2019
0.05,NQM9,midnight,32.25714285714285714285714286,536.4428571428571428571428552,210,210,277e64be7c8479ffd3f2,R04,2019-05-06,2019
0.1,NQZ9,full_overnight,32.26288659793814432989690722,443.7010309278350515463917528,194,194,27808ad712956ea18eef,R03,2019-10-15,2019
0.05,NQZ9,prior_rth,16.65086206896551724137931034,921.8491379310344827586206875,464,464,2782ab97a5e466a0fcce,R01,2019-12-13,2019
0.05,NQZ9,prior_rth,16.65086206896551724137931034,921.8491379310344827586206875,464,464,2782ab97a5e466a0fcce,R02,2019-12-13,2019
0.1,NQZ9,prior_rth,31.77952755905511811023622047,1832.929133858267716535433074,127,127,27982519c230a42786c7,R01,2019-12-05,2019
0.1,NQZ9,prior_rth,31.77952755905511811023622047,1832.929133858267716535433074,127,127,27982519c230a42786c7,R02,2019-12-05,2019
0.2,NQH9,full_overnight,22.81040892193308550185873606,348.0855018587360594795539034,269,269,279feb44989449835638,R03,2019-02-21,2019
0.1,NQM9,full_overnight,22.32732732732732732732732733,304.8228228228228228228228228,333,333,27cd495db915c39c5951,R03,2019-06-06,2019
0.1,NQU9,midnight,14.13170731707317073170731707,263.3788617886178861788617888,615,615,27e2f9844705c9535bd4,R04,2019-08-07,2019
0.05,NQM9,prior_rth,16.76497695852534562211981567,1059.149769585253456221198154,434,434,281a511c642450da140c,R01,2019-03-21,2019
0.05,NQM9,prior_rth,16.76497695852534562211981567,1059.149769585253456221198154,434,434,281a511c642450da140c,R02,2019-03-21,2019
0.2,NQM9,prior_rth,9.910299003322259136212624585,1390.966777408637873754152827,301,301,282aab9dff75f3b5a7bd,R01,2019-03-22,2019
0.2,NQM9,prior_rth,9.910299003322259136212624585,1390.966777408637873754152827,301,301,282aab9dff75f3b5a7bd,R02,2019-03-22,2019
0.05,NQU9,full_overnight,25.80916030534351145038167939,340.6361323155216284987277356,393,393,28479828402c5874ce83,R03,2019-08-16,2019
0.2,NQH0,prior_rth,9.412698412698412698412698413,508.6468253968253968253968302,252,252,286621fdd9531ef7a9af,R01,2019-12-27,2019
0.2,NQH0,prior_rth,9.412698412698412698412698413,508.6468253968253968253968302,252,252,286621fdd9531ef7a9af,R02,2019-12-27,2019
0.1,NQZ9,prior_rth,17.76630434782608695652173913,1538.135869565217391304347826,184,184,286b37fa7a7e0a32a743,R01,2019-10-07,2019
0.1,NQZ9,prior_rth,17.76630434782608695652173913,1538.135869565217391304347826,184,184,286b37fa7a7e0a32a743,R02,2019-10-07,2019
0.05,NQZ9,prior_rth,17.45783132530120481927710843,1178.55421686746987951807229,166,166,288ac72ad23bc28479e8,R01,2019-12-09,2019
0.05,NQZ9,prior_rth,17.45783132530120481927710843,1178.55421686746987951807229,166,166,288ac72ad23bc28479e8,R02,2019-12-09,2019
0.1,NQM9,full_overnight,33.37288135593220338983050847,657.6525423728813559322033895,118,118,289e2c319b2ca52491b0,R03,2019-04-25,2019
0.2,NQU9,midnight,31.09090909090909090909090909,411.8290909090909090909090902,275,275,28b02472b6d20cf86579,R04,2019-09-03,2019
0.05,NQH0,full_overnight,28.92592592592592592592592593,473.1999999999999999999999997,135,135,28c232626c203b575a47,R03,2019-12-17,2019
0.05,NQM9,prior_rth,24.74184782608695652173913043,1183.86684782608695652173913,368,368,28c52d51dece9af8b30b,R01,2019-05-09,2019
0.05,NQM9,prior_rth,24.74184782608695652173913043,1183.86684782608695652173913,368,368,28c52d51dece9af8b30b,R02,2019-05-09,2019
0.2,NQH9,full_overnight,30.78289473684210526315789474,405.9407894736842105263157893,152,152,28c57b15121a453ea81c,R03,2019-02-06,2019
0.05,NQH9,prior_rth,18.19327731092436974789915966,889.0924369747899159663865557,476,476,28d639f4fb5459528db1,R01,2019-01-09,2019
0.05,NQH9,prior_rth,18.19327731092436974789915966,889.0924369747899159663865557,476,476,28d639f4fb5459528db1,R02,2019-01-09,2019
0.1,NQU9,midnight,25.09677419354838709677419355,283.879032258064516129032258,124,124,2910f3614357def0cf93,R04,2019-06-28,2019
0.05,NQU9,midnight,30.57575757575757575757575758,493.8848484848484848484848482,165,165,296e17ff70f8b5f8b3db,R04,2019-09-06,2019
0.1,NQH9,opening_hour_rth,11.5,579.6102941176470588235294118,136,136,299c0645d401a4eb06fa,R05,2019-01-11,2019
0.2,NQM9,prior_rth,24.63888888888888888888888889,3467.194444444444444444444446,72,72,29a42fd554dd20debefb,R01,2019-04-15,2019
0.2,NQM9,prior_rth,24.63888888888888888888888889,3467.194444444444444444444446,72,72,29a42fd554dd20debefb,R02,2019-04-15,2019
0.05,NQZ9,opening_hour_rth,4.20074349442379182156133829,294.1003717472118959107806692,269,269,29ada2e58dc40486aa1d,R05,2019-10-25,2019
0.2,NQZ9,prior_rth,23.62393162393162393162393162,2017.79487179487179487179487,117,117,29b09126d47dedbf114d,R01,2019-09-24,2019
0.2,NQZ9,prior_rth,23.62393162393162393162393162,2017.79487179487179487179487,117,117,29b09126d47dedbf114d,R02,2019-09-24,2019
0.2,NQM9,opening_hour_rth,11.68831168831168831168831169,1312.909090909090909090909091,77,77,29bcca6c255bf77d9af8,R05,2019-05-21,2019
0.05,NQH9,midnight,12.94752186588921282798833819,204.0962099125364431486880464,343,343,29c28df966c3066b5d54,R04,2019-01-28,2019
0.05,NQH9,full_overnight,28.76284584980237154150197628,342.0434782608695652173913046,253,253,29d2bea5d3314e7dca3a,R03,2019-01-17,2019
0.05,NQZ9,midnight,29.47422680412371134020618557,473.6494845360824742268041236,97,97,2a00c41ee227f902ef24,R04,2019-11-05,2019
0.05,NQH9,full_overnight,22.41402337228714524207011686,252.3539232053422370617696157,599,599,2a14b211b277955ce84e,R03,2019-01-04,2019
0.05,NQU9,opening_hour_rth,6.18452380952380952380952381,410.7797619047619047619047621,168,168,2a3d9dab04b3576e7107,R05,2019-07-24,2019
0.05,NQM9,prior_rth,25.32530120481927710843373494,1238.048192771084337349397593,249,249,2a4005915e5c35712f41,R01,2019-05-31,2019
0.05,NQM9,prior_rth,25.32530120481927710843373494,1238.048192771084337349397593,249,249,2a4005915e5c35712f41,R02,2019-05-31,2019
0.2,NQM9,opening_hour_rth,6.776699029126213592233009709,1015.650485436893203883495144,103,103,2a48297b094ebf1b30ae,R05,2019-05-02,2019
0.1,NQM9,full_overnight,26.31511254019292604501607717,416.4212218649517684887459768,311,311,2a4a3fb6a2e6a8a3007c,R03,2019-05-29,2019
0.2,NQH9,midnight,30.96363636363636363636363636,330.8636363636363636363636364,110,110,2a62b56b4bafe744e9c5,R04,2019-02-04,2019
0.05,NQH9,opening_hour_rth,5.828402366863905325443786982,424.6035502958579881656804733,169,169,2a76ab55f79e863a893b,R05,2019-02-19,2019
0.2,NQM9,full_overnight,18.27157894736842105263157895,296.637894736842105263157896,475,475,2aacf963bf38a3d27b6e,R03,2019-05-23,2019
0.1,NQU9,midnight,30.26446280991735537190082645,370.433884297520661157024793,242,242,2b1226b4230c1b12490e,R04,2019-08-08,2019
0.2,NQU9,full_overnight,24.49342105263157894736842105,329.7763157894736842105263155,304,304,2b15d7c4450664f0cd82,R03,2019-09-10,2019
0.1,NQH9,midnight,27.66336633663366336633663366,433.2772277227722772277227721,101,101,2b231988859a1852e017,R04,2019-03-01,2019
0.1,NQZ9,prior_rth,18.69518716577540106951871658,2267.962566844919786096256687,187,187,2b4cf6070c10b6d45d99,R01,2019-12-04,2019
0.1,NQZ9,prior_rth,18.69518716577540106951871658,2267.962566844919786096256687,187,187,2b4cf6070c10b6d45d99,R02,2019-12-04,2019
0.1,NQM9,midnight,20.46017699115044247787610619,396.4070796460176991150442477,113,113,2b50c485663afdb8b31b,R04,2019-04-23,2019
0.2,NQH9,opening_hour_rth,6.163461538461538461538461538,906.4519230769230769230769221,104,104,2b649a55acbc980d19c3,R05,2019-01-16,2019
0.1,NQM9,midnight,29.25694444444444444444444444,474.6527777777777777777777783,144,144,2b73966e6cacb60d857d,R04,2019-06-12,2019
0.2,NQH0,opening_hour_rth,7.94186046511627906976744186,716.2441860465116279069767448,86,86,2b78a7166cb8ae3a3c14,R05,2019-12-18,2019
0.2,NQH9,opening_hour_rth,9.301204819277108433734939759,1445.518072289156626506024095,83,83,2bd10cc140870ff0576a,R05,2019-02-07,2019
0.05,NQM9,midnight,25.61574074074074074074074074,425.8425925925925925925925925,216,216,2bd4a7b47282eaff9c84,R04,2019-05-14,2019
0.05,NQH9,prior_rth,34.87078651685393258426966292,1556.651685393258426966292136,178,178,2bf345af12d4a8bbf09d,R01,2019-01-14,2019
0.05,NQH9,prior_rth,34.87078651685393258426966292,1556.651685393258426966292136,178,178,2bf345af12d4a8bbf09d,R02,2019-01-14,2019
0.05,NQM9,prior_rth,23.1656804733727810650887574,1510.43195266272189349112426,169,169,2c0a21476f5f9793dac3,R01,2019-04-11,2019
0.05,NQM9,prior_rth,23.1656804733727810650887574,1510.43195266272189349112426,169,169,2c0a21476f5f9793dac3,R02,2019-04-11,2019
0.05,NQH9,midnight,25.83739837398373983739837398,384.9024390243902439024390247,123,123,2c125f06defbb9a84d48,R04,2019-03-05,2019
0.1,NQM9,prior_rth,18.59925093632958801498127341,1378.44569288389513108614232,267,267,2c1554c049813f26a889,R01,2019-05-01,2019
0.1,NQM9,prior_rth,18.59925093632958801498127341,1378.44569288389513108614232,267,267,2c1554c049813f26a889,R02,2019-05-01,2019
0.1,NQM9,opening_hour_rth,7.306451612903225806451612903,890.7204301075268817204301161,186,186,2c18df4a508c63c24fb9,R05,2019-05-13,2019
0.05,NQH0,prior_rth,26.92592592592592592592592593,1612.802469135802469135802468,81,81,2c2456386485e4aab004,R01,2019-12-26,2019
0.05,NQH0,prior_rth,26.92592592592592592592592593,1612.802469135802469135802468,81,81,2c2456386485e4aab004,R02,2019-12-26,2019
0.05,NQZ9,prior_rth,17.70967741935483870967741935,1140.077956989247311827956989,372,372,2c74a41b002a813f3900,R01,2019-12-04,2019
0.05,NQZ9,prior_rth,17.70967741935483870967741935,1140.077956989247311827956989,372,372,2c74a41b002a813f3900,R02,2019-12-04,2019
0.05,NQU9,midnight,24.7251461988304093567251462,385.3099415204678362573099427,342,342,2c7583699d10c1b4eda1,R04,2019-08-05,2019
0.2,NQZ9,prior_rth,13.98235294117647058823529412,1447.370588235294117647058819,340,340,2cbbf7e2d92c7a4e29ed,R01,2019-09-30,2019
0.2,NQZ9,prior_rth,13.98235294117647058823529412,1447.370588235294117647058819,340,340,2cbbf7e2d92c7a4e29ed,R02,2019-09-30,2019
0.2,NQM9,full_overnight,44.52941176470588235294117647,1270.539215686274509803921567,102,102,2ccbb1fa7e3e285093ec,R03,2019-06-03,2019
0.05,NQM9,opening_hour_rth,7.736559139784946236559139785,471.7473118279569892473118276,186,186,2cd4591fb09b4b3b9144,R05,2019-05-28,2019
0.2,NQH9,midnight,37,505.4594594594594594594594595,111,111,2cd53546a1bed09ebe12,R04,2019-01-16,2019
0.1,NQM9,prior_rth,15.19402985074626865671641791,1179.608208955223880597014924,268,268,2cdfe10bb312a0c748fb,R01,2019-03-18,2019
0.1,NQM9,prior_rth,15.19402985074626865671641791,1179.608208955223880597014924,268,268,2cdfe10bb312a0c748fb,R02,2019-03-18,2019
0.2,NQZ9,full_overnight,32.96,477.3800000000000000000000001,150,150,2d5997979a27c8900bf8,R03,2019-11-05,2019
0.05,NQU9,prior_rth,31.03,1984.600000000000000000000002,200,200,2d775885c29f8c6b55af,R01,2019-08-16,2019
0.05,NQU9,prior_rth,31.03,1984.600000000000000000000002,200,200,2d775885c29f8c6b55af,R02,2019-08-16,2019
0.1,NQZ9,midnight,26.90816326530612244897959184,437.7346938775510204081632655,98,98,2d870a7679bc32db9867,R04,2019-11-26,2019
0.2,NQM9,opening_hour_rth,9.493421052631578947368421053,719.3815789473684210526315789,152,152,2d876ba3672df2a6b3a8,R05,2019-04-01,2019
0.1,NQU9,full_overnight,23.86925795053003533568904594,329.409893992932862190812721,283,283,2d877ce283b090792dee,R03,2019-07-01,2019
0.05,NQZ9,opening_hour_rth,10.43333333333333333333333333,778.8333333333333333333333332,90,90,2d9b1a2f169a8db560f0,R05,2019-11-26,2019
0.05,NQZ9,midnight,17.97340425531914893617021277,406.7819148936170212765957446,188,188,2da7c77a4371d9b2715b,R04,2019-12-12,2019
0.2,NQU9,opening_hour_rth,7.734375,1793.187499999999999999999997,64,64,2e2cd749b3432493ffff,R05,2019-08-08,2019
0.05,NQM9,opening_hour_rth,4.52972972972972972972972973,344.6378378378378378378378376,370,370,2e6c74bf616fbbbb539a,R05,2019-05-06,2019
0.1,NQH9,opening_hour_rth,5.473684210526315789473684211,419.5338345864661654135338335,266,266,2e747e59d38b631b6614,R05,2019-02-06,2019
0.1,NQM9,midnight,23.36158192090395480225988701,393.4689265536723163841807914,177,177,2e7d8cd23dbf6c3be6dc,R04,2019-03-27,2019
0.1,NQM9,midnight,38.47297297297297297297297297,783.864864864864864864864865,74,74,2ea0f53e8f3c02f38438,R04,2019-04-03,2019
0.1,NQU9,prior_rth,19.06333333333333333333333333,873.7199999999999999999999997,300,300,2eafdeb9130a30076dc8,R01,2019-06-27,2019
0.1,NQU9,prior_rth,19.06333333333333333333333333,873.7199999999999999999999997,300,300,2eafdeb9130a30076dc8,R02,2019-06-27,2019
0.1,NQU9,full_overnight,16.56790123456790123456790123,288.6913580246913580246913574,486,486,2ed478a77e466768d33a,R03,2019-09-04,2019
0.1,NQU9,prior_rth,22.5959595959595959595959596,1931.737373737373737373737374,198,198,2ee5e6cf6a5a02077626,R01,2019-08-13,2019
0.1,NQU9,prior_rth,22.5959595959595959595959596,1931.737373737373737373737374,198,198,2ee5e6cf6a5a02077626,R02,2019-08-13,2019
0.1,NQM9,midnight,21.8075601374570446735395189,387.6666666666666666666666674,291,291,2ef09d66eb71810a2a91,R04,2019-05-17,2019
0.1,NQZ9,full_overnight,27.18181818181818181818181818,652.2499999999999999999999983,176,176,2ef2e51502abc612348f,R03,2019-10-14,2019
0.05,NQU9,opening_hour_rth,7.114457831325301204819277108,506.7349397590361445783132523,166,166,2f03496903d666494c50,R05,2019-07-18,2019
0.2,NQM9,midnight,23.69306930693069306930693069,398.0099009900990099009900984,202,202,2f12b17ad987d5cfaaef,R04,2019-03-28,2019
0.1,NQZ9,midnight,26.3795180722891566265060241,321.885542168674698795180723,166,166,2f415d5c47b0323874a8,R04,2019-10-01,2019
0.2,NQM9,full_overnight,30.79487179487179487179487179,771.5726495726495726495726499,117,117,2f655b826c3c0f2f0278,R03,2019-06-12,2019
0.2,NQM9,prior_rth,18.63157894736842105263157895,2600.039473684210526315789477,152,152,2f6d7dbc1a7d2a89b9a0,R01,2019-05-15,2019
0.2,NQM9,prior_rth,18.63157894736842105263157895,2600.039473684210526315789477,152,152,2f6d7dbc1a7d2a89b9a0,R02,2019-05-15,2019
0.2,NQH9,full_overnight,51.91489361702127659574468085,2867.489361702127659574468085,47,47,2fa2d48d639384bc28a1,R03,2019-01-03,2019
0.2,NQU9,full_overnight,22.92048929663608562691131498,389.4250764525993883792048924,327,327,2fb95975adaaf09ac7a0,R03,2019-08-30,2019
0.05,NQZ9,midnight,34.87096774193548387096774194,541.2795698924731182795698924,93,93,2fbaa7066a7d48a63466,R04,2019-11-11,2019
0.1,NQU9,opening_hour_rth,11.71296296296296296296296296,633.6296296296296296296296297,108,108,2feccab556dd5cd1626f,R05,2019-06-27,2019
0.1,NQU9,opening_hour_rth,8.33125,490.0374999999999999999999996,160,160,2fee74f85af2c90f3652,R05,2019-09-04,2019
0.1,NQM9,midnight,12.77506112469437652811735941,248.6625916870415647921760381,409,409,3048e44699580ad5c391,R04,2019-05-07,2019
0.05,NQH9,prior_rth,19.7,1141.995833333333333333333333,240,240,30656ae5ac73f139ee2f,R01,2019-02-27,2019
0.05,NQH9,prior_rth,19.7,1141.995833333333333333333333,240,240,30656ae5ac73f139ee2f,R02,2019-02-27,2019
0.2,NQH9,prior_rth,26.48507462686567164179104478,2594.029850746268656716417914,134,134,3081718482b7f51c316b,R01,2019-02-04,2019
0.2,NQH9,prior_rth,26.48507462686567164179104478,2594.029850746268656716417914,134,134,3081718482b7f51c316b,R02,2019-02-04,2019
0.05,NQM9,full_overnight,24.27868852459016393442622951,362.3934426229508196721311464,366,366,30a7ed088f40a1f4bac6,R03,2019-05-16,2019
0.1,NQZ9,prior_rth,16.80769230769230769230769231,845.7472527472527472527472516,182,182,30baa6fc76dfec300368,R01,2019-11-12,2019
0.1,NQZ9,prior_rth,16.80769230769230769230769231,845.7472527472527472527472516,182,182,30baa6fc76dfec300368,R02,2019-11-12,2019
0.2,NQZ9,prior_rth,28.39534883720930232558139535,2168.395348837209302325581393,86,86,30e4ba85b0d8bfc57e81,R01,2019-10-15,2019
