bin_ratio,contract,family,mean_active_tpo,mean_active_volume,positive_tpo_bins,positive_volume_bins,profile_id,relationship_id,session_date,year
0.05,NQM9,prior_rth,17.47697368421052631578947368,1139.934210526315789473684208,304,304,8f56ded0d3bb2f059c59,R01,2019-04-05,2019
0.05,NQM9,prior_rth,17.47697368421052631578947368,1139.934210526315789473684208,304,304,8f56ded0d3bb2f059c59,R02,2019-04-05,2019
0.1,NQU9,opening_hour_rth,6.460122699386503067484662577,517.1226993865030674846625778,163,163,8f88ec6b124eeb7153b7,R05,2019-07-08,2019
0.2,NQU9,full_overnight,17.54227405247813411078717201,549.5451895043731778425655988,343,343,8f9350e64a74d91e9043,R03,2019-08-14,2019
0.2,NQZ9,full_overnight,15.97966101694915254237288136,317.2271186440677966101694916,295,295,8fbf92e17ed690a35783,R03,2019-12-06,2019
0.1,NQZ9,full_overnight,26.81052631578947368421052632,499.6368421052631578947368425,190,190,900c338a40aaf1e6e8a1,R03,2019-11-22,2019
0.05,NQU9,midnight,18.30894308943089430894308943,333.1707317073170731707317061,738,738,902fe75402dce15f747a,R04,2019-08-15,2019
0.1,NQU9,opening_hour_rth,5.209183673469387755102040816,374.0561224489795918367346944,196,196,904308e0b8290da6ed4b,R05,2019-07-23,2019
0.05,NQH9,opening_hour_rth,8.345,614.660000000000000000000004,200,200,90631b18291da2728591,R05,2019-01-18,2019
0.1,NQZ9,midnight,14.59915611814345991561181435,325.0886075949367088607594933,237,237,9084b9b20c0bc2901aab,R04,2019-11-18,2019
0.1,NQZ9,opening_hour_rth,8.896226415094339622641509434,630.1226415094339622641509433,106,106,90927c83f41d8bd71197,R05,2019-11-14,2019
0.1,NQM9,prior_rth,30.23655913978494623655913978,1394.016129032258064516129033,186,186,90c8ec27509eda45511e,R01,2019-06-14,2019
0.1,NQM9,prior_rth,30.23655913978494623655913978,1394.016129032258064516129033,186,186,90c8ec27509eda45511e,R02,2019-06-14,2019
0.05,NQM9,prior_rth,21.23433242506811989100817439,1068.997275204359673024523157,367,367,91027614ff0cdcd00611,R01,2019-06-06,2019
0.05,NQM9,prior_rth,21.23433242506811989100817439,1068.997275204359673024523157,367,367,91027614ff0cdcd00611,R02,2019-06-06,2019
0.2,NQU9,full_overnight,26.99295774647887323943661972,656.4999999999999999999999997,142,142,91275b8734e66cb37cba,R03,2019-07-01,2019
0.2,NQZ9,prior_rth,20.71428571428571428571428571,2077.22689075630252100840336,119,119,9132d6b5a4bca7b84c9a,R01,2019-12-11,2019
0.2,NQZ9,prior_rth,20.71428571428571428571428571,2077.22689075630252100840336,119,119,9132d6b5a4bca7b84c9a,R02,2019-12-11,2019
0.05,NQU9,prior_rth,23.64734299516908212560386473,1094.149758454106280193236711,207,207,9136eb4653044405de6d,R01,2019-08-22,2019
0.05,NQU9,prior_rth,23.64734299516908212560386473,1094.149758454106280193236711,207,207,9136eb4653044405de6d,R02,2019-08-22,2019
0.1,NQU9,prior_rth,17.48221343873517786561264822,953.3122529644268774703557316,253,253,913d7ae900939ed75b72,R01,2019-07-17,2019
0.1,NQU9,prior_rth,17.48221343873517786561264822,953.3122529644268774703557316,253,253,913d7ae900939ed75b72,R02,2019-07-17,2019
0.1,NQM9,prior_rth,32.67741935483870967741935484,2101.822580645161290322580644,124,124,915baba3c66be668d2ef,R01,2019-04-08,2019
0.1,NQM9,prior_rth,32.67741935483870967741935484,2101.822580645161290322580644,124,124,915baba3c66be668d2ef,R02,2019-04-08,2019
0.2,NQZ9,full_overnight,39.67289719626168224299065421,819.3925233644859813084112144,107,107,9179e205ccd7716132c9,R03,2019-09-30,2019
0.05,NQU9,prior_rth,11.54749199573105656350053362,520.3884738527214514407684092,937,937,918d72d4554298b2a6d7,R01,2019-08-14,2019
0.05,NQU9,prior_rth,11.54749199573105656350053362,520.3884738527214514407684092,937,937,918d72d4554298b2a6d7,R02,2019-08-14,2019
0.05,NQU9,prior_rth,18.46052631578947368421052632,1628.550000000000000000000001,380,380,91b387fd755eb097fa3b,R01,2019-08-08,2019
0.05,NQU9,prior_rth,18.46052631578947368421052632,1628.550000000000000000000001,380,380,91b387fd755eb097fa3b,R02,2019-08-08,2019
0.05,NQZ9,prior_rth,10.37642585551330798479087452,738.6425855513307984790874502,263,263,91d70883930382022e68,R01,2019-11-26,2019
0.05,NQZ9,prior_rth,10.37642585551330798479087452,738.6425855513307984790874502,263,263,91d70883930382022e68,R02,2019-11-26,2019
0.05,NQZ9,prior_rth,12.57540603248259860788863109,645.5823665893271461716937327,431,431,91d84938653f29a2d0ee,R01,2019-10-23,2019
0.05,NQZ9,prior_rth,12.57540603248259860788863109,645.5823665893271461716937327,431,431,91d84938653f29a2d0ee,R02,2019-10-23,2019
0.2,NQU9,opening_hour_rth,7.435643564356435643564356436,775.5445544554455445544554456,101,101,91df1cccda0966895f75,R05,2019-08-30,2019
0.2,NQZ9,prior_rth,25.64457831325301204819277108,1358.524096385542168674698792,166,166,91f056a9d19e8f7638cf,R01,2019-11-06,2019
0.2,NQZ9,prior_rth,25.64457831325301204819277108,1358.524096385542168674698792,166,166,91f056a9d19e8f7638cf,R02,2019-11-06,2019
0.2,NQU9,full_overnight,21.74787535410764872521246459,595.665722379603399433427762,353,353,920ab86313a550dfbe17,R03,2019-08-05,2019
0.2,NQH0,midnight,9.609243697478991596638655462,271.4243697478991596638655459,238,238,9213c916e1657cfe9a06,R04,2019-12-20,2019
0.2,NQM9,prior_rth,12.13617021276595744680851064,1639.604255319148936170212769,235,235,921d729c37e2957ee5c9,R01,2019-05-16,2019
0.2,NQM9,prior_rth,12.13617021276595744680851064,1639.604255319148936170212769,235,235,921d729c37e2957ee5c9,R02,2019-05-16,2019
0.1,NQH9,prior_rth,14.24838012958963282937365011,777.7170626349892008639308911,463,463,92261f2add969a693243,R01,2019-01-18,2019
0.1,NQH9,prior_rth,14.24838012958963282937365011,777.7170626349892008639308911,463,463,92261f2add969a693243,R02,2019-01-18,2019
0.05,NQU9,midnight,27.76415094339622641509433962,407.657232704402515723270439,318,318,9244d9129f01cb960f30,R04,2019-08-02,2019
0.05,NQU9,opening_hour_rth,9.93,661.9800000000000000000000002,100,100,925c9c21f3cada1aa924,R05,2019-07-17,2019
0.2,NQH9,opening_hour_rth,12.29347826086956521739130435,1305.83695652173913043478261,92,92,928ddf002fdbf39b5316,R05,2019-01-09,2019
0.1,NQM9,full_overnight,20.87596899224806201550387597,207.0968992248062015503875971,258,258,92adf09eff940a0e37b3,R03,2019-03-11,2019
0.1,NQM9,midnight,11.42073170731707317073170732,239.396341463414634146341463,164,164,92c07f7b10fdf15c2bf8,R04,2019-04-17,2019
0.05,NQZ9,full_overnight,22.62041884816753926701570681,292.6806282722513089005235599,382,382,92c14c0e13195721bb0b,R03,2019-10-11,2019
0.1,NQM9,full_overnight,21.74429223744292237442922374,312.1780821917808219178082185,438,438,92f75301f74e44a55f93,R03,2019-05-09,2019
0.05,NQH0,midnight,15.51219512195121951219512195,314.0813008130081300813008128,123,123,931fb5ba1885b74dc790,R04,2019-12-23,2019
0.05,NQH9,midnight,20.42105263157894736842105263,304.986842105263157894736842,152,152,932d868e6a5ce1e3f8cb,R04,2019-02-06,2019
0.2,NQM9,prior_rth,20.43783783783783783783783784,1540.929729729729729729729732,185,185,9339a1bd2b32fc6de17a,R01,2019-04-03,2019
0.2,NQM9,prior_rth,20.43783783783783783783783784,1540.929729729729729729729732,185,185,9339a1bd2b32fc6de17a,R02,2019-04-03,2019
0.1,NQH9,midnight,14.92592592592592592592592593,237.8412698412698412698412699,189,189,939612cbf0635c9c6b2f,R04,2019-02-25,2019
0.2,NQM9,prior_rth,14.6937799043062200956937799,979.1100478468899521531100469,418,418,93d0c49fa644b32f6ccb,R01,2019-05-02,2019
0.2,NQM9,prior_rth,14.6937799043062200956937799,979.1100478468899521531100469,418,418,93d0c49fa644b32f6ccb,R02,2019-05-02,2019
0.05,NQZ9,full_overnight,30.9375,436.6406250000000000000000002,192,192,93ddbee886cf6cbf459f,R03,2019-11-14,2019
0.1,NQU9,opening_hour_rth,10.78787878787878787878787879,1136.878787878787878787878789,99,99,93f5aced77121c4449ce,R05,2019-08-15,2019
0.05,NQU9,full_overnight,16.12718204488778054862842893,267.9825436408977556109725691,401,401,93f9180626ef287f7012,R03,2019-08-21,2019
0.2,NQM9,opening_hour_rth,7.942528735632183908045977011,1427.057471264367816091954021,87,87,93fff340e5d3aac0822f,R05,2019-05-14,2019
0.1,NQM9,full_overnight,20.73576309794988610478359909,312.0045558086560364464692485,439,439,940a9a479be50e1caa53,R03,2019-05-14,2019
0.05,NQZ9,prior_rth,26.34502923976608187134502924,1090.538011695906432748538013,171,171,942311fa76168c43b4c0,R01,2019-10-15,2019
0.05,NQZ9,prior_rth,26.34502923976608187134502924,1090.538011695906432748538013,171,171,942311fa76168c43b4c0,R02,2019-10-15,2019
0.2,NQM9,prior_rth,15.68098159509202453987730061,2149.748466257668711656441718,163,163,944c94dad1aa6e0cdcc7,R01,2019-05-06,2019
0.2,NQM9,prior_rth,15.68098159509202453987730061,2149.748466257668711656441718,163,163,944c94dad1aa6e0cdcc7,R02,2019-05-06,2019
0.2,NQZ9,midnight,20.4125,305.3125000000000000000000002,160,160,945f80a056dd607bb989,R04,2019-11-08,2019
0.2,NQM9,opening_hour_rth,7.448529411764705882352941176,628.7647058823529411764705882,136,136,9466cb27f536b2f3498e,R05,2019-04-11,2019
0.1,NQM9,prior_rth,18.39071038251366120218579235,924.4316939890710382513661219,366,366,9474b772fa1c8ebd6a84,R01,2019-05-29,2019
0.1,NQM9,prior_rth,18.39071038251366120218579235,924.4316939890710382513661219,366,366,9474b772fa1c8ebd6a84,R02,2019-05-29,2019
0.2,NQZ9,midnight,14.25066666666666666666666667,320.6773333333333333333333349,375,375,948b013e9eadd157504d,R04,2019-12-04,2019
0.1,NQZ9,opening_hour_rth,9.1375,442.1749999999999999999999997,160,160,94c031e4631cfab7a1b3,R05,2019-10-07,2019
0.2,NQZ9,opening_hour_rth,7.221621621621621621621621622,481.3783783783783783783783782,185,185,950de8d2a47bb2dfae2e,R05,2019-09-24,2019
0.05,NQU9,prior_rth,18.86055776892430278884462151,1071.131474103585657370517929,251,251,951ce7cee884628b4222,R01,2019-07-24,2019
0.05,NQU9,prior_rth,18.86055776892430278884462151,1071.131474103585657370517929,251,251,951ce7cee884628b4222,R02,2019-07-24,2019
0.05,NQU9,opening_hour_rth,6.488584474885844748858447489,495.4520547945205479452054758,219,219,955ad013203db52daf2a,R05,2019-07-25,2019
0.05,NQH9,prior_rth,18.17258883248730964467005076,1137.362944162436548223350255,394,394,956afdcf56eba285a366,R01,2019-03-08,2019
0.05,NQH9,prior_rth,18.17258883248730964467005076,1137.362944162436548223350255,394,394,956afdcf56eba285a366,R02,2019-03-08,2019
0.2,NQM9,opening_hour_rth,9.513157894736842105263157895,1384.552631578947368421052629,76,76,9581d14ae20dc676e7be,R05,2019-05-03,2019
0.05,NQH9,opening_hour_rth,5.32247557003257328990228013,453.1465798045602605863192192,307,307,95a262c9599f50d07e5f,R05,2019-03-07,2019
0.2,NQZ9,opening_hour_rth,10.43333333333333333333333333,778.8333333333333333333333332,90,90,95a5ffc7559a52f0c59d,R05,2019-11-26,2019
0.05,NQU9,midnight,24.58741258741258741258741259,339.7762237762237762237762236,143,143,95ae7ab26d624152b99c,R04,2019-07-08,2019
0.2,NQM9,midnight,13.23904382470119521912350598,279.1633466135458167330677298,251,251,95dbeb1f94bdcb893281,R04,2019-04-18,2019
0.1,NQZ9,midnight,31.62585034013605442176870748,358.3469387755102040816326528,147,147,96048f918ae0f2e4b7b8,R04,2019-10-07,2019
0.1,NQM9,prior_rth,16.03106796116504854368932039,937.5572815533980582524271847,515,515,9607a1758168bec4c816,R01,2019-03-28,2019
0.1,NQM9,prior_rth,16.03106796116504854368932039,937.5572815533980582524271847,515,515,9607a1758168bec4c816,R02,2019-03-28,2019
0.05,NQU9,prior_rth,19.04669260700389105058365759,1068.214007782101167315175096,257,257,960e1e4a971a26a6e289,R01,2019-07-31,2019
0.05,NQU9,prior_rth,19.04669260700389105058365759,1068.214007782101167315175096,257,257,960e1e4a971a26a6e289,R02,2019-07-31,2019
0.1,NQM9,full_overnight,24.81318681318681318681318681,421.8956043956043956043956043,182,182,961ef6068880120a8315,R03,2019-03-15,2019
0.2,NQM9,opening_hour_rth,11.22340425531914893617021277,879.9787234042553191489361701,94,94,96224cc736294f12cf33,R05,2019-03-19,2019
0.2,NQZ9,opening_hour_rth,5.800925925925925925925925926,415.3009259259259259259259263,216,216,962733b7b5fa9542ea1d,R05,2019-12-05,2019
0.05,NQM9,opening_hour_rth,4.652329749103942652329749104,395.709677419354838709677419,279,279,9638ba0761b1c52f9c56,R05,2019-03-21,2019
0.05,NQZ9,full_overnight,34,422.1204188481675392670157069,191,191,965692f35142910ed231,R03,2019-09-17,2019
0.1,NQM9,opening_hour_rth,7.575289575289575289575289575,479.3590733590733590733590714,259,259,967aad64db3a2b648913,R05,2019-05-14,2019
0.2,NQH9,prior_rth,15.80727272727272727272727273,1684.723636363636363636363637,275,275,967c61a24a4afdb2ba9e,R01,2019-01-23,2019
0.2,NQH9,prior_rth,15.80727272727272727272727273,1684.723636363636363636363637,275,275,967c61a24a4afdb2ba9e,R02,2019-01-23,2019
0.1,NQU9,prior_rth,21.2968036529680365296803653,1177.894977168949771689497718,219,219,967f8ca0d294b3331b47,R01,2019-08-20,2019
0.1,NQU9,prior_rth,21.2968036529680365296803653,1177.894977168949771689497718,219,219,967f8ca0d294b3331b47,R02,2019-08-20,2019
0.05,NQH0,opening_hour_rth,7.922413793103448275862068966,579.405172413793103448275863,116,116,968bfe69e5d0b8b328b8,R05,2019-12-17,2019
0.1,NQM9,midnight,17.52352941176470588235294118,281.4558823529411764705882355,340,340,969275b517d8093c5219,R04,2019-05-16,2019
0.05,NQM9,midnight,17.22027972027972027972027972,282.4055944055944055944055941,286,286,96d345fc6df31b334b04,R04,2019-03-25,2019
0.05,NQZ9,midnight,13.05533596837944664031620553,303.2332015810276679841897234,253,253,96de1b565b31b8728707,R04,2019-12-06,2019
0.1,NQM9,full_overnight,29.42168674698795180722891566,452.8835341365461847389558217,249,249,97199df288925f99e7a5,R03,2019-03-28,2019
0.05,NQU9,prior_rth,15.16216216216216216216216216,733.8618618618618618618618592,333,333,9723cd3f3a39db3d5cf5,R01,2019-07-08,2019
0.05,NQU9,prior_rth,15.16216216216216216216216216,733.8618618618618618618618592,333,333,9723cd3f3a39db3d5cf5,R02,2019-07-08,2019
0.2,NQH9,full_overnight,50.77192982456140350877192982,1882.877192982456140350877193,57,57,976dd2f269bff10ce283,R03,2019-01-31,2019
0.1,NQU9,opening_hour_rth,8.208633093525179856115107914,513.2086330935251798561151072,139,139,9780aa82aff0dbb3a096,R05,2019-08-21,2019
0.05,NQH9,prior_rth,15.31355932203389830508474576,1019.322033898305084745762714,236,236,979d4ca3e161a06af667,R01,2019-02-20,2019
0.05,NQH9,prior_rth,15.31355932203389830508474576,1019.322033898305084745762714,236,236,979d4ca3e161a06af667,R02,2019-02-20,2019
0.05,NQZ9,opening_hour_rth,9.645669291338582677165354331,665.3464566929133858267716539,127,127,97b2fbc0f8c04c4ab095,R05,2019-12-04,2019
0.2,NQU9,full_overnight,41.52985074626865671641791045,539.4552238805970149253731343,134,134,97be3755eb89e0b5d3a1,R03,2019-09-09,2019
0.05,NQH9,opening_hour_rth,5.473684210526315789473684211,419.5338345864661654135338335,266,266,97c982d554bc0825664d,R05,2019-02-06,2019
0.05,NQU9,full_overnight,31.55238095238095238095238095,525.8793650793650793650793641,315,315,983ef65adfe80b078274,R03,2019-08-28,2019
0.2,NQU9,midnight,25.09677419354838709677419355,283.879032258064516129032258,124,124,984b86ffafcaba3e505c,R04,2019-06-28,2019
0.1,NQZ9,opening_hour_rth,9.034782608695652173913043478,756.8695652173913043478260868,115,115,984d807d854de5969ef6,R05,2019-11-04,2019
0.2,NQM9,opening_hour_rth,11.1025641025641025641025641,1184.987179487179487179487179,78,78,98621913f671d67886ac,R05,2019-06-06,2019
0.05,NQU9,prior_rth,22.94539249146757679180887372,1015.491467576791808873720138,293,293,986c27564851493fd270,R01,2019-09-13,2019
0.05,NQU9,prior_rth,22.94539249146757679180887372,1015.491467576791808873720138,293,293,986c27564851493fd270,R02,2019-09-13,2019
0.2,NQZ9,prior_rth,21.84466019417475728155339806,2551.427184466019417475728152,103,103,988929d74d16f63b8a4c,R01,2019-11-04,2019
0.2,NQZ9,prior_rth,21.84466019417475728155339806,2551.427184466019417475728152,103,103,988929d74d16f63b8a4c,R02,2019-11-04,2019
0.2,NQM9,opening_hour_rth,12.09803921568627450980392157,1485.843137254901960784313725,51,51,98c4726f093b7c9645a8,R05,2019-03-14,2019
0.2,NQZ9,midnight,29.47422680412371134020618557,473.6494845360824742268041236,97,97,98c5ad3a5ab686f796da,R04,2019-11-05,2019
0.2,NQH9,full_overnight,32.832,891.6400000000000000000000024,125,125,98e62c8de52caa070302,R03,2019-01-07,2019
0.2,NQU9,opening_hour_rth,10.40594059405940594059405941,736.5742574257425742574257426,101,101,991223ba91b812f4b5ab,R05,2019-07-31,2019
0.2,NQU9,full_overnight,22.56985294117647058823529412,1188.459558823529411764705884,272,272,9920c9762ee3b9a5ddbe,R03,2019-08-06,2019
0.05,NQM9,prior_rth,14.47893915756630265210608424,861.3369734789391575663026484,641,641,993e74dc9e6aeac7675b,R01,2019-03-25,2019
0.05,NQM9,prior_rth,14.47893915756630265210608424,861.3369734789391575663026484,641,641,993e74dc9e6aeac7675b,R02,2019-03-25,2019
0.2,NQM9,opening_hour_rth,5.269767441860465116279069767,565.4837209302325581395348847,215,215,99470cfe0e9560cbb771,R05,2019-04-17,2019
0.05,NQH9,full_overnight,30.12883435582822085889570552,471.558282208588957055214724,163,163,9950fcf595d7acc57d74,R03,2019-03-07,2019
0.1,NQZ9,full_overnight,32.96,477.3800000000000000000000001,150,150,995d75227803c5e99a3b,R03,2019-11-05,2019
0.2,NQH9,midnight,25.03088803088803088803088803,297.1621621621621621621621623,259,259,9976f635d9faef32d741,R04,2019-01-07,2019
0.05,NQM9,opening_hour_rth,6.316939890710382513661202186,525.4316939890710382513661202,183,183,997ab861e98af5547397,R05,2019-04-04,2019
0.1,NQH9,opening_hour_rth,5.235521235521235521235521236,401.3822393822393822393822375,259,259,9987cb26bcdf41d49552,R05,2019-01-31,2019
0.1,NQU9,midnight,21.30501930501930501930501931,407.9884169884169884169884174,259,259,99a79a34ae3a741ab6e6,R04,2019-08-22,2019
0.05,NQU9,full_overnight,41.52985074626865671641791045,539.4552238805970149253731343,134,134,99b5f02acc5250e4b142,R03,2019-09-09,2019
0.2,NQH9,prior_rth,13.68456375838926174496644295,905.0436241610738255033557091,298,298,99ccf3e9348e62d52275,R01,2019-02-13,2019
0.2,NQH9,prior_rth,13.68456375838926174496644295,905.0436241610738255033557091,298,298,99ccf3e9348e62d52275,R02,2019-02-13,2019
0.1,NQZ9,opening_hour_rth,6.354166666666666666666666667,475.322916666666666666666666,192,192,99e0df740cd6fb47582f,R05,2019-10-30,2019
0.05,NQZ9,prior_rth,17.89519650655021834061135371,1087.11353711790393013100437,229,229,99f8625a549dc21d3454,R01,2019-11-13,2019
0.05,NQZ9,prior_rth,17.89519650655021834061135371,1087.11353711790393013100437,229,229,99f8625a549dc21d3454,R02,2019-11-13,2019
0.1,NQU9,opening_hour_rth,6.708333333333333333333333333,376.9358974358974358974358958,312,312,99fde6d3e7d2523479ec,R05,2019-08-09,2019
0.1,NQH0,prior_rth,23.32258064516129032258064516,1696.37903225806451612903226,124,124,9a196a23d2a9bc42cd43,R01,2019-12-23,2019
0.1,NQH0,prior_rth,23.32258064516129032258064516,1696.37903225806451612903226,124,124,9a196a23d2a9bc42cd43,R02,2019-12-23,2019
0.1,NQU9,midnight,12.04776579352850539291217257,225.2187981510015408320493076,649,649,9a25e08d3bfa3241c77e,R04,2019-08-14,2019
0.1,NQZ9,full_overnight,18.23121387283236994219653179,397.5317919075144508670520254,346,346,9a3610f1e4bbccadadc6,R03,2019-12-10,2019
0.1,NQM9,prior_rth,20.96319018404907975460122699,1712.889570552147239263803683,163,163,9ab16d9c462ef726ef67,R01,2019-04-17,2019
0.1,NQM9,prior_rth,20.96319018404907975460122699,1712.889570552147239263803683,163,163,9ab16d9c462ef726ef67,R02,2019-04-17,2019
0.2,NQU9,opening_hour_rth,8.411764705882352941176470588,1085.752941176470588235294117,85,85,9abb841bd2158b01eedb,R05,2019-08-29,2019
0.2,NQU9,opening_hour_rth,8.1875,2473.640625000000000000000003,64,64,9ac22d142703b236bf22,R05,2019-08-07,2019
0.2,NQM9,midnight,12.92622950819672131147540984,244.4221311475409836065573773,488,488,9ae08676416fbeae2a07,R04,2019-05-13,2019
0.1,NQM9,full_overnight,26.828125,424.0338541666666666666666688,384,384,9ae28c0a64bcff1fcc7d,R03,2019-05-08,2019
0.05,NQM9,prior_rth,9.317803660565723793677204659,696.6405990016638935108153063,601,601,9af40195d955f670abab,R01,2019-03-22,2019
0.05,NQM9,prior_rth,9.317803660565723793677204659,696.6405990016638935108153063,601,601,9af40195d955f670abab,R02,2019-03-22,2019
0.2,NQZ9,midnight,27.20588235294117647058823529,429.8627450980392156862745094,102,102,9af9d30bff54dde8bf4c,R04,2019-10-25,2019
0.2,NQM9,full_overnight,29.1025641025641025641025641,830.1730769230769230769230795,156,156,9b0b3fc154a69d1c8731,R03,2019-05-29,2019
0.1,NQZ9,midnight,27.39583333333333333333333333,360.2604166666666666666666668,96,96,9b1adafcee0dda7f1e62,R04,2019-09-18,2019
0.2,NQM9,opening_hour_rth,5.75,513.2560975609756097560975607,164,164,9b70e4ecbf2ba154a719,R05,2019-03-18,2019
0.05,NQH0,midnight,17.45588235294117647058823529,354.1617647058823529411764707,136,136,9b72cc61952c99d96fc4,R04,2019-12-30,2019
0.05,NQU9,midnight,19.00257069408740359897172237,269.095115681233933161953729,389,389,9b7facf4bd0bc70bce5d,R04,2019-08-27,2019
0.2,NQM9,midnight,13.91428571428571428571428571,218.7952380952380952380952379,210,210,9b81b40639db4a6e12cb,R04,2019-03-13,2019
0.1,NQU9,full_overnight,43.6257668711656441717791411,1094.944785276073619631901839,163,163,9bb24a67169e30e161b6,R03,2019-08-02,2019
0.1,NQH9,full_overnight,23.29126213592233009708737864,365.4514563106796116504854366,206,206,9bbaedc043b5a2768f25,R03,2019-02-13,2019
0.1,NQH9,opening_hour_rth,12.09836065573770491803278689,656.4863387978142076502732235,183,183,9bf6f148e5b70d64a980,R05,2019-01-09,2019
0.05,NQU9,midnight,36.4,546.9294117647058823529411765,85,85,9c0ef5e11ef9dc86e2f5,R04,2019-09-09,2019
0.05,NQM9,midnight,27.94017094017094017094017094,521.8974358974358974358974358,117,117,9c12bd1bded292ac539a,R04,2019-05-02,2019
0.2,NQZ9,prior_rth,12.57540603248259860788863109,645.5823665893271461716937327,431,431,9c254aebed34a108a194,R01,2019-10-23,2019
0.2,NQZ9,prior_rth,12.57540603248259860788863109,645.5823665893271461716937327,431,431,9c254aebed34a108a194,R02,2019-10-23,2019
0.05,NQU9,opening_hour_rth,7.731818181818181818181818182,719.6045454545454545454545436,220,220,9c33c26eebeda0cef26a,R05,2019-08-07,2019
0.1,NQH9,prior_rth,18.19327731092436974789915966,889.0924369747899159663865557,476,476,9c522b695454efb25bc9,R01,2019-01-09,2019
0.1,NQH9,prior_rth,18.19327731092436974789915966,889.0924369747899159663865557,476,476,9c522b695454efb25bc9,R02,2019-01-09,2019
0.1,NQM9,opening_hour_rth,7.223826714801444043321299639,483.2310469314079422382671433,277,277,9c61b05720517f18ed5e,R05,2019-06-05,2019
0.05,NQZ9,prior_rth,31.77952755905511811023622047,1832.929133858267716535433074,127,127,9c8070de5c27ed6c2189,R01,2019-12-05,2019
0.05,NQZ9,prior_rth,31.77952755905511811023622047,1832.929133858267716535433074,127,127,9c8070de5c27ed6c2189,R02,2019-12-05,2019
0.05,NQH0,full_overnight,25.51470588235294117647058824,487.8235294117647058823529413,136,136,9c9473cb5b523a71e4e1,R03,2019-12-30,2019
0.05,NQM9,prior_rth,20.43783783783783783783783784,1540.929729729729729729729732,185,185,9cb49d08b25e81100696,R01,2019-04-03,2019
0.05,NQM9,prior_rth,20.43783783783783783783783784,1540.929729729729729729729732,185,185,9cb49d08b25e81100696,R02,2019-04-03,2019
0.2,NQM9,midnight,14.08780487804878048780487805,496.112195121951219512195122,205,205,9cce6b370ea08ee36ef4,R04,2019-05-07,2019
0.2,NQU9,opening_hour_rth,6.555555555555555555555555556,988.711111111111111111111111,90,90,9d3682694cb42e6d421a,R05,2019-07-22,2019
0.05,NQZ9,opening_hour_rth,12.53333333333333333333333333,858.5600000000000000000000003,75,75,9d3cc06fad1d9f5f35f7,R05,2019-09-20,2019
0.05,NQZ9,prior_rth,18.92376681614349775784753363,1284.340807174887892376681615,223,223,9d6926f9e5b38db1c8de,R01,2019-11-15,2019
0.05,NQZ9,prior_rth,18.92376681614349775784753363,1284.340807174887892376681615,223,223,9d6926f9e5b38db1c8de,R02,2019-11-15,2019
0.1,NQH9,opening_hour_rth,8,1115.609523809523809523809524,105,105,9d739f269dc1494f6570,R05,2019-02-14,2019
0.2,NQH9,midnight,28.85840707964601769911504425,399.8938053097345132743362831,113,113,9d769034b9653b5841f2,R04,2019-02-26,2019
0.2,NQZ9,full_overnight,20.17768595041322314049586777,444.9710743801652892561983467,242,242,9d78bad978c5b1dd5eff,R03,2019-11-18,2019
0.2,NQM9,prior_rth,21.33510638297872340425531915,1387.675531914893617021276602,188,188,9dc536ca0e9dfa2795fe,R01,2019-04-12,2019
0.2,NQM9,prior_rth,21.33510638297872340425531915,1387.675531914893617021276602,188,188,9dc536ca0e9dfa2795fe,R02,2019-04-12,2019
0.05,NQM9,full_overnight,19.36650485436893203883495146,252.7524271844660194174757282,412,412,9dd29901ebe5af993ddf,R03,2019-06-13,2019
0.05,NQU9,opening_hour_rth,10.00684931506849315068493151,520.9657534246575342465753423,146,146,9de0f87bbb23851f4c6c,R05,2019-09-06,2019
0.05,NQH9,midnight,20.89440993788819875776397516,305.6645962732919254658385093,161,161,9dfc46527e3e96c5309b,R04,2019-02-28,2019
0.2,NQH9,midnight,25.71559633027522935779816514,339.9174311926605504587155967,109,109,9e35033db9af4abf0f24,R04,2019-03-06,2019
0.1,NQU9,midnight,27.23913043478260869565217391,405.5869565217391304347826084,138,138,9e3cba333c0e4a229390,R04,2019-07-09,2019
0.1,NQZ9,midnight,36.41269841269841269841269841,570.9841269841269841269841267,63,63,9e612c3a25851f07a976,R04,2019-12-09,2019
0.1,NQZ9,full_overnight,30.91044776119402985074626866,461.8208955223880597014925369,134,134,9e7429b2e3ab5b2bd93c,R03,2019-10-28,2019
0.2,NQU9,prior_rth,24.85,2933.008333333333333333333335,120,120,9e7bbdbfe8dcc72dc08f,R01,2019-09-04,2019
0.2,NQU9,prior_rth,24.85,2933.008333333333333333333335,120,120,9e7bbdbfe8dcc72dc08f,R02,2019-09-04,2019
0.05,NQZ9,midnight,23.27526132404181184668989547,377.0174216027874564459930317,287,287,9ea2944ff6afdee270d4,R04,2019-10-04,2019
0.1,NQM9,opening_hour_rth,3.489795918367346938775510204,281.688775510204081632653064,392,392,9eadfa0f7dcc03bb6a3f,R05,2019-05-16,2019
0.05,NQZ9,opening_hour_rth,7.602339181286549707602339181,445.2690058479532163742690056,171,171,9ebf58f6e6121cebc13d,R05,2019-10-21,2019
0.05,NQH9,prior_rth,20.1048951048951048951048951,1174.360139860139860139860142,286,286,9ec1ed854d101956b7e8,R01,2019-01-28,2019
