relationship_id,node_class,inside_volume_value_area,count
R01,NONPOC_ATOMIC_HVN,False,99
R01,NONPOC_ATOMIC_HVN,True,1001
R01,POC_ATOMIC,True,741
R02,NONPOC_ATOMIC_HVN,False,99
R02,NONPOC_ATOMIC_HVN,True,1001
R02,POC_ATOMIC,True,741
R03,NONPOC_ATOMIC_HVN,False,258
R03,NONPOC_ATOMIC_HVN,True,955
R03,POC_ATOMIC,True,531
R04,NONPOC_ATOMIC_HVN,False,132
R04,NONPOC_ATOMIC_HVN,True,769
R04,POC_ATOMIC,True,672
R05,NONPOC_ATOMIC_HVN,False,119
R05,NONPOC_ATOMIC_HVN,True,739
R05,POC_ATOMIC,True,737
