population,volume,displacement,efficiency,horizon_bars,control_arm,treated_events,control_events,treated_continued_pct,control_continued_pct,difference_pp,full_years_agreeing,consistent,underpowered,treated_2019,treated_2021,treated_2023,treated_2025
POC,normal,1.0_1.5,low,30,C01_NEUTRAL,3,2,33.33,50.00,-16.67,0/4,False,True,,0.00,,50.00
POC,normal,1.0_1.5,low,30,C02_ACTIVITY_MATCHED,3,2,33.33,50.00,-16.67,0/4,False,True,,0.00,,50.00
POC,normal,1.0_1.5,low,60,C01_NEUTRAL,3,2,66.67,50.00,16.67,1/4,False,True,,100.00,,50.00
POC,normal,1.0_1.5,low,60,C02_ACTIVITY_MATCHED,3,2,66.67,0.00,66.67,1/4,False,True,,100.00,,50.00
POC,normal,1.0_1.5,medium,15,C01_NEUTRAL,1,2,100.00,0.00,100.00,1/4,False,True,,100.00,,
POC,normal,1.0_1.5,medium,15,C02_ACTIVITY_MATCHED,1,1,100.00,100.00,0.00,0/4,False,True,,100.00,,
POC,normal,1.0_1.5,medium,30,C01_NEUTRAL,1,2,100.00,50.00,50.00,0/4,False,True,,100.00,,
POC,normal,1.0_1.5,medium,30,C02_ACTIVITY_MATCHED,1,1,100.00,0.00,100.00,0/4,False,True,,100.00,,
POC,normal,1.0_1.5,medium,60,C01_NEUTRAL,1,2,100.00,50.00,50.00,0/4,False,True,,100.00,,
POC,normal,1.0_1.5,medium,60,C02_ACTIVITY_MATCHED,1,1,100.00,100.00,0.00,0/4,False,True,,100.00,,
POC,normal,gt_1.5,low,15,C01_NEUTRAL,249,243,51.00,51.03,-0.03,2/4,False,False,42.19,46.15,60.00,56.00
POC,normal,gt_1.5,low,15,C02_ACTIVITY_MATCHED,249,173,51.00,42.20,8.80,4/4,True,False,42.19,46.15,60.00,56.00
POC,normal,gt_1.5,low,30,C01_NEUTRAL,249,242,53.01,50.00,3.01,3/4,True,False,48.44,50.77,57.14,56.00
POC,normal,gt_1.5,low,30,C02_ACTIVITY_MATCHED,249,173,53.01,50.29,2.72,3/4,True,False,48.44,50.77,57.14,56.00
POC,normal,gt_1.5,low,60,C01_NEUTRAL,243,237,48.56,45.57,2.99,2/4,False,False,44.44,42.86,55.88,51.02
POC,normal,gt_1.5,low,60,C02_ACTIVITY_MATCHED,243,170,48.56,43.53,5.03,3/4,True,False,44.44,42.86,55.88,51.02
POC,normal,gt_1.5,medium,15,C01_NEUTRAL,239,251,48.12,46.22,1.90,3/4,True,False,42.19,49.15,51.56,50.00
POC,normal,gt_1.5,medium,15,C02_ACTIVITY_MATCHED,239,160,48.12,48.75,-0.63,1/4,False,False,42.19,49.15,51.56,50.00
POC,normal,gt_1.5,medium,30,C01_NEUTRAL,239,251,53.14,47.01,6.13,4/4,True,False,56.25,50.85,48.44,57.69
POC,normal,gt_1.5,medium,30,C02_ACTIVITY_MATCHED,239,160,53.14,50.62,2.52,3/4,True,False,56.25,50.85,48.44,57.69
POC,normal,gt_1.5,medium,60,C01_NEUTRAL,237,250,57.38,57.20,0.18,1/4,False,False,52.38,59.32,57.14,61.54
POC,normal,gt_1.5,medium,60,C02_ACTIVITY_MATCHED,237,159,57.38,54.72,2.66,3/4,True,False,52.38,59.32,57.14,61.54
POC,normal,gt_1.5,high,15,C01_NEUTRAL,85,76,55.29,56.58,-1.29,3/4,True,False,37.50,62.50,31.82,82.61
POC,normal,gt_1.5,high,15,C02_ACTIVITY_MATCHED,85,57,55.29,43.86,11.43,3/4,True,False,37.50,62.50,31.82,82.61
POC,normal,gt_1.5,high,30,C01_NEUTRAL,85,76,48.24,56.58,-8.34,4/4,True,False,37.50,54.17,27.27,69.57
POC,normal,gt_1.5,high,30,C02_ACTIVITY_MATCHED,85,57,48.24,49.12,-0.88,2/4,False,False,37.50,54.17,27.27,69.57
POC,normal,gt_1.5,high,60,C01_NEUTRAL,84,76,52.38,55.26,-2.88,3/4,True,False,43.75,65.22,36.36,60.87
POC,normal,gt_1.5,high,60,C02_ACTIVITY_MATCHED,84,56,52.38,53.57,-1.19,3/4,True,False,43.75,65.22,36.36,60.87
POC,elevated,0.5_1.0,low,15,C02_ACTIVITY_MATCHED,1,2,100.00,100.00,0.00,0/4,False,True,,100.00,,
POC,elevated,0.5_1.0,low,30,C02_ACTIVITY_MATCHED,1,2,100.00,50.00,50.00,0/4,False,True,,100.00,,
POC,elevated,0.5_1.0,low,60,C02_ACTIVITY_MATCHED,1,2,100.00,50.00,50.00,0/4,False,True,,100.00,,
POC,elevated,1.0_1.5,medium,15,C01_NEUTRAL,1,1,0.00,0.00,0.00,0/4,False,True,,0.00,,
POC,elevated,1.0_1.5,medium,30,C01_NEUTRAL,1,1,0.00,0.00,0.00,0/4,False,True,,0.00,,
POC,elevated,1.0_1.5,medium,60,C01_NEUTRAL,1,1,0.00,0.00,0.00,0/4,False,True,,0.00,,
POC,elevated,gt_1.5,low,15,C01_NEUTRAL,98,106,43.88,45.28,-1.40,2/4,False,False,61.90,35.48,50.00,34.62
POC,elevated,gt_1.5,low,15,C02_ACTIVITY_MATCHED,98,64,43.88,45.31,-1.43,2/4,False,False,61.90,35.48,50.00,34.62
POC,elevated,gt_1.5,low,30,C01_NEUTRAL,98,106,51.02,50.00,1.02,2/4,False,False,76.19,48.39,45.00,38.46
POC,elevated,gt_1.5,low,30,C02_ACTIVITY_MATCHED,98,63,51.02,50.79,0.23,2/4,False,False,76.19,48.39,45.00,38.46
POC,elevated,gt_1.5,low,60,C01_NEUTRAL,94,101,44.68,53.47,-8.79,3/4,True,False,42.86,30.00,47.37,62.50
POC,elevated,gt_1.5,low,60,C02_ACTIVITY_MATCHED,94,61,44.68,59.02,-14.34,3/4,True,False,42.86,30.00,47.37,62.50
POC,elevated,gt_1.5,medium,15,C01_NEUTRAL,83,81,56.63,49.38,7.25,3/4,True,False,65.38,47.37,50.00,64.29
POC,elevated,gt_1.5,medium,15,C02_ACTIVITY_MATCHED,83,61,56.63,54.10,2.53,2/4,False,False,65.38,47.37,50.00,64.29
POC,elevated,gt_1.5,medium,30,C01_NEUTRAL,82,81,52.44,43.21,9.23,3/4,True,False,56.00,47.37,50.00,57.14
POC,elevated,gt_1.5,medium,30,C02_ACTIVITY_MATCHED,82,61,52.44,49.18,3.26,3/4,True,False,56.00,47.37,50.00,57.14
POC,elevated,gt_1.5,medium,60,C01_NEUTRAL,82,81,58.54,50.62,7.92,3/4,True,False,44.00,63.16,54.17,85.71
POC,elevated,gt_1.5,medium,60,C02_ACTIVITY_MATCHED,82,61,58.54,54.10,4.44,3/4,True,False,44.00,63.16,54.17,85.71
POC,elevated,gt_1.5,high,15,C01_NEUTRAL,33,38,48.48,52.63,-4.15,3/4,True,False,72.73,12.50,50.00,50.00
POC,elevated,gt_1.5,high,15,C02_ACTIVITY_MATCHED,33,20,48.48,55.00,-6.52,3/4,False,True,72.73,12.50,50.00,50.00
POC,elevated,gt_1.5,high,30,C01_NEUTRAL,33,38,51.52,57.89,-6.37,3/4,True,False,63.64,12.50,62.50,66.67
POC,elevated,gt_1.5,high,30,C02_ACTIVITY_MATCHED,33,20,51.52,60.00,-8.48,2/4,False,True,63.64,12.50,62.50,66.67
POC,elevated,gt_1.5,high,60,C01_NEUTRAL,33,38,54.55,55.26,-0.71,3/4,True,False,63.64,12.50,75.00,66.67
POC,elevated,gt_1.5,high,60,C02_ACTIVITY_MATCHED,33,19,54.55,57.89,-3.34,2/4,False,True,63.64,12.50,75.00,66.67
POC,extreme,1.0_1.5,low,15,C01_NEUTRAL,3,3,0.00,100.00,-100.00,1/4,False,True,0.00,0.00,0.00,
POC,extreme,1.0_1.5,low,15,C02_ACTIVITY_MATCHED,3,3,0.00,33.33,-33.33,0/4,False,True,0.00,0.00,0.00,
POC,extreme,1.0_1.5,low,30,C01_NEUTRAL,3,3,33.33,66.67,-33.34,1/4,False,True,0.00,0.00,100.00,
POC,extreme,1.0_1.5,low,30,C02_ACTIVITY_MATCHED,3,3,33.33,33.33,0.00,0/4,False,True,0.00,0.00,100.00,
POC,extreme,1.0_1.5,low,60,C01_NEUTRAL,3,3,33.33,66.67,-33.34,1/4,False,True,0.00,0.00,100.00,
POC,extreme,1.0_1.5,low,60,C02_ACTIVITY_MATCHED,3,3,33.33,0.00,33.33,0/4,False,True,0.00,0.00,100.00,
POC,extreme,gt_1.5,low,15,C01_NEUTRAL,285,277,49.82,49.10,0.72,2/4,False,False,43.28,49.21,46.84,59.21
POC,extreme,gt_1.5,low,15,C02_ACTIVITY_MATCHED,285,210,49.82,52.38,-2.56,3/4,True,False,43.28,49.21,46.84,59.21
POC,extreme,gt_1.5,low,30,C01_NEUTRAL,285,277,53.33,51.26,2.07,2/4,False,False,58.21,58.73,44.30,53.95
POC,extreme,gt_1.5,low,30,C02_ACTIVITY_MATCHED,285,208,53.33,50.48,2.85,3/4,True,False,58.21,58.73,44.30,53.95
POC,extreme,gt_1.5,low,60,C01_NEUTRAL,280,273,55.71,54.21,1.50,3/4,True,False,49.25,51.67,60.26,60.00
POC,extreme,gt_1.5,low,60,C02_ACTIVITY_MATCHED,280,201,55.71,50.75,4.96,4/4,True,False,49.25,51.67,60.26,60.00
POC,extreme,gt_1.5,medium,15,C01_NEUTRAL,165,185,60.00,53.51,6.49,3/4,True,False,53.19,59.57,70.59,59.46
POC,extreme,gt_1.5,medium,15,C02_ACTIVITY_MATCHED,165,125,60.00,56.00,4.00,3/4,True,False,53.19,59.57,70.59,59.46
POC,extreme,gt_1.5,medium,30,C01_NEUTRAL,165,185,53.94,51.35,2.59,3/4,True,False,51.06,57.45,61.76,45.95
POC,extreme,gt_1.5,medium,30,C02_ACTIVITY_MATCHED,165,125,53.94,50.40,3.54,3/4,True,False,51.06,57.45,61.76,45.95
POC,extreme,gt_1.5,medium,60,C01_NEUTRAL,159,178,54.09,53.93,0.16,1/4,False,False,53.19,62.79,50.00,48.65
POC,extreme,gt_1.5,medium,60,C02_ACTIVITY_MATCHED,159,122,54.09,53.28,0.81,2/4,False,False,53.19,62.79,50.00,48.65
POC,extreme,gt_1.5,high,15,C01_NEUTRAL,46,47,50.00,51.06,-1.06,2/4,False,False,41.67,41.67,75.00,50.00
POC,extreme,gt_1.5,high,15,C02_ACTIVITY_MATCHED,46,35,50.00,62.86,-12.86,3/4,True,False,41.67,41.67,75.00,50.00
POC,extreme,gt_1.5,high,30,C01_NEUTRAL,46,47,60.87,46.81,14.06,3/4,True,False,66.67,58.33,75.00,50.00
POC,extreme,gt_1.5,high,30,C02_ACTIVITY_MATCHED,46,35,60.87,62.86,-1.99,2/4,False,False,66.67,58.33,75.00,50.00
POC,extreme,gt_1.5,high,60,C01_NEUTRAL,46,47,69.57,59.57,10.00,2/4,False,False,75.00,50.00,75.00,78.57
POC,extreme,gt_1.5,high,60,C02_ACTIVITY_MATCHED,46,34,69.57,58.82,10.75,3/4,True,False,75.00,50.00,75.00,78.57
POC,undefined,gt_1.5,low,15,C01_NEUTRAL,12,11,58.33,63.64,-5.31,1/4,False,True,0.00,60.00,80.00,
POC,undefined,gt_1.5,low,15,C02_ACTIVITY_MATCHED,12,8,58.33,25.00,33.33,2/4,False,True,0.00,60.00,80.00,
POC,undefined,gt_1.5,low,30,C01_NEUTRAL,11,10,54.55,60.00,-5.45,1/4,False,True,50.00,25.00,80.00,
POC,undefined,gt_1.5,low,30,C02_ACTIVITY_MATCHED,11,8,54.55,0.00,54.55,3/4,False,True,50.00,25.00,80.00,
POC,undefined,gt_1.5,low,60,C01_NEUTRAL,11,10,72.73,80.00,-7.27,2/4,False,True,50.00,75.00,80.00,
POC,undefined,gt_1.5,low,60,C02_ACTIVITY_MATCHED,11,8,72.73,50.00,22.73,2/4,False,True,50.00,75.00,80.00,
POC,undefined,gt_1.5,medium,15,C01_NEUTRAL,9,10,55.56,60.00,-4.44,1/4,False,True,33.33,100.00,0.00,66.67
POC,undefined,gt_1.5,medium,15,C02_ACTIVITY_MATCHED,9,8,55.56,87.50,-31.94,3/4,False,True,33.33,100.00,0.00,66.67
POC,undefined,gt_1.5,medium,30,C01_NEUTRAL,9,10,44.44,60.00,-15.56,3/4,False,True,66.67,0.00,0.00,66.67
POC,undefined,gt_1.5,medium,30,C02_ACTIVITY_MATCHED,9,8,44.44,87.50,-43.06,4/4,False,True,66.67,0.00,0.00,66.67
POC,undefined,gt_1.5,medium,60,C01_NEUTRAL,9,10,33.33,30.00,3.33,1/4,False,True,33.33,0.00,0.00,66.67
POC,undefined,gt_1.5,medium,60,C02_ACTIVITY_MATCHED,9,8,33.33,62.50,-29.17,2/4,False,True,33.33,0.00,0.00,66.67
POC,undefined,gt_1.5,high,15,C01_NEUTRAL,2,1,100.00,100.00,0.00,0/4,False,True,,100.00,100.00,
POC,undefined,gt_1.5,high,15,C02_ACTIVITY_MATCHED,2,2,100.00,100.00,0.00,0/4,False,True,,100.00,100.00,
POC,undefined,gt_1.5,high,30,C01_NEUTRAL,2,1,100.00,100.00,0.00,0/4,False,True,,100.00,100.00,
POC,undefined,gt_1.5,high,30,C02_ACTIVITY_MATCHED,2,2,100.00,100.00,0.00,0/4,False,True,,100.00,100.00,
POC,undefined,gt_1.5,high,60,C01_NEUTRAL,2,1,50.00,100.00,-50.00,1/4,False,True,,0.00,100.00,
POC,undefined,gt_1.5,high,60,C02_ACTIVITY_MATCHED,2,2,50.00,0.00,50.00,0/4,False,True,,0.00,100.00,
