relationship_id,control_family,allocation_method,bin_ratio,prominence_threshold,year,count,mean,median,standard_deviation,iqr,expected_sign_share,ci_low,ci_high
R04,C02,tpo_range_occupancy,0.05,1.5,2025,4,0.06666666666666666666666666668,0.03333333333333333333333333333,0.1154700538379251529018297561,0.06666666666666666666666666668,0.75,-0.01666666666666666666666666666,0.1833333333333333333333333334
R04,C02,tpo_range_occupancy,0.1,1.5,2019,1,0.1333333333333333333333333333,0.1333333333333333333333333333,,0,1,0.1333333333333333333333333333,0.1333333333333333333333333333
R04,C02,tpo_range_occupancy,0.1,1.5,2021,2,0.01666666666666666666666666667,0.01666666666666666666666666667,0.02357022603955158414669481208,0.01666666666666666666666666666,0.5,0,0.03333333333333333333333333334
R04,C02,tpo_range_occupancy,0.1,1.5,2023,6,-0.03333333333333333333333333332,-0.0333333333333333333333333333,0.1505545305418161989981366657,0.1833333333333333333333333334,0.5,-0.1388888888888888888888888889,0.0777777777777777777777777778
R04,C02,tpo_range_occupancy,0.1,1.5,2025,4,0.06666666666666666666666666668,0.03333333333333333333333333333,0.1154700538379251529018297561,0.06666666666666666666666666668,0.75,-0.01666666666666666666666666666,0.1833333333333333333333333334
R04,C02,tpo_range_occupancy,0.2,1.5,2019,1,0.1333333333333333333333333333,0.1333333333333333333333333333,,0,1,0.1333333333333333333333333333,0.1333333333333333333333333333
R04,C02,tpo_range_occupancy,0.2,1.5,2021,1,-0.03333333333333333333333333333,-0.03333333333333333333333333333,,0,0,-0.03333333333333333333333333333,-0.03333333333333333333333333333
R04,C02,tpo_range_occupancy,0.2,1.5,2023,4,-0.008333333333333333333333333325,-0.0333333333333333333333333333,0.161875580937038504589952804,0.1916666666666666666666666668,0.5,-0.1333333333333333333333333334,0.125
R04,C02,tpo_range_occupancy,0.2,1.5,2025,1,-0.3333333333333333333333333333,-0.3333333333333333333333333333,,0,0,-0.3333333333333333333333333333,-0.3333333333333333333333333333
R04,C02,uniform_bar_volume,0.05,1.5,2019,2,0.3666666666666666666666666666,0.3666666666666666666666666667,0.4242640687119285146405066171,0.2999999999999999999999999999,1,0.0666666666666666666666666667,0.6666666666666666666666666666
R04,C02,uniform_bar_volume,0.05,1.5,2021,3,-0.0111111111111111111111111111,0.06666666666666666666666666667,0.2589151155051343019929067756,0.2499999999999999999999999999,0.6666666666666666666666666667,-0.3,0.2
R04,C02,uniform_bar_volume,0.05,1.5,2023,5,-0.07999999999999999999999999998,-0.1,0.1909042808436847087258613498,0.1666666666666666666666666666,0.2,-0.2066666666666666666666666666,0.08000000000000000000000000005
R04,C02,uniform_bar_volume,0.05,1.5,2025,3,0.06666666666666666666666666667,0,0.1154700538379251529018297561,0.1,0.3333333333333333333333333333,0,0.2
R04,C02,uniform_bar_volume,0.05,2,2021,1,-0.3,-0.3,,0,0,-0.3,-0.3
R04,C02,uniform_bar_volume,0.05,2,2025,2,0.1,0.1,0.1414213562373095048801688724,0.1,0.5,0,0.2
R04,C02,uniform_bar_volume,0.1,1.5,2019,2,0.35,0.35,0.4478342947514800987872014292,0.3166666666666666666666666666,1,0.0333333333333333333333333334,0.6666666666666666666666666666
R04,C02,uniform_bar_volume,0.1,1.5,2021,3,0.1444444444444444444444444445,0.1666666666666666666666666667,0.06938886664887109117607659024,0.0666666666666666666666666667,1,0.06666666666666666666666666667,0.2
R04,C02,uniform_bar_volume,0.1,1.5,2023,5,-0.07999999999999999999999999998,-0.1,0.1909042808436847087258613498,0.1666666666666666666666666666,0.2,-0.2066666666666666666666666666,0.08000000000000000000000000005
R04,C02,uniform_bar_volume,0.1,1.5,2025,4,-0.05833333333333333333333333335,-0.08333333333333333333333333335,0.2043508239749946769449630238,0.2416666666666666666666666667,0.25,-0.2166666666666666666666666667,0.1083333333333333333333333333
R04,C02,uniform_bar_volume,0.1,2,2025,1,0.2,0.2,,0,1,0.2,0.2
R04,C02,uniform_bar_volume,0.2,1.5,2019,2,0.3666666666666666666666666666,0.3666666666666666666666666667,0.4242640687119285146405066171,0.2999999999999999999999999999,1,0.0666666666666666666666666667,0.6666666666666666666666666666
R04,C02,uniform_bar_volume,0.2,1.5,2021,2,0.1,0.1,0.1414213562373095048801688724,0.1,0.5,0,0.2
R04,C02,uniform_bar_volume,0.2,1.5,2023,3,-0.02222222222222222222222222221,-0.03333333333333333333333333333,0.2501851166488378312872978049,0.2500000000000000000000000001,0.3333333333333333333333333333,-0.2666666666666666666666666667,0.2333333333333333333333333334
R04,C02,uniform_bar_volume,0.2,1.5,2025,3,-0.1555555555555555555555555555,-0.06666666666666666666666666667,0.1539600717839002038691063415,0.1333333333333333333333333333,0,-0.3333333333333333333333333333,-0.06666666666666666666666666667
R05,C01,tpo_range_occupancy,0.05,1.5,2019,4,-0.2083333333333333333333333333,-0.1333333333333333333333333333,0.2283191398670501947667505643,0.225,0,-0.4166666666666666666666666666,-0.05
R05,C01,tpo_range_occupancy,0.05,1.5,2021,2,0.2,0.2,0.2828427124746190097603377448,0.2,0.5,0,0.4
R05,C01,tpo_range_occupancy,0.05,1.5,2023,4,0.2,0.1333333333333333333333333334,0.2788866755113585159927240086,0.35,0.5,-0.01666666666666666666666666665,0.425
R05,C01,tpo_range_occupancy,0.05,1.5,2025,1,0.1,0.1,,0,1,0.1,0.1
R05,C01,tpo_range_occupancy,0.05,2,2019,2,-0.0666666666666666666666666667,-0.0666666666666666666666666667,0.1885618083164126731735584965,0.1333333333333333333333333334,0.5,-0.2,0.0666666666666666666666666666
R05,C01,tpo_range_occupancy,0.05,2,2023,1,-0.1,-0.1,,0,0,-0.1,-0.1
R05,C01,tpo_range_occupancy,0.1,1.5,2019,4,-0.2083333333333333333333333333,-0.1333333333333333333333333333,0.2283191398670501947667505643,0.225,0,-0.4166666666666666666666666666,-0.05
R05,C01,tpo_range_occupancy,0.1,1.5,2023,4,0.3666666666666666666666666668,0.4166666666666666666666666667,0.2918650119236377143748802383,0.3833333333333333333333333334,0.75,0.1333333333333333333333333334,0.6
R05,C01,tpo_range_occupancy,0.1,1.5,2025,1,-0.4666666666666666666666666667,-0.4666666666666666666666666667,,0,0,-0.4666666666666666666666666667,-0.4666666666666666666666666667
R05,C01,tpo_range_occupancy,0.1,1.5,2026,1,0.1,0.1,,0,1,0.1,0.1
R05,C01,tpo_range_occupancy,0.1,2,2019,2,-0.0666666666666666666666666667,-0.0666666666666666666666666667,0.1885618083164126731735584965,0.1333333333333333333333333334,0.5,-0.2,0.0666666666666666666666666666
R05,C01,tpo_range_occupancy,0.1,2,2023,1,-0.1666666666666666666666666667,-0.1666666666666666666666666667,,0,0,-0.1666666666666666666666666667,-0.1666666666666666666666666667
R05,C01,tpo_range_occupancy,0.2,1.5,2019,1,-0.1666666666666666666666666667,-0.1666666666666666666666666667,,0,0,-0.1666666666666666666666666667,-0.1666666666666666666666666667
R05,C01,tpo_range_occupancy,0.2,1.5,2023,3,-0.0111111111111111111111111111,-0.0333333333333333333333333333,0.267360209233688103578029728,0.2666666666666666666666666667,0.3333333333333333333333333333,-0.2666666666666666666666666667,0.2666666666666666666666666667
R05,C01,tpo_range_occupancy,0.2,1.5,2025,1,-0.5,-0.5,,0,0,-0.5,-0.5
R05,C01,tpo_range_occupancy,0.2,1.5,2026,2,-0.4166666666666666666666666666,-0.4166666666666666666666666667,0.5892556509887896036673703017,0.4166666666666666666666666667,0,-0.8333333333333333333333333333,0
R05,C01,tpo_range_occupancy,0.2,2,2025,1,-0.5,-0.5,,0,0,-0.5,-0.5
R05,C01,tpo_range_occupancy,0.2,2.5,2021,1,0.1,0.1,,0,1,0.1,0.1
R05,C01,uniform_bar_volume,0.05,1.5,2019,11,0.05757575757575757575757575758,0.2,0.3137907686096684149018193396,0.3500000000000000000000000001,0.7272727272727272727272727273,-0.1272727272727272727272727273,0.2242424242424242424242424242
R05,C01,uniform_bar_volume,0.05,1.5,2021,14,-0.08333333333333333333333333343,-0.01666666666666666666666666667,0.2049598668240858526612499211,0.3000000000000000000000000001,0.3571428571428571428571428571,-0.1904761904761904761904761905,0.01666666666666666666666666667
R05,C01,uniform_bar_volume,0.05,1.5,2023,6,0.2166666666666666666666666667,0.1666666666666666666666666667,0.2062899792902106904362361458,0.1666666666666666666666666666,1,0.08888888888888888888888888893,0.3888888888888888888888888889
R05,C01,uniform_bar_volume,0.05,1.5,2025,4,0.05,0.1333333333333333333333333334,0.2645751311064590590501615754,0.2000000000000000000000000001,0.75,-0.2083333333333333333333333334,0.225
R05,C01,uniform_bar_volume,0.05,1.5,2026,6,0.08888888888888888888888888888,0.0666666666666666666666666667,0.2363299639314741059393468483,0.3083333333333333333333333334,0.5,-0.08333333333333333333333333337,0.2555555555555555555555555556
R05,C01,uniform_bar_volume,0.05,2,2019,7,0.08095238095238095238095238094,0.1,0.2754505688377061112361211161,0.2000000000000000000000000001,0.8571428571428571428571428571,-0.1285714285714285714285714286,0.2476190476190476190476190476
R05,C01,uniform_bar_volume,0.05,2,2021,7,-0.02857142857142857142857142856,0,0.1976047040118707488332532418,0.2666666666666666666666666667,0.4285714285714285714285714286,-0.1666666666666666666666666667,0.1
R05,C01,uniform_bar_volume,0.05,2,2026,2,0.15,0.15,0.3535533905932737622004221811,0.25,0.5,-0.1,0.4
R05,C01,uniform_bar_volume,0.05,2.5,2019,2,-0.05000000000000000000000000005,-0.05000000000000000000000000005,0.1178511301977579207334740604,0.08333333333333333333333333332,0.5,-0.1333333333333333333333333334,0.03333333333333333333333333333
R05,C01,uniform_bar_volume,0.05,2.5,2021,4,-0.09166666666666666666666666665,-0.1666666666666666666666666667,0.2601637660881798989206850016,0.2916666666666666666666666667,0.25,-0.2833333333333333333333333334,0.1333333333333333333333333334
R05,C01,uniform_bar_volume,0.05,2.5,2026,1,0.4,0.4,,0,1,0.4,0.4
R05,C01,uniform_bar_volume,0.1,1.5,2019,11,0.05151515151515151515151515152,0.2,0.3070879846282337094564166285,0.3500000000000000000000000001,0.7272727272727272727272727273,-0.1303030303030303030303030303,0.2121212121212121212121212121
R05,C01,uniform_bar_volume,0.1,1.5,2021,12,-0.01944444444444444444444444448,-0.01666666666666666666666666667,0.3430282060827508224547001996,0.2416666666666666666666666667,0.4166666666666666666666666667,-0.1944444444444444444444444445,0.1888888888888888888888888889
R05,C01,uniform_bar_volume,0.1,1.5,2023,4,0.01666666666666666666666666667,-0.08333333333333333333333333332,0.3360996324945371953254562407,0.2666666666666666666666666667,0.25,-0.2083333333333333333333333334,0.3416666666666666666666666667
R05,C01,uniform_bar_volume,0.1,1.5,2025,2,0.2666666666666666666666666666,0.2666666666666666666666666667,0.4714045207910316829338962415,0.3333333333333333333333333333,0.5,-0.06666666666666666666666666667,0.6
R05,C01,uniform_bar_volume,0.1,1.5,2026,2,-0.1166666666666666666666666666,-0.1166666666666666666666666667,0.1649915822768610890268636845,0.1166666666666666666666666667,0,-0.2333333333333333333333333333,0
R05,C01,uniform_bar_volume,0.1,2,2019,7,0.08095238095238095238095238094,0.1,0.2754505688377061112361211161,0.2000000000000000000000000001,0.8571428571428571428571428571,-0.1285714285714285714285714286,0.2476190476190476190476190476
R05,C01,uniform_bar_volume,0.1,2,2021,6,-0.1833333333333333333333333333,-0.1333333333333333333333333333,0.321627804215438507918971293,0.3666666666666666666666666667,0.3333333333333333333333333333,-0.4444444444444444444444444445,0.02222222222222222222222222221
R05,C01,uniform_bar_volume,0.1,2,2023,1,-0.6,-0.6,,0,0,-0.6,-0.6
R05,C01,uniform_bar_volume,0.1,2,2026,1,-0.1666666666666666666666666666,-0.1666666666666666666666666666,,0,0,-0.1666666666666666666666666666,-0.1666666666666666666666666666
R05,C01,uniform_bar_volume,0.1,2.5,2019,2,-0.0666666666666666666666666667,-0.0666666666666666666666666667,0.1414213562373095048801688724,0.1,0.5,-0.1666666666666666666666666667,0.03333333333333333333333333333
R05,C01,uniform_bar_volume,0.1,2.5,2021,2,-0.2833333333333333333333333334,-0.2833333333333333333333333334,0.02357022603955158414669481205,0.0166666666666666666666666667,0,-0.3,-0.2666666666666666666666666667
R05,C01,uniform_bar_volume,0.1,2.5,2023,1,-0.6333333333333333333333333333,-0.6333333333333333333333333333,,0,0,-0.6333333333333333333333333333,-0.6333333333333333333333333333
R05,C01,uniform_bar_volume,0.2,1.5,2019,4,0.1833333333333333333333333333,0.1833333333333333333333333334,0.1290994448735805628393088467,0.1500000000000000000000000001,1,0.08333333333333333333333333332,0.2833333333333333333333333334
R05,C01,uniform_bar_volume,0.2,1.5,2021,4,0.08333333333333333333333333332,0.06666666666666666666666666665,0.3584947956644817438381253633,0.3166666666666666666666666666,0.5,-0.2166666666666666666666666666,0.4
R05,C01,uniform_bar_volume,0.2,1.5,2023,4,0.1833333333333333333333333332,0.3,0.4358898943540673552236981984,0.5333333333333333333333333333,0.75,-0.175,0.5166666666666666666666666666
R05,C01,uniform_bar_volume,0.2,1.5,2025,5,-0.16,-0.0333333333333333333333333333,0.3076794869123820328961185484,0.3666666666666666666666666667,0.4,-0.42,0.06000000000000000000000000001
R05,C01,uniform_bar_volume,0.2,1.5,2026,2,-0.1833333333333333333333333333,-0.1833333333333333333333333333,0.2121320343559642573202533086,0.15,0,-0.3333333333333333333333333333,-0.0333333333333333333333333333
R05,C01,uniform_bar_volume,0.2,2,2019,2,0.1833333333333333333333333333,0.1833333333333333333333333333,0.2121320343559642573202533086,0.15,1,0.03333333333333333333333333333,0.3333333333333333333333333333
R05,C01,uniform_bar_volume,0.2,2,2021,1,-0.3333333333333333333333333333,-0.3333333333333333333333333333,,0,0,-0.3333333333333333333333333333,-0.3333333333333333333333333333
R05,C01,uniform_bar_volume,0.2,2,2023,1,0.6666666666666666666666666667,0.6666666666666666666666666667,,0,1,0.6666666666666666666666666667,0.6666666666666666666666666667
R05,C01,uniform_bar_volume,0.2,2,2026,1,-0.1,-0.1,,0,0,-0.1,-0.1
R05,C02,tpo_range_occupancy,0.05,1.5,2019,3,-0.05555555555555555555555555557,-0.0333333333333333333333333334,0.06938886664887109117607659021,0.06666666666666666666666666665,0,-0.1333333333333333333333333333,0
R05,C02,tpo_range_occupancy,0.05,1.5,2021,1,0,0,,0,0,0,0
R05,C02,tpo_range_occupancy,0.05,1.5,2023,1,-0.0333333333333333333333333333,-0.0333333333333333333333333333,,0,0,-0.0333333333333333333333333333,-0.0333333333333333333333333333
R05,C02,tpo_range_occupancy,0.05,2,2023,1,-0.1666666666666666666666666667,-0.1666666666666666666666666667,,0,0,-0.1666666666666666666666666667,-0.1666666666666666666666666667
R05,C02,tpo_range_occupancy,0.1,1.5,2019,3,-0.05555555555555555555555555557,-0.0333333333333333333333333334,0.06938886664887109117607659021,0.06666666666666666666666666665,0,-0.1333333333333333333333333333,0
R05,C02,tpo_range_occupancy,0.1,1.5,2023,1,0.6333333333333333333333333333,0.6333333333333333333333333333,,0,1,0.6333333333333333333333333333,0.6333333333333333333333333333
R05,C02,tpo_range_occupancy,0.1,2,2023,1,-0.1666666666666666666666666667,-0.1666666666666666666666666667,,0,0,-0.1666666666666666666666666667,-0.1666666666666666666666666667
R05,C02,tpo_range_occupancy,0.2,1.5,2023,1,0.2666666666666666666666666667,0.2666666666666666666666666667,,0,1,0.2666666666666666666666666667,0.2666666666666666666666666667
R05,C02,tpo_range_occupancy,0.2,2.5,2021,1,0.0333333333333333333333333334,0.0333333333333333333333333334,,0,1,0.0333333333333333333333333334,0.0333333333333333333333333334
R05,C02,uniform_bar_volume,0.05,1.5,2019,6,0.06111111111111111111111111112,0.15,0.2999382652529732875179622026,0.4416666666666666666666666668,0.6666666666666666666666666667,-0.1611111111111111111111111111,0.2666666666666666666666666667
R05,C02,uniform_bar_volume,0.05,1.5,2021,9,-0.04444444444444444444444444444,0.06666666666666666666666666667,0.3100179206289712393327235587,0.4333333333333333333333333333,0.6666666666666666666666666667,-0.2444444444444444444444444444,0.1333333333333333333333333333
R05,C02,uniform_bar_volume,0.05,1.5,2023,3,0.2888888888888888888888888889,0.2,0.2775554665954843647043063609,0.2666666666666666666666666666,1,0.0666666666666666666666666667,0.6
R05,C02,uniform_bar_volume,0.05,1.5,2025,3,0.03333333333333333333333333333,0.1666666666666666666666666667,0.321455025366431833192001035,0.3000000000000000000000000001,0.6666666666666666666666666667,-0.3333333333333333333333333334,0.2666666666666666666666666667
R05,C02,uniform_bar_volume,0.05,1.5,2026,3,0,0.06666666666666666666666666667,0.2081665999466132735282297708,0.2000000000000000000000000001,0.6666666666666666666666666667,-0.2333333333333333333333333334,0.1666666666666666666666666667
R05,C02,uniform_bar_volume,0.05,2,2019,3,0.1111111111111111111111111111,0.2666666666666666666666666667,0.3906310184721543494654882512,0.3666666666666666666666666668,0.6666666666666666666666666667,-0.3333333333333333333333333334,0.4
R05,C02,uniform_bar_volume,0.05,2,2021,1,0.0333333333333333333333333334,0.0333333333333333333333333334,,0,1,0.0333333333333333333333333334,0.0333333333333333333333333334
R05,C02,uniform_bar_volume,0.05,2,2026,1,-0.1,-0.1,,0,0,-0.1,-0.1
R05,C02,uniform_bar_volume,0.05,2.5,2021,1,0.0333333333333333333333333334,0.0333333333333333333333333334,,0,1,0.0333333333333333333333333334,0.0333333333333333333333333334
R05,C02,uniform_bar_volume,0.1,1.5,2019,6,0.06111111111111111111111111112,0.15,0.2999382652529732875179622026,0.4416666666666666666666666668,0.6666666666666666666666666667,-0.1611111111111111111111111111,0.2666666666666666666666666667
R05,C02,uniform_bar_volume,0.1,1.5,2021,4,-0.3833333333333333333333333332,-0.5,0.3048982829780498500912862699,0.2166666666666666666666666667,0.25,-0.5666666666666666666666666667,-0.08333333333333333333333333332
R05,C02,uniform_bar_volume,0.1,1.5,2023,1,-0.1333333333333333333333333333,-0.1333333333333333333333333333,,0,0,-0.1333333333333333333333333333,-0.1333333333333333333333333333
R05,C02,uniform_bar_volume,0.1,1.5,2026,1,0.06666666666666666666666666667,0.06666666666666666666666666667,,0,1,0.06666666666666666666666666667,0.06666666666666666666666666667
R05,C02,uniform_bar_volume,0.1,2,2019,3,0.1111111111111111111111111111,0.2666666666666666666666666667,0.3906310184721543494654882512,0.3666666666666666666666666668,0.6666666666666666666666666667,-0.3333333333333333333333333334,0.4
R05,C02,uniform_bar_volume,0.1,2,2023,1,-0.6666666666666666666666666667,-0.6666666666666666666666666667,,0,0,-0.6666666666666666666666666667,-0.6666666666666666666666666667
R05,C02,uniform_bar_volume,0.1,2,2026,1,-0.1666666666666666666666666666,-0.1666666666666666666666666666,,0,0,-0.1666666666666666666666666666,-0.1666666666666666666666666666
R05,C02,uniform_bar_volume,0.1,2.5,2023,1,-0.6666666666666666666666666667,-0.6666666666666666666666666667,,0,0,-0.6666666666666666666666666667,-0.6666666666666666666666666667
R05,C02,uniform_bar_volume,0.2,1.5,2019,1,0.2333333333333333333333333334,0.2333333333333333333333333334,,0,1,0.2333333333333333333333333334,0.2333333333333333333333333334
R05,C02,uniform_bar_volume,0.2,1.5,2021,1,0,0,,0,0,0,0
R05,C02,uniform_bar_volume,0.2,1.5,2023,2,-0.1333333333333333333333333334,-0.1333333333333333333333333334,0.3771236166328253463471169931,0.2666666666666666666666666667,0.5,-0.4,0.1333333333333333333333333333
R05,C02,uniform_bar_volume,0.2,1.5,2025,4,-0.225,-0.1666666666666666666666666666,0.3131382371342655999840867474,0.3750000000000000000000000001,0.25,-0.4833333333333333333333333334,0.01666666666666666666666666668
R05,C02,uniform_bar_volume,0.2,1.5,2026,2,-0.2166666666666666666666666666,-0.2166666666666666666666666667,0.1649915822768610890268636845,0.1166666666666666666666666667,0,-0.3333333333333333333333333333,-0.1
R05,C02,uniform_bar_volume,0.2,2,2026,1,-0.0333333333333333333333333333,-0.0333333333333333333333333333,,0,0,-0.0333333333333333333333333333,-0.0333333333333333333333333333
