relationship_id,control_family,allocation_method,bin_ratio,prominence_threshold,year,count,mean,median,standard_deviation,iqr,expected_sign_share,ci_low,ci_high
R03,C02,uniform_bar_volume,0.05,1.5,2025,8,0.025,0.03333333333333333333333333333,0.116496474502143503400898342,0.1416666666666666666666666666,0.625,-0.05416666666666666666666666667,0.09583333333333333333333333334
R03,C02,uniform_bar_volume,0.05,2,2019,1,0,0,,0,0,0,0
R03,C02,uniform_bar_volume,0.1,1.5,2019,7,0.02857142857142857142857142859,0,0.1268252974948455804176532211,0.09999999999999999999999999998,0.4285714285714285714285714286,-0.04761904761904761904761904761,0.1190476190476190476190476191
R03,C02,uniform_bar_volume,0.1,1.5,2021,2,-0.01666666666666666666666666665,-0.01666666666666666666666666665,0.02357022603955158414669481205,0.01666666666666666666666666666,0,-0.0333333333333333333333333333,0
R03,C02,uniform_bar_volume,0.1,1.5,2023,6,0.01666666666666666666666666668,0,0.1810463415200035953981915563,0.2166666666666666666666666666,0.5,-0.1111111111111111111111111111,0.15
R03,C02,uniform_bar_volume,0.1,1.5,2025,4,0.07500000000000000000000000002,0.06666666666666666666666666667,0.1258305739211791616206114135,0.2083333333333333333333333333,0.5,-0.03333333333333333333333333333,0.1833333333333333333333333334
R03,C02,uniform_bar_volume,0.1,2,2019,1,0,0,,0,0,0,0
R03,C02,uniform_bar_volume,0.2,1.5,2019,2,0.03333333333333333333333333332,0.03333333333333333333333333332,0.09428090415820633658677924825,0.06666666666666666666666666666,0.5,-0.03333333333333333333333333333,0.09999999999999999999999999997
R03,C02,uniform_bar_volume,0.2,1.5,2021,1,0,0,,0,0,0,0
R03,C02,uniform_bar_volume,0.2,1.5,2023,2,-0.1666666666666666666666666666,-0.1666666666666666666666666666,0.1885618083164126731735584966,0.1333333333333333333333333333,0,-0.3,-0.03333333333333333333333333333
R03,C02,uniform_bar_volume,0.2,1.5,2025,1,0.1666666666666666666666666667,0.1666666666666666666666666667,,0,1,0.1666666666666666666666666667,0.1666666666666666666666666667
R04,C01,tpo_range_occupancy,0.05,1.5,2019,1,0.1333333333333333333333333333,0.1333333333333333333333333333,,0,1,0.1333333333333333333333333333,0.1333333333333333333333333333
R04,C01,tpo_range_occupancy,0.05,1.5,2021,7,0.02380952380952380952380952383,0,0.1685606668612176934466929044,0.08333333333333333333333333334,0.4285714285714285714285714286,-0.07619047619047619047619047616,0.1523809523809523809523809524
R04,C01,tpo_range_occupancy,0.05,1.5,2023,7,-0.03809523809523809523809523809,0,0.08482786803738023785885132124,0.1166666666666666666666666667,0.2857142857142857142857142857,-0.09523809523809523809523809524,0.01904761904761904761904761907
R04,C01,tpo_range_occupancy,0.05,1.5,2025,13,-0.04615384615384615384615384612,-0.1333333333333333333333333333,0.181321517965995634041959642,0.2333333333333333333333333333,0.3846153846153846153846153846,-0.1395833333333333333333333333,0.0722222222222222222222222222
R04,C01,tpo_range_occupancy,0.05,1.5,2026,1,0.2,0.2,,0,1,0.2,0.2
R04,C01,tpo_range_occupancy,0.1,1.5,2019,1,0.1333333333333333333333333333,0.1333333333333333333333333333,,0,1,0.1333333333333333333333333333,0.1333333333333333333333333333
R04,C01,tpo_range_occupancy,0.1,1.5,2021,7,-0.004761904761904761904761904743,0,0.2103159628578017204143759014,0.09999999999999999999999999999,0.4285714285714285714285714286,-0.1476190476190476190476190476,0.1476190476190476190476190476
R04,C01,tpo_range_occupancy,0.1,1.5,2023,7,-0.03333333333333333333333333333,0,0.07698003589195010193455317076,0.1166666666666666666666666667,0.2857142857142857142857142857,-0.08571428571428571428571428571,0.01904761904761904761904761907
R04,C01,tpo_range_occupancy,0.1,1.5,2025,14,-0.04047619047619047619047619054,-0.06666666666666666666666666667,0.1710593296528846487758727548,0.225,0.4285714285714285714285714286,-0.1270833333333333333333333333,0.06666666666666666666666666665
R04,C01,tpo_range_occupancy,0.1,1.5,2026,1,0.2,0.2,,0,1,0.2,0.2
R04,C01,tpo_range_occupancy,0.2,1.5,2019,1,0.1333333333333333333333333333,0.1333333333333333333333333333,,0,1,0.1333333333333333333333333333,0.1333333333333333333333333333
R04,C01,tpo_range_occupancy,0.2,1.5,2021,7,0.04285714285714285714285714286,0,0.1606863585376985886278545613,0.05,0.4285714285714285714285714286,-0.05714285714285714285714285716,0.1666666666666666666666666667
R04,C01,tpo_range_occupancy,0.2,1.5,2023,7,-0.04761904761904761904761904761,0,0.1317364693412471658888354945,0.15,0.4285714285714285714285714286,-0.1428571428571428571428571429,0.03333333333333333333333333335
R04,C01,tpo_range_occupancy,0.2,1.5,2025,6,0.1888888888888888888888888888,0.3,0.3947807642880436137066733177,0.6,0.6666666666666666666666666667,-0.1111111111111111111111111111,0.4555555555555555555555555556
R04,C01,uniform_bar_volume,0.05,1.5,2019,3,0.2777777777777777777777777778,0.1666666666666666666666666667,0.2523959264800121604841039104,0.2333333333333333333333333333,1,0.1,0.5666666666666666666666666666
R04,C01,uniform_bar_volume,0.05,1.5,2021,3,-0.0111111111111111111111111111,0.06666666666666666666666666667,0.2589151155051343019929067756,0.2499999999999999999999999999,0.6666666666666666666666666667,-0.3,0.2
R04,C01,uniform_bar_volume,0.05,1.5,2023,11,-0.04848484848484848484848484846,-0.09999999999999999999999999997,0.2818051479553583565822957661,0.2,0.1818181818181818181818181818,-0.1888888888888888888888888889,0.14
R04,C01,uniform_bar_volume,0.05,1.5,2025,13,-0.06666666666666666666666666665,-0.03333333333333333333333333333,0.2483277404291889953221969341,0.1333333333333333333333333333,0.2307692307692307692307692308,-0.2055555555555555555555555555,0.05833333333333333333333333335
R04,C01,uniform_bar_volume,0.05,1.5,2026,2,-0.00000000000000000000000000002,-0.00000000000000000000000000002,0.09428090415820633658677924825,0.06666666666666666666666666666,0.5,-0.06666666666666666666666666667,0.06666666666666666666666666663
R04,C01,uniform_bar_volume,0.05,2,2021,1,-0.3,-0.3,,0,0,-0.3,-0.3
R04,C01,uniform_bar_volume,0.05,2,2025,2,0.1,0.1,0.1414213562373095048801688724,0.1,0.5,0,0.2
R04,C01,uniform_bar_volume,0.1,1.5,2019,3,0.3111111111111111111111111111,0.1666666666666666666666666667,0.309719108105918976614621879,0.2833333333333333333333333333,1,0.1,0.6666666666666666666666666666
R04,C01,uniform_bar_volume,0.1,1.5,2021,3,0.1555555555555555555555555556,0.2,0.07698003589195010193455317073,0.0666666666666666666666666667,1,0.06666666666666666666666666667,0.2
R04,C01,uniform_bar_volume,0.1,1.5,2023,11,-0.05151515151515151515151515149,-0.09999999999999999999999999997,0.2782339688358368188940736266,0.2,0.1818181818181818181818181818,-0.1888888888888888888888888889,0.1366666666666666666666666667
R04,C01,uniform_bar_volume,0.1,1.5,2025,13,0.007692307692307692307692307682,-0.03333333333333333333333333333,0.2046468711716401501013421327,0.3333333333333333333333333334,0.3076923076923076923076923077,-0.1044444444444444444444444445,0.1454545454545454545454545454
R04,C01,uniform_bar_volume,0.1,1.5,2026,1,-0.5333333333333333333333333333,-0.5333333333333333333333333333,,0,0,-0.5333333333333333333333333333,-0.5333333333333333333333333333
R04,C01,uniform_bar_volume,0.1,2,2025,1,0.2,0.2,,0,1,0.2,0.2
R04,C01,uniform_bar_volume,0.2,1.5,2019,2,0.3833333333333333333333333334,0.3833333333333333333333333333,0.3064129385141705939070325569,0.2166666666666666666666666667,1,0.1666666666666666666666666667,0.6
R04,C01,uniform_bar_volume,0.2,1.5,2021,2,0.2,0.2,0.2828427124746190097603377448,0.2,0.5,0,0.4
R04,C01,uniform_bar_volume,0.2,1.5,2023,8,0.07916666666666666666666666668,0,0.2506736954435019839335222067,0.125,0.375,-0.05416666666666666666666666668,0.2541666666666666666666666667
R04,C01,uniform_bar_volume,0.2,1.5,2025,7,-0.1142857142857142857142857143,-0.09999999999999999999999999997,0.2193062655175134188945197242,0.2333333333333333333333333333,0.1428571428571428571428571429,-0.2777777777777777777777777778,0.0388888888888888888888888889
R04,C02,tpo_range_occupancy,0.05,1.5,2019,1,0.1333333333333333333333333333,0.1333333333333333333333333333,,0,1,0.1333333333333333333333333333,0.1333333333333333333333333333
R04,C02,tpo_range_occupancy,0.05,1.5,2021,2,0.01666666666666666666666666667,0.01666666666666666666666666667,0.02357022603955158414669481208,0.01666666666666666666666666666,0.5,0,0.03333333333333333333333333334
R04,C02,tpo_range_occupancy,0.05,1.5,2023,6,-0.03333333333333333333333333332,-0.0333333333333333333333333333,0.1505545305418161989981366657,0.1833333333333333333333333334,0.5,-0.1388888888888888888888888889,0.0777777777777777777777777778
