relationship_id,control_family,allocation_method,bin_ratio,prominence_threshold,year,count,mean
R03,C02,uniform_bar_volume,0.2,1.5,2025,8,0.1208333333333333333333333333
R03,C02,uniform_bar_volume,0.2,1.5,2026,1,-0.03333333333333333333333333334
R03,C02,uniform_bar_volume,0.2,2,2019,3,-0.04444444444444444444444444443
R03,C02,uniform_bar_volume,0.2,2,2021,2,0.1666666666666666666666666667
R03,C02,uniform_bar_volume,0.2,2,2023,1,0.03333333333333333333333333333
R03,C02,uniform_bar_volume,0.2,2,2025,2,0.2666666666666666666666666666
R04,C01,tpo_range_occupancy,0.05,1.5,2019,6,0.2277777777777777777777777778
R04,C01,tpo_range_occupancy,0.05,1.5,2021,10,0.02999999999999999999999999999
R04,C01,tpo_range_occupancy,0.05,1.5,2023,13,-0.01025641025641025641025641026
R04,C01,tpo_range_occupancy,0.05,1.5,2025,15,0.03555555555555555555555555555
R04,C01,tpo_range_occupancy,0.05,1.5,2026,5,-0.07999999999999999999999999998
R04,C01,tpo_range_occupancy,0.05,2,2019,2,0.1
R04,C01,tpo_range_occupancy,0.05,2,2021,3,-0.0222222222222222222222222222
R04,C01,tpo_range_occupancy,0.05,2,2023,1,0.2
R04,C01,tpo_range_occupancy,0.05,2,2025,2,-0.03333333333333333333333333334
R04,C01,tpo_range_occupancy,0.05,2.5,2021,2,-0.1333333333333333333333333333
R04,C01,tpo_range_occupancy,0.05,2.5,2023,1,0
R04,C01,tpo_range_occupancy,0.05,2.5,2025,4,-0.09166666666666666666666666665
R04,C01,tpo_range_occupancy,0.1,1.5,2019,6,0.2277777777777777777777777778
R04,C01,tpo_range_occupancy,0.1,1.5,2021,10,0.02999999999999999999999999999
R04,C01,tpo_range_occupancy,0.1,1.5,2023,13,-0.01025641025641025641025641026
R04,C01,tpo_range_occupancy,0.1,1.5,2025,17,0.03137254901960784313725490195
R04,C01,tpo_range_occupancy,0.1,1.5,2026,4,-0.1416666666666666666666666666
R04,C01,tpo_range_occupancy,0.1,2,2019,2,0.1
R04,C01,tpo_range_occupancy,0.1,2,2021,3,0.03333333333333333333333333337
R04,C01,tpo_range_occupancy,0.1,2,2023,1,0.2
R04,C01,tpo_range_occupancy,0.1,2,2025,2,-0.05
R04,C01,tpo_range_occupancy,0.1,2.5,2021,2,-0.06666666666666666666666666665
R04,C01,tpo_range_occupancy,0.1,2.5,2023,1,0
R04,C01,tpo_range_occupancy,0.1,2.5,2025,2,-0.2
R04,C01,tpo_range_occupancy,0.2,1.5,2019,6,0.2277777777777777777777777778
R04,C01,tpo_range_occupancy,0.2,1.5,2021,8,0.04583333333333333333333333332
R04,C01,tpo_range_occupancy,0.2,1.5,2023,12,-0.02222222222222222222222222223
R04,C01,tpo_range_occupancy,0.2,1.5,2025,17,-0.001960784313725490196078431376
R04,C01,tpo_range_occupancy,0.2,1.5,2026,2,-0.2166666666666666666666666666
R04,C01,tpo_range_occupancy,0.2,2,2019,2,0.1
R04,C01,tpo_range_occupancy,0.2,2,2023,1,0.2
R04,C01,tpo_range_occupancy,0.2,2,2025,3,-0.02222222222222222222222222222
R04,C01,tpo_range_occupancy,0.2,2.5,2023,1,0
R04,C01,uniform_bar_volume,0.05,1.5,2019,12,0.02777777777777777777777777778
R04,C01,uniform_bar_volume,0.05,1.5,2021,10,0.08666666666666666666666666667
R04,C01,uniform_bar_volume,0.05,1.5,2023,19,-0.01754385964912280701754385964
R04,C01,uniform_bar_volume,0.05,1.5,2025,27,-0.01851851851851851851851851852
R04,C01,uniform_bar_volume,0.05,1.5,2026,9,0.02222222222222222222222222223
R04,C01,uniform_bar_volume,0.05,2,2019,3,0.06666666666666666666666666667
R04,C01,uniform_bar_volume,0.05,2,2021,3,-0.1777777777777777777777777778
R04,C01,uniform_bar_volume,0.05,2,2023,3,-0.08888888888888888888888888887
R04,C01,uniform_bar_volume,0.05,2,2025,7,-0.03333333333333333333333333333
R04,C01,uniform_bar_volume,0.05,2,2026,2,0.06666666666666666666666666665
R04,C01,uniform_bar_volume,0.05,2.5,2021,2,0
R04,C01,uniform_bar_volume,0.05,2.5,2023,2,-0.01666666666666666666666666665
R04,C01,uniform_bar_volume,0.05,2.5,2025,2,-0.03333333333333333333333333333
R04,C01,uniform_bar_volume,0.05,2.5,2026,2,0.06666666666666666666666666665
R04,C01,uniform_bar_volume,0.1,1.5,2019,12,0.02777777777777777777777777778
R04,C01,uniform_bar_volume,0.1,1.5,2021,9,0.1037037037037037037037037037
R04,C01,uniform_bar_volume,0.1,1.5,2023,20,-0.01499999999999999999999999996
R04,C01,uniform_bar_volume,0.1,1.5,2025,26,-0.003846153846153846153846153854
R04,C01,uniform_bar_volume,0.1,1.5,2026,4,-0.2083333333333333333333333333
R04,C01,uniform_bar_volume,0.1,2,2019,3,0.06666666666666666666666666667
R04,C01,uniform_bar_volume,0.1,2,2021,3,-0.1333333333333333333333333333
R04,C01,uniform_bar_volume,0.1,2,2023,3,-0.08888888888888888888888888887
R04,C01,uniform_bar_volume,0.1,2,2025,7,-0.01904761904761904761904761906
R04,C01,uniform_bar_volume,0.1,2,2026,1,0.0333333333333333333333333333
R04,C01,uniform_bar_volume,0.1,2.5,2021,2,-0.06666666666666666666666666665
R04,C01,uniform_bar_volume,0.1,2.5,2023,2,-0.01666666666666666666666666665
R04,C01,uniform_bar_volume,0.1,2.5,2025,1,0.06666666666666666666666666667
R04,C01,uniform_bar_volume,0.1,2.5,2026,1,0.0333333333333333333333333333
R04,C01,uniform_bar_volume,0.2,1.5,2019,12,0.02222222222222222222222222223
R04,C01,uniform_bar_volume,0.2,1.5,2021,6,0.1388888888888888888888888889
R04,C01,uniform_bar_volume,0.2,1.5,2023,20,-0.004999999999999999999999999994
R04,C01,uniform_bar_volume,0.2,1.5,2025,18,-0.03333333333333333333333333333
R04,C01,uniform_bar_volume,0.2,1.5,2026,5,-0.01999999999999999999999999998
R04,C01,uniform_bar_volume,0.2,2,2019,3,0.06666666666666666666666666667
R04,C01,uniform_bar_volume,0.2,2,2021,1,0.03333333333333333333333333333
R04,C01,uniform_bar_volume,0.2,2,2023,1,0.0666666666666666666666666667
R04,C01,uniform_bar_volume,0.2,2,2025,7,0.04761904761904761904761904761
R04,C01,uniform_bar_volume,0.2,2,2026,1,-0.1
R04,C01,uniform_bar_volume,0.2,2.5,2021,1,0.03333333333333333333333333333
R04,C01,uniform_bar_volume,0.2,2.5,2023,1,0.0666666666666666666666666667
R04,C01,uniform_bar_volume,0.2,2.5,2025,1,0.2666666666666666666666666667
R04,C01,uniform_bar_volume,0.2,2.5,2026,1,-0.1
R04,C02,tpo_range_occupancy,0.05,1.5,2019,4,0.2583333333333333333333333332
R04,C02,tpo_range_occupancy,0.05,1.5,2021,5,-0.00000000000000000000000000002
R04,C02,tpo_range_occupancy,0.05,1.5,2023,8,0.0125
R04,C02,tpo_range_occupancy,0.05,1.5,2025,8,0.025
R04,C02,tpo_range_occupancy,0.05,1.5,2026,3,-0.1222222222222222222222222222
R04,C02,tpo_range_occupancy,0.05,2,2019,1,-0.03333333333333333333333333333
R04,C02,tpo_range_occupancy,0.05,2,2021,3,0.05555555555555555555555555557
R04,C02,tpo_range_occupancy,0.05,2,2023,1,0.1666666666666666666666666666
R04,C02,tpo_range_occupancy,0.05,2,2025,1,-0.03333333333333333333333333333
R04,C02,tpo_range_occupancy,0.05,2.5,2021,2,-0.03333333333333333333333333333
R04,C02,tpo_range_occupancy,0.05,2.5,2023,1,0
R04,C02,tpo_range_occupancy,0.05,2.5,2025,4,-0.1
R04,C02,tpo_range_occupancy,0.1,1.5,2019,4,0.2583333333333333333333333332
R04,C02,tpo_range_occupancy,0.1,1.5,2021,5,-0.00000000000000000000000000002
R04,C02,tpo_range_occupancy,0.1,1.5,2023,8,0.0125
R04,C02,tpo_range_occupancy,0.1,1.5,2025,8,0.03749999999999999999999999999
R04,C02,tpo_range_occupancy,0.1,1.5,2026,2,-0.1166666666666666666666666666
R04,C02,tpo_range_occupancy,0.1,2,2019,1,-0.03333333333333333333333333333
R04,C02,tpo_range_occupancy,0.1,2,2021,3,0.05555555555555555555555555557
R04,C02,tpo_range_occupancy,0.1,2,2023,1,0.1666666666666666666666666666
R04,C02,tpo_range_occupancy,0.1,2,2025,2,-0.01666666666666666666666666666
R04,C02,tpo_range_occupancy,0.1,2.5,2021,2,-0.03333333333333333333333333333
R04,C02,tpo_range_occupancy,0.1,2.5,2023,1,0
R04,C02,tpo_range_occupancy,0.1,2.5,2025,2,-0.2
R04,C02,tpo_range_occupancy,0.2,1.5,2019,4,0.2583333333333333333333333332
R04,C02,tpo_range_occupancy,0.2,1.5,2021,3,0.05555555555555555555555555553
R04,C02,tpo_range_occupancy,0.2,1.5,2023,7,0.01428571428571428571428571429
R04,C02,tpo_range_occupancy,0.2,1.5,2025,9,0.06666666666666666666666666667
R04,C02,tpo_range_occupancy,0.2,1.5,2026,1,-0.2333333333333333333333333333
R04,C02,tpo_range_occupancy,0.2,2,2019,1,-0.03333333333333333333333333333
R04,C02,tpo_range_occupancy,0.2,2,2023,1,0.1666666666666666666666666666
R04,C02,tpo_range_occupancy,0.2,2,2025,3,-0.03333333333333333333333333333
R04,C02,tpo_range_occupancy,0.2,2.5,2023,1,0
R04,C02,uniform_bar_volume,0.05,1.5,2019,8,0.04166666666666666666666666668
R04,C02,uniform_bar_volume,0.05,1.5,2021,7,0.1285714285714285714285714286
R04,C02,uniform_bar_volume,0.05,1.5,2023,13,-0.07948717948717948717948717946
R04,C02,uniform_bar_volume,0.05,1.5,2025,22,0.01818181818181818181818181817
R04,C02,uniform_bar_volume,0.05,1.5,2026,8,-0.004166666666666666666666666675
R04,C02,uniform_bar_volume,0.05,2,2019,1,-0.03333333333333333333333333333
R04,C02,uniform_bar_volume,0.05,2,2021,1,-0.03333333333333333333333333333
R04,C02,uniform_bar_volume,0.05,2,2023,2,0.05
R04,C02,uniform_bar_volume,0.05,2,2025,5,0.08666666666666666666666666666
R04,C02,uniform_bar_volume,0.05,2,2026,2,0.0833333333333333333333333333
R04,C02,uniform_bar_volume,0.05,2.5,2021,1,0
R04,C02,uniform_bar_volume,0.05,2.5,2023,1,0.1
R04,C02,uniform_bar_volume,0.05,2.5,2025,2,-0.03333333333333333333333333333
R04,C02,uniform_bar_volume,0.05,2.5,2026,2,0.0833333333333333333333333333
R04,C02,uniform_bar_volume,0.1,1.5,2019,8,0.04166666666666666666666666668
R04,C02,uniform_bar_volume,0.1,1.5,2021,6,0.15
R04,C02,uniform_bar_volume,0.1,1.5,2023,13,-0.07948717948717948717948717946
R04,C02,uniform_bar_volume,0.1,1.5,2025,19,0.04035087719298245614035087718
R04,C02,uniform_bar_volume,0.1,1.5,2026,4,-0.2416666666666666666666666667
R04,C02,uniform_bar_volume,0.1,2,2019,1,-0.03333333333333333333333333333
R04,C02,uniform_bar_volume,0.1,2,2021,1,0
R04,C02,uniform_bar_volume,0.1,2,2023,2,0.05
R04,C02,uniform_bar_volume,0.1,2,2025,5,0.09333333333333333333333333332
R04,C02,uniform_bar_volume,0.1,2,2026,1,0.1333333333333333333333333333
R04,C02,uniform_bar_volume,0.1,2.5,2021,1,0
R04,C02,uniform_bar_volume,0.1,2.5,2023,1,0.1
R04,C02,uniform_bar_volume,0.1,2.5,2025,1,0.03333333333333333333333333334
R04,C02,uniform_bar_volume,0.1,2.5,2026,1,0.1333333333333333333333333333
R04,C02,uniform_bar_volume,0.2,1.5,2019,8,0.04166666666666666666666666668
R04,C02,uniform_bar_volume,0.2,1.5,2021,4,0.06666666666666666666666666665
R04,C02,uniform_bar_volume,0.2,1.5,2023,13,-0.06666666666666666666666666665
R04,C02,uniform_bar_volume,0.2,1.5,2025,14,0.007142857142857142857142857141
R04,C02,uniform_bar_volume,0.2,1.5,2026,3,-0.1666666666666666666666666666
R04,C02,uniform_bar_volume,0.2,2,2019,1,-0.03333333333333333333333333333
R04,C02,uniform_bar_volume,0.2,2,2023,1,0.1
R04,C02,uniform_bar_volume,0.2,2,2025,5,0.1
R04,C02,uniform_bar_volume,0.2,2,2026,1,-0.1
R04,C02,uniform_bar_volume,0.2,2.5,2023,1,0.1
R04,C02,uniform_bar_volume,0.2,2.5,2026,1,-0.1
R05,C01,tpo_range_occupancy,0.05,1.5,2019,9,-0.1814814814814814814814814814
R05,C01,tpo_range_occupancy,0.05,1.5,2021,3,-0.1222222222222222222222222222
R05,C01,tpo_range_occupancy,0.05,1.5,2023,3,-0.05555555555555555555555555553
R05,C01,tpo_range_occupancy,0.05,1.5,2025,3,-0.1555555555555555555555555556
R05,C01,tpo_range_occupancy,0.05,1.5,2026,2,0.1333333333333333333333333333
R05,C01,tpo_range_occupancy,0.05,2,2019,2,-0.03333333333333333333333333334
R05,C01,tpo_range_occupancy,0.05,2,2021,3,-0.1333333333333333333333333333
R05,C01,tpo_range_occupancy,0.05,2,2023,1,0.3333333333333333333333333333
R05,C01,tpo_range_occupancy,0.05,2,2025,2,0.1333333333333333333333333334
R05,C01,tpo_range_occupancy,0.05,2,2026,1,0.3333333333333333333333333333
R05,C01,tpo_range_occupancy,0.05,2.5,2019,1,-0.06666666666666666666666666667
R05,C01,tpo_range_occupancy,0.05,2.5,2021,5,-0.2266666666666666666666666666
R05,C01,tpo_range_occupancy,0.05,2.5,2025,4,0.1083333333333333333333333334
R05,C01,tpo_range_occupancy,0.05,2.5,2026,1,0.3333333333333333333333333333
R05,C01,tpo_range_occupancy,0.1,1.5,2019,9,-0.1851851851851851851851851851
R05,C01,tpo_range_occupancy,0.1,1.5,2021,5,-0.14
R05,C01,tpo_range_occupancy,0.1,1.5,2023,4,0.08333333333333333333333333338
R05,C01,tpo_range_occupancy,0.1,1.5,2025,1,-0.4666666666666666666666666666
R05,C01,tpo_range_occupancy,0.1,1.5,2026,3,0.1777777777777777777777777778
R05,C01,tpo_range_occupancy,0.1,2,2019,2,-0.03333333333333333333333333334
R05,C01,tpo_range_occupancy,0.1,2,2021,3,-0.2666666666666666666666666667
R05,C01,tpo_range_occupancy,0.1,2,2023,1,0.3333333333333333333333333333
R05,C01,tpo_range_occupancy,0.1,2,2026,2,0.06666666666666666666666666665
R05,C01,tpo_range_occupancy,0.1,2.5,2019,1,-0.06666666666666666666666666667
R05,C01,tpo_range_occupancy,0.1,2.5,2021,5,-0.2799999999999999999999999998
R05,C01,tpo_range_occupancy,0.1,2.5,2025,1,-0.1
R05,C01,tpo_range_occupancy,0.1,2.5,2026,1,0.3333333333333333333333333333
R05,C01,tpo_range_occupancy,0.2,1.5,2019,7,-0.2095238095238095238095238096
R05,C01,tpo_range_occupancy,0.2,1.5,2021,2,-0.2666666666666666666666666666
R05,C01,tpo_range_occupancy,0.2,1.5,2023,4,0.07500000000000000000000000002
R05,C01,tpo_range_occupancy,0.2,1.5,2025,1,-0.4666666666666666666666666666
R05,C01,tpo_range_occupancy,0.2,1.5,2026,3,0.1111111111111111111111111111
R05,C01,tpo_range_occupancy,0.2,2,2019,1,-0.1333333333333333333333333334
R05,C01,tpo_range_occupancy,0.2,2,2021,4,-0.1166666666666666666666666666
R05,C01,tpo_range_occupancy,0.2,2,2023,1,-0.1
R05,C01,tpo_range_occupancy,0.2,2,2025,1,0.8333333333333333333333333333
R05,C01,tpo_range_occupancy,0.2,2,2026,1,0.2333333333333333333333333333
R05,C01,tpo_range_occupancy,0.2,2.5,2021,5,-0.1266666666666666666666666667
R05,C01,uniform_bar_volume,0.05,1.5,2019,13,0.04102564102564102564102564103
R05,C01,uniform_bar_volume,0.05,1.5,2021,14,-0.1476190476190476190476190476
R05,C01,uniform_bar_volume,0.05,1.5,2023,8,-0.1500000000000000000000000001
R05,C01,uniform_bar_volume,0.05,1.5,2025,10,-0.08666666666666666666666666665
R05,C01,uniform_bar_volume,0.05,1.5,2026,8,-0.1875
R05,C01,uniform_bar_volume,0.05,2,2019,9,0.0111111111111111111111111111
R05,C01,uniform_bar_volume,0.05,2,2021,12,-0.1277777777777777777777777778
R05,C01,uniform_bar_volume,0.05,2,2023,4,-0.1333333333333333333333333333
R05,C01,uniform_bar_volume,0.05,2,2025,7,-0.01428571428571428571428571426
R05,C01,uniform_bar_volume,0.05,2,2026,3,0.03333333333333333333333333337
R05,C01,uniform_bar_volume,0.05,2.5,2019,3,0.2333333333333333333333333334
R05,C01,uniform_bar_volume,0.05,2.5,2021,8,-0.1833333333333333333333333334
R05,C01,uniform_bar_volume,0.05,2.5,2023,3,-0.2
R05,C01,uniform_bar_volume,0.05,2.5,2025,4,-0.08333333333333333333333333332
R05,C01,uniform_bar_volume,0.05,2.5,2026,1,0.3666666666666666666666666667
R05,C01,uniform_bar_volume,0.1,1.5,2019,15,0.03111111111111111111111111111
R05,C01,uniform_bar_volume,0.1,1.5,2021,11,-0.1484848484848484848484848485
R05,C01,uniform_bar_volume,0.1,1.5,2023,8,-0.06249999999999999999999999998
R05,C01,uniform_bar_volume,0.1,1.5,2025,9,0.1111111111111111111111111111
R05,C01,uniform_bar_volume,0.1,1.5,2026,5,-0.18
R05,C01,uniform_bar_volume,0.1,2,2019,10,0.00999999999999999999999999999
R05,C01,uniform_bar_volume,0.1,2,2021,7,-0.2523809523809523809523809524
R05,C01,uniform_bar_volume,0.1,2,2023,4,-0.0833333333333333333333333333
R05,C01,uniform_bar_volume,0.1,2,2025,7,-0.004761904761904761904761904743
R05,C01,uniform_bar_volume,0.1,2,2026,4,-0.0583333333333333333333333333
R05,C01,uniform_bar_volume,0.1,2.5,2019,3,0.2333333333333333333333333334
R05,C01,uniform_bar_volume,0.1,2.5,2021,5,-0.3666666666666666666666666666
R05,C01,uniform_bar_volume,0.1,2.5,2023,3,-0.1333333333333333333333333333
R05,C01,uniform_bar_volume,0.1,2.5,2025,2,0.1
R05,C01,uniform_bar_volume,0.2,1.5,2019,10,0.1033333333333333333333333334
R05,C01,uniform_bar_volume,0.2,1.5,2021,7,-0.1095238095238095238095238095
R05,C01,uniform_bar_volume,0.2,1.5,2023,6,-0.02222222222222222222222222223
R05,C01,uniform_bar_volume,0.2,1.5,2025,9,-0.02222222222222222222222222227
R05,C01,uniform_bar_volume,0.2,1.5,2026,4,0.2666666666666666666666666665
R05,C01,uniform_bar_volume,0.2,2,2019,5,0.08000000000000000000000000004
R05,C01,uniform_bar_volume,0.2,2,2021,2,-0.2666666666666666666666666666
R05,C01,uniform_bar_volume,0.2,2,2023,1,-0.3333333333333333333333333333
R05,C01,uniform_bar_volume,0.2,2,2025,4,0.1666666666666666666666666667
R05,C01,uniform_bar_volume,0.2,2,2026,3,0.5
R05,C01,uniform_bar_volume,0.2,2.5,2019,2,0.3833333333333333333333333334
R05,C01,uniform_bar_volume,0.2,2.5,2021,2,-0.2666666666666666666666666666
R05,C02,tpo_range_occupancy,0.05,1.5,2019,4,0.07499999999999999999999999998
R05,C02,tpo_range_occupancy,0.05,1.5,2021,2,0.1333333333333333333333333334
R05,C02,tpo_range_occupancy,0.05,1.5,2023,3,-0.1333333333333333333333333333
R05,C02,tpo_range_occupancy,0.05,1.5,2025,2,-0.4
R05,C02,tpo_range_occupancy,0.05,1.5,2026,2,0.1
R05,C02,tpo_range_occupancy,0.05,2,2019,1,-0.2333333333333333333333333334
R05,C02,tpo_range_occupancy,0.05,2,2021,2,-0.05
R05,C02,tpo_range_occupancy,0.05,2,2025,2,0.1333333333333333333333333334
R05,C02,tpo_range_occupancy,0.05,2,2026,1,0.2666666666666666666666666667
R05,C02,tpo_range_occupancy,0.05,2.5,2021,4,-0.1083333333333333333333333333
R05,C02,tpo_range_occupancy,0.05,2.5,2025,4,0.1083333333333333333333333334
R05,C02,tpo_range_occupancy,0.05,2.5,2026,1,0.2666666666666666666666666667
R05,C02,tpo_range_occupancy,0.1,1.5,2019,4,0.06666666666666666666666666665
R05,C02,tpo_range_occupancy,0.1,1.5,2021,4,0.06666666666666666666666666668
R05,C02,tpo_range_occupancy,0.1,1.5,2023,4,-0.0083333333333333333333333333
R05,C02,tpo_range_occupancy,0.1,1.5,2025,1,-0.4666666666666666666666666666
R05,C02,tpo_range_occupancy,0.1,1.5,2026,3,0
R05,C02,tpo_range_occupancy,0.1,2,2019,1,-0.2333333333333333333333333334
R05,C02,tpo_range_occupancy,0.1,2,2021,2,-0.2333333333333333333333333334
R05,C02,tpo_range_occupancy,0.1,2,2026,2,0.0166666666666666666666666667
R05,C02,tpo_range_occupancy,0.1,2.5,2021,4,-0.1916666666666666666666666666
R05,C02,tpo_range_occupancy,0.1,2.5,2025,1,-0.1
R05,C02,tpo_range_occupancy,0.1,2.5,2026,1,0.2666666666666666666666666667
R05,C02,tpo_range_occupancy,0.2,1.5,2019,2,-0.05
R05,C02,tpo_range_occupancy,0.2,1.5,2021,1,-0.03333333333333333333333333333
R05,C02,tpo_range_occupancy,0.2,1.5,2023,3,0.01111111111111111111111111113
R05,C02,tpo_range_occupancy,0.2,1.5,2026,1,-0.3666666666666666666666666667
R05,C02,tpo_range_occupancy,0.2,2,2021,2,-0.03333333333333333333333333332
R05,C02,tpo_range_occupancy,0.2,2,2023,1,-0.1
R05,C02,tpo_range_occupancy,0.2,2.5,2021,4,-0.1833333333333333333333333333
R05,C02,uniform_bar_volume,0.05,1.5,2019,8,0.03749999999999999999999999999
R05,C02,uniform_bar_volume,0.05,1.5,2021,10,-0.1433333333333333333333333334
R05,C02,uniform_bar_volume,0.05,1.5,2023,7,-0.04761904761904761904761904761
R05,C02,uniform_bar_volume,0.05,1.5,2025,6,0.08333333333333333333333333335
R05,C02,uniform_bar_volume,0.05,1.5,2026,3,-0.04444444444444444444444444447
R05,C02,uniform_bar_volume,0.05,2,2019,6,-0.1166666666666666666666666667
R05,C02,uniform_bar_volume,0.05,2,2021,7,-0.1238095238095238095238095238
R05,C02,uniform_bar_volume,0.05,2,2023,4,-0.1666666666666666666666666666
R05,C02,uniform_bar_volume,0.05,2,2025,5,0.1
R05,C02,uniform_bar_volume,0.05,2,2026,3,0.2555555555555555555555555556
R05,C02,uniform_bar_volume,0.05,2.5,2019,2,-0.01666666666666666666666666664
R05,C02,uniform_bar_volume,0.05,2.5,2021,5,-0.22
R05,C02,uniform_bar_volume,0.05,2.5,2023,3,-0.2444444444444444444444444444
R05,C02,uniform_bar_volume,0.05,2.5,2025,4,-0.075
R05,C02,uniform_bar_volume,0.05,2.5,2026,1,0.4
R05,C02,uniform_bar_volume,0.1,1.5,2019,10,0.02333333333333333333333333333
R05,C02,uniform_bar_volume,0.1,1.5,2021,7,-0.009523809523809523809523809514
R05,C02,uniform_bar_volume,0.1,1.5,2023,8,-0.04583333333333333333333333331
R05,C02,uniform_bar_volume,0.1,1.5,2025,7,0.1857142857142857142857142856
R05,C02,uniform_bar_volume,0.1,1.5,2026,3,0.04444444444444444444444444447
R05,C02,uniform_bar_volume,0.1,2,2019,7,-0.1
R05,C02,uniform_bar_volume,0.1,2,2021,3,-0.2222222222222222222222222222
R05,C02,uniform_bar_volume,0.1,2,2023,4,-0.1083333333333333333333333333
R05,C02,uniform_bar_volume,0.1,2,2025,5,-0.03333333333333333333333333334
R05,C02,uniform_bar_volume,0.1,2,2026,4,0.08333333333333333333333333338
R05,C02,uniform_bar_volume,0.1,2.5,2019,2,0.000000000000000000000000000015
R05,C02,uniform_bar_volume,0.1,2.5,2021,3,-0.2333333333333333333333333333
R05,C02,uniform_bar_volume,0.1,2.5,2023,3,-0.1666666666666666666666666666
R05,C02,uniform_bar_volume,0.1,2.5,2025,2,0.1333333333333333333333333333
R05,C02,uniform_bar_volume,0.2,1.5,2019,6,0.1555555555555555555555555556
R05,C02,uniform_bar_volume,0.2,1.5,2021,5,-0.2733333333333333333333333332
R05,C02,uniform_bar_volume,0.2,1.5,2023,3,-0.1777777777777777777777777778
R05,C02,uniform_bar_volume,0.2,1.5,2025,5,-0.1733333333333333333333333334
R05,C02,uniform_bar_volume,0.2,1.5,2026,3,0.1222222222222222222222222222
R05,C02,uniform_bar_volume,0.2,2,2019,2,0.06666666666666666666666666665
R05,C02,uniform_bar_volume,0.2,2,2021,2,-0.25
R05,C02,uniform_bar_volume,0.2,2,2023,1,-0.1666666666666666666666666667
R05,C02,uniform_bar_volume,0.2,2,2025,1,-0.5
R05,C02,uniform_bar_volume,0.2,2,2026,3,0.4333333333333333333333333333
R05,C02,uniform_bar_volume,0.2,2.5,2019,1,0.0666666666666666666666666667
R05,C02,uniform_bar_volume,0.2,2.5,2021,2,-0.25
