anchor,arm,bars_11-20_pct,bars_121+_pct,bars_1_pct,bars_21-60_pct,bars_2_pct,bars_3_pct,bars_4_pct,bars_5_pct,bars_6-10_pct,bars_61-120_pct,censored,censored_pct,events,median_bars,never_reached,never_reached_pct,p90_bars,population,reached,reached_pct,session,threshold,underpowered
ALL_ANCHORS,TREATED,3.85,0,42.31,7.69,15.38,0,11.54,0,11.54,0,1,3.85,26,2,1,3.85,9,POC,24,92.31,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,TREATED,11.63,0,11.63,23.26,6.98,6.98,11.63,4.65,20.93,2.33,0,0,43,7,0,0,31,POC,43,100,RTH_MIDDAY,3atr,false
ALL_ANCHORS,TREATED,15.1,0,14.06,9.38,15.62,11.46,5.73,5.21,22.4,1.04,0,0,192,5,0,0,20,POC,192,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,0.49,0,77.89,0.49,8.6,4.67,2.21,2.21,3.44,0,0,0,407,1,0,0,3,POC,407,100,RTH_OPEN,3atr,false
R01,TREATED,9.23,29.23,5.38,25.38,1.54,1.54,3.08,0.77,3.85,19.23,1,0.77,130,56,0,0,325,POC,129,99.23,ALL_SESSIONS,3atr,false
R01,TREATED,9.3,38.37,5.81,17.44,2.33,2.33,3.49,0,2.33,18.6,0,0,86,76,0,0,425,POC,86,100,ETH_EVENING,3atr,false
R01,TREATED,9.09,11.36,4.55,40.91,0,0,2.27,2.27,6.82,20.45,1,2.27,44,47,0,0,115,POC,43,97.73,ETH_OVERNIGHT,3atr,false
R02,TREATED,5.74,0,29.51,7.38,21.31,9.84,6.56,6.56,12.3,0.82,0,0,122,2,0,0,15,POC,122,100,ALL_SESSIONS,3atr,false
R02,TREATED,16.67,0,33.33,0,33.33,0,0,0,16.67,0,0,0,6,2,0,0,6,POC,6,100,RTH_AFTERNOON,3atr,true
R02,TREATED,15.38,0,7.69,15.38,7.69,0,7.69,0,46.15,0,0,0,13,8,0,0,20,POC,13,100,RTH_MIDDAY,3atr,true
R02,TREATED,10,0,10,30,25,5,5,10,0,5,0,0,20,5,0,0,28,POC,20,100,RTH_MORNING,3atr,true
R02,TREATED,2.41,0,37.35,1.2,21.69,13.25,7.23,7.23,9.64,0,0,0,83,2,0,0,6,POC,83,100,RTH_OPEN,3atr,false
R03,TREATED,0.56,0,71.19,1.69,10.17,5.08,2.26,2.82,6.21,0,0,0,177,1,0,0,5,POC,177,100,ALL_SESSIONS,3atr,false
R03,TREATED,0,0,42.86,14.29,14.29,0,14.29,0,14.29,0,0,0,7,2,0,0,9,POC,7,100,RTH_AFTERNOON,3atr,true
R03,TREATED,0,0,28.57,14.29,14.29,0,14.29,14.29,14.29,0,0,0,7,4,0,0,7,POC,7,100,RTH_MIDDAY,3atr,true
R03,TREATED,5.88,0,29.41,0,23.53,11.76,0,5.88,23.53,0,0,0,17,2,0,0,9,POC,17,100,RTH_MORNING,3atr,true
R03,TREATED,0,0,79.45,0.68,8.22,4.79,1.37,2.05,3.42,0,0,0,146,1,0,0,3,POC,146,100,RTH_OPEN,3atr,false
R04,TREATED,0,0,91.5,0,3.5,1.5,1.5,0,2,0,0,0,200,1,0,0,1,POC,200,100,ALL_SESSIONS,3atr,false
R04,TREATED,0,0,80,0,0,0,20,0,0,0,0,0,5,1,0,0,1,POC,5,100,RTH_AFTERNOON,3atr,true
R04,TREATED,0,0,50,0,0,0,25,0,25,0,0,0,4,4,0,0,4,POC,4,100,RTH_MIDDAY,3atr,true
R04,TREATED,0,0,53.85,0,15.38,15.38,0,0,15.38,0,0,0,13,1,0,0,3,POC,13,100,RTH_MORNING,3atr,true
R04,TREATED,0,0,95.51,0,2.81,0.56,0.56,0,0.56,0,0,0,178,1,0,0,1,POC,178,100,RTH_OPEN,3atr,false
R05,TREATED,17.16,0,8.88,11.83,12.43,11.83,7.69,4.73,23.08,1.18,1,0.59,169,6,1,0.59,25,POC,167,98.82,ALL_SESSIONS,3atr,false
R05,TREATED,0,0,25,12.5,12.5,0,12.5,0,12.5,0,1,12.5,8,4,1,12.5,7,POC,6,75,RTH_AFTERNOON,3atr,true
R05,TREATED,15.79,0,0,36.84,5.26,15.79,10.53,5.26,5.26,5.26,0,0,19,14,0,0,50,POC,19,100,RTH_MIDDAY,3atr,true
R05,TREATED,18.31,0,9.15,8.45,13.38,11.97,7.04,4.93,26.06,0.7,0,0,142,6,0,0,19,POC,142,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C01_NEUTRAL,11.83,13.52,9.86,17.75,6.76,4.51,7.61,3.38,12.11,8.17,6,1.69,355,12,10,2.82,216,NONPOC,339,95.49,ALL_SESSIONS,5atr,false
ALL_ANCHORS,C01_NEUTRAL,0,74,2,2,0,0,4,2,4,4,0,0,50,352,4,8,631,NONPOC,46,92,ETH_EVENING,5atr,false
ALL_ANCHORS,C01_NEUTRAL,2.94,20.59,8.82,23.53,0,0,5.88,0,0,17.65,2,5.88,34,60,5,14.71,193,NONPOC,27,79.41,ETH_OVERNIGHT,5atr,false
ALL_ANCHORS,C01_NEUTRAL,0,0,0,0,0,0,0,0,0,0,1,100,1,,0,0,,NONPOC,0,0,OUT_OF_SESSION,5atr,true
ALL_ANCHORS,C01_NEUTRAL,14.29,0,0,9.52,4.76,19.05,9.52,9.52,9.52,4.76,3,14.29,21,5,1,4.76,29,NONPOC,17,80.95,RTH_AFTERNOON,5atr,true
ALL_ANCHORS,C01_NEUTRAL,18.52,3.7,0,40.74,0,3.7,3.7,0,0,29.63,0,0,27,41,0,0,90,NONPOC,27,100,RTH_MIDDAY,5atr,true
ALL_ANCHORS,C01_NEUTRAL,15.56,3.33,4.44,30,4.44,4.44,2.22,4.44,23.33,7.78,0,0,90,16,0,0,62,NONPOC,90,100,RTH_MORNING,5atr,false
ALL_ANCHORS,C01_NEUTRAL,14.39,0,20.45,10.61,14.39,5.3,13.64,3.79,13.64,3.79,0,0,132,4,0,0,24,NONPOC,132,100,RTH_OPEN,5atr,false
R01,C01_NEUTRAL,1.19,52.38,4.76,10.71,0,0,4.76,1.19,2.38,9.52,2,2.38,84,193,9,10.71,567,NONPOC,73,86.9,ALL_SESSIONS,5atr,false
R01,C01_NEUTRAL,0,74,2,2,0,0,4,2,4,4,0,0,50,352,4,8,631,NONPOC,46,92,ETH_EVENING,5atr,false
R01,C01_NEUTRAL,2.94,20.59,8.82,23.53,0,0,5.88,0,0,17.65,2,5.88,34,60,5,14.71,193,NONPOC,27,79.41,ETH_OVERNIGHT,5atr,false
R02,C01_NEUTRAL,18.95,2.11,6.32,17.89,6.32,6.32,10.53,3.16,15.79,10.53,2,2.11,95,11,0,0,64,NONPOC,93,97.89,ALL_SESSIONS,5atr,false
R02,C01_NEUTRAL,0,0,0,0,0,0,0,0,0,0,1,100,1,,0,0,,NONPOC,0,0,OUT_OF_SESSION,5atr,true
R02,C01_NEUTRAL,0,0,0,0,14.29,14.29,14.29,14.29,14.29,14.29,1,14.29,7,5,0,0,7,NONPOC,6,85.71,RTH_AFTERNOON,5atr,true
R02,C01_NEUTRAL,25,0,0,50,0,0,0,0,0,25,0,0,8,41,0,0,82,NONPOC,8,100,RTH_MIDDAY,5atr,true
R02,C01_NEUTRAL,7.69,15.38,0,23.08,0,7.69,7.69,0,23.08,15.38,0,0,13,24,0,0,111,NONPOC,13,100,RTH_MORNING,5atr,true
R02,C01_NEUTRAL,22.73,0,9.09,15.15,7.58,6.06,12.12,3.03,16.67,7.58,0,0,66,8,0,0,33,NONPOC,66,100,RTH_OPEN,5atr,false
R03,C01_NEUTRAL,12.5,1.25,22.5,12.5,16.25,8.75,11.25,2.5,10,1.25,0,0,80,4,1,1.25,24,NONPOC,79,98.75,ALL_SESSIONS,5atr,false
R03,C01_NEUTRAL,30,0,0,20,0,30,0,10,0,0,0,0,10,12,1,10,29,NONPOC,9,90,RTH_AFTERNOON,5atr,true
R03,C01_NEUTRAL,28.57,14.29,0,42.86,0,14.29,0,0,0,0,0,0,7,36,0,0,47,NONPOC,7,100,RTH_MIDDAY,5atr,true
R03,C01_NEUTRAL,10,0,20,20,10,0,10,0,20,10,0,0,10,6,0,0,21,NONPOC,10,100,RTH_MORNING,5atr,true
R03,C01_NEUTRAL,7.55,0,30.19,5.66,22.64,5.66,15.09,1.89,11.32,0,0,0,53,2,0,0,11,NONPOC,53,100,RTH_OPEN,5atr,false
R04,C01_NEUTRAL,0,0,27.78,5.56,22.22,0,22.22,11.11,11.11,0,0,0,18,4,0,0,7,NONPOC,18,100,ALL_SESSIONS,5atr,true
R04,C01_NEUTRAL,0,0,0,0,0,0,100,0,0,0,0,0,1,4,0,0,4,NONPOC,1,100,RTH_AFTERNOON,5atr,true
R04,C01_NEUTRAL,0,0,0,0,0,0,100,0,0,0,0,0,1,4,0,0,4,NONPOC,1,100,RTH_MIDDAY,5atr,true
R04,C01_NEUTRAL,0,0,0,0,66.67,0,0,0,33.33,0,0,0,3,2,0,0,2,NONPOC,3,100,RTH_MORNING,5atr,true
R04,C01_NEUTRAL,0,0,38.46,7.69,15.38,0,15.38,15.38,7.69,0,0,0,13,2,0,0,5,NONPOC,13,100,RTH_OPEN,5atr,true
R05,C01_NEUTRAL,16.67,1.28,2.56,33.33,1.28,3.85,0,5.13,20.51,12.82,2,2.56,78,19,0,0,63,NONPOC,76,97.44,ALL_SESSIONS,5atr,false
R05,C01_NEUTRAL,0,0,0,0,0,0,0,0,33.33,0,2,66.67,3,10,0,0,10,NONPOC,1,33.33,RTH_AFTERNOON,5atr,true
R05,C01_NEUTRAL,9.09,0,0,36.36,0,0,0,0,0,54.55,0,0,11,64,0,0,90,NONPOC,11,100,RTH_MIDDAY,5atr,true
R05,C01_NEUTRAL,18.75,1.56,3.12,34.38,1.56,4.69,0,6.25,23.44,6.25,0,0,64,17,0,0,44,NONPOC,64,100,RTH_MORNING,5atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,12.5,13.14,11.54,17.95,11.22,5.45,3.21,2.24,13.46,5.13,7,2.24,312,11,6,1.92,204,NONPOC,299,95.83,ALL_SESSIONS,5atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,69.39,0,8.16,0,4.08,0,0,6.12,8.16,0,0,49,223,2,4.08,556,NONPOC,47,95.92,ETH_EVENING,5atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,20.83,20.83,20.83,0,0,0,0,0,20.83,2,8.33,24,71,2,8.33,183,NONPOC,20,83.33,ETH_OVERNIGHT,5atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,10,0,20,15,10,10,0,0,5,0,5,25,20,3,1,5,28,NONPOC,14,70,RTH_AFTERNOON,5atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,23.81,0,0,42.86,0,0,4.76,0,9.52,14.29,0,0,21,25,1,4.76,76,NONPOC,20,95.24,RTH_MIDDAY,5atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,22.22,1.39,2.78,27.78,9.72,1.39,1.39,5.56,25,2.78,0,0,72,13,0,0,40,NONPOC,72,100,RTH_MORNING,5atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,12.7,0.79,19.84,11.9,20.63,9.52,6.35,2.38,14.29,1.59,0,0,126,4,0,0,23,NONPOC,126,100,RTH_OPEN,5atr,false
R01,C02_ACTIVITY_MATCHED,0,53.42,6.85,12.33,0,2.74,0,0,4.11,12.33,2,2.74,73,155,4,5.48,525,NONPOC,67,91.78,ALL_SESSIONS,5atr,false
R01,C02_ACTIVITY_MATCHED,0,69.39,0,8.16,0,4.08,0,0,6.12,8.16,0,0,49,223,2,4.08,556,NONPOC,47,95.92,ETH_EVENING,5atr,false
R01,C02_ACTIVITY_MATCHED,0,20.83,20.83,20.83,0,0,0,0,0,20.83,2,8.33,24,71,2,8.33,183,NONPOC,20,83.33,ETH_OVERNIGHT,5atr,true
R02,C02_ACTIVITY_MATCHED,20.73,2.44,4.88,20.73,17.07,4.88,3.66,3.66,12.2,4.88,3,3.66,82,11,1,1.22,45,NONPOC,78,95.12,ALL_SESSIONS,5atr,false
R02,C02_ACTIVITY_MATCHED,0,0,25,12.5,12.5,12.5,0,0,0,0,3,37.5,8,2,0,0,3,NONPOC,5,62.5,RTH_AFTERNOON,5atr,true
R02,C02_ACTIVITY_MATCHED,33.33,0,0,50,0,0,0,0,0,0,0,0,6,21,1,16.67,23,NONPOC,5,83.33,RTH_MIDDAY,5atr,true
R02,C02_ACTIVITY_MATCHED,18.18,9.09,0,27.27,9.09,0,0,0,18.18,18.18,0,0,11,28,0,0,94,NONPOC,11,100,RTH_MORNING,5atr,true
R02,C02_ACTIVITY_MATCHED,22.81,1.75,3.51,17.54,21.05,5.26,5.26,5.26,14.04,3.51,0,0,57,8,0,0,43,NONPOC,57,100,RTH_OPEN,5atr,false
R03,C02_ACTIVITY_MATCHED,4.05,0,28.38,10.81,17.57,12.16,5.41,4.05,14.86,0,1,1.35,74,3,1,1.35,19,NONPOC,72,97.3,ALL_SESSIONS,5atr,false
R03,C02_ACTIVITY_MATCHED,0,0,33.33,0,0,16.67,0,0,16.67,0,1,16.67,6,3,1,16.67,3,NONPOC,4,66.67,RTH_AFTERNOON,5atr,true
R03,C02_ACTIVITY_MATCHED,0,0,0,66.67,0,0,0,0,33.33,0,0,0,3,27,0,0,27,NONPOC,3,100,RTH_MIDDAY,5atr,true
R03,C02_ACTIVITY_MATCHED,0,0,11.11,11.11,22.22,0,0,33.33,22.22,0,0,0,9,5,0,0,9,NONPOC,9,100,RTH_MORNING,5atr,true
R03,C02_ACTIVITY_MATCHED,5.36,0,32.14,8.93,19.64,14.29,7.14,0,12.5,0,0,0,56,2,0,0,12,NONPOC,56,100,RTH_OPEN,5atr,false
R04,C02_ACTIVITY_MATCHED,5.88,0,29.41,0,23.53,5.88,5.88,0,29.41,0,0,0,17,2,0,0,9,NONPOC,17,100,ALL_SESSIONS,5atr,true
R04,C02_ACTIVITY_MATCHED,100,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,14,NONPOC,1,100,RTH_AFTERNOON,5atr,true
R04,C02_ACTIVITY_MATCHED,0,0,0,0,0,0,0,0,100,0,0,0,1,6,0,0,6,NONPOC,1,100,RTH_MIDDAY,5atr,true
R04,C02_ACTIVITY_MATCHED,0,0,0,0,50,0,0,0,50,0,0,0,2,10,0,0,2,NONPOC,2,100,RTH_MORNING,5atr,true
R04,C02_ACTIVITY_MATCHED,0,0,38.46,0,23.08,7.69,7.69,0,23.08,0,0,0,13,2,0,0,6,NONPOC,13,100,RTH_OPEN,5atr,true
R05,C02_ACTIVITY_MATCHED,27.27,0,1.52,33.33,6.06,1.52,3.03,1.52,19.7,4.55,1,1.52,66,17,0,0,48,NONPOC,65,98.48,ALL_SESSIONS,5atr,false
R05,C02_ACTIVITY_MATCHED,20,0,0,40,20,0,0,0,0,0,1,20,5,33,0,0,33,NONPOC,4,80,RTH_AFTERNOON,5atr,true
R05,C02_ACTIVITY_MATCHED,27.27,0,0,36.36,0,0,9.09,0,0,27.27,0,0,11,35,0,0,78,NONPOC,11,100,RTH_MIDDAY,5atr,true
R05,C02_ACTIVITY_MATCHED,28,0,2,32,6,2,2,2,26,0,0,0,50,14,0,0,40,NONPOC,50,100,RTH_MORNING,5atr,false
ALL_ANCHORS,TREATED,12.71,14.97,11.3,16.67,6.21,5.08,5.93,5.08,11.86,7.06,5,1.41,354,12,6,1.69,233,NONPOC,343,96.89,ALL_SESSIONS,5atr,false
ALL_ANCHORS,TREATED,0,77.78,0,3.7,1.85,3.7,0,1.85,1.85,5.56,0,0,54,352,2,3.7,656,NONPOC,52,96.3,ETH_EVENING,5atr,false
ALL_ANCHORS,TREATED,0,25.93,14.81,11.11,0,0,3.7,3.7,0,29.63,2,7.41,27,73,1,3.7,187,NONPOC,24,88.89,ETH_OVERNIGHT,5atr,true
ALL_ANCHORS,TREATED,5.26,0,10.53,26.32,5.26,5.26,5.26,10.53,10.53,0,3,15.79,19,7,1,5.26,29,NONPOC,15,78.95,RTH_AFTERNOON,5atr,true
ALL_ANCHORS,TREATED,14.29,3.57,0,35.71,0,7.14,7.14,0,0,28.57,0,0,28,46,1,3.57,76,NONPOC,27,96.43,RTH_MIDDAY,5atr,true
ALL_ANCHORS,TREATED,26.67,2.22,5.56,30,4.44,2.22,3.33,5.56,15.56,3.33,0,0,90,13,1,1.11,52,NONPOC,89,98.89,RTH_MORNING,5atr,false
ALL_ANCHORS,TREATED,11.76,0.74,21.32,8.82,11.76,8.09,10.29,6.62,18.38,2.21,0,0,136,4,0,0,21,NONPOC,136,100,RTH_OPEN,5atr,false
R01,TREATED,0,60.49,4.94,6.17,1.23,2.47,1.23,2.47,1.23,13.58,2,2.47,81,204,3,3.7,642,NONPOC,76,93.83,ALL_SESSIONS,5atr,false
R01,TREATED,0,77.78,0,3.7,1.85,3.7,0,1.85,1.85,5.56,0,0,54,352,2,3.7,656,NONPOC,52,96.3,ETH_EVENING,5atr,false
R01,TREATED,0,25.93,14.81,11.11,0,0,3.7,3.7,0,29.63,2,7.41,27,73,1,3.7,187,NONPOC,24,88.89,ETH_OVERNIGHT,5atr,true
R02,TREATED,20.83,2.08,6.25,17.71,3.12,6.25,11.46,7.29,13.54,8.33,2,2.08,96,11,1,1.04,53,NONPOC,93,96.88,ALL_SESSIONS,5atr,false
R02,TREATED,14.29,0,0,14.29,14.29,14.29,14.29,0,0,0,2,28.57,7,4,0,0,17,NONPOC,5,71.43,RTH_AFTERNOON,5atr,true
R02,TREATED,25,0,0,12.5,0,0,12.5,0,0,50,0,0,8,62,0,0,69,NONPOC,8,100,RTH_MIDDAY,5atr,true
R02,TREATED,21.43,7.14,0,42.86,7.14,0,7.14,0,0,7.14,0,0,14,31,1,7.14,53,NONPOC,13,92.86,RTH_MORNING,5atr,true
R02,TREATED,20.9,1.49,8.96,13.43,1.49,7.46,11.94,10.45,19.4,4.48,0,0,67,7,0,0,37,NONPOC,67,100,RTH_OPEN,5atr,false
R03,TREATED,4.94,0,29.63,12.35,17.28,6.17,6.17,4.94,14.81,1.23,0,0,81,3,2,2.47,28,NONPOC,79,97.53,ALL_SESSIONS,5atr,false
R03,TREATED,0,0,22.22,44.44,0,0,0,22.22,0,0,0,0,9,23,1,11.11,29,NONPOC,8,88.89,RTH_AFTERNOON,5atr,true
R03,TREATED,0,0,0,57.14,0,14.29,14.29,0,0,0,0,0,7,30,1,14.29,32,NONPOC,6,85.71,RTH_MIDDAY,5atr,true
R03,TREATED,22.22,0,22.22,0,11.11,0,0,0,33.33,11.11,0,0,9,8,0,0,16,NONPOC,9,100,RTH_MORNING,5atr,true
R03,TREATED,3.57,0,35.71,3.57,23.21,7.14,7.14,3.57,16.07,0,0,0,56,2,0,0,8,NONPOC,56,100,RTH_OPEN,5atr,false
R04,TREATED,0,0,16.67,5.56,16.67,16.67,16.67,5.56,22.22,0,0,0,18,4,0,0,7,NONPOC,18,100,ALL_SESSIONS,5atr,true
R04,TREATED,0,0,0,0,0,0,0,0,100,0,0,0,1,7,0,0,7,NONPOC,1,100,RTH_AFTERNOON,5atr,true
R04,TREATED,0,0,0,0,0,100,0,0,0,0,0,0,1,3,0,0,3,NONPOC,1,100,RTH_MIDDAY,5atr,true
R04,TREATED,0,0,0,0,33.33,0,33.33,33.33,0,0,0,0,3,4,0,0,4,NONPOC,3,100,RTH_MORNING,5atr,true
R04,TREATED,0,0,23.08,7.69,15.38,15.38,15.38,0,23.08,0,0,0,13,3,0,0,6,NONPOC,13,100,RTH_OPEN,5atr,true
R05,TREATED,26.92,2.56,3.85,33.33,1.28,2.56,1.28,5.13,15.38,6.41,1,1.28,78,18,0,0,60,NONPOC,77,98.72,ALL_SESSIONS,5atr,false
R05,TREATED,0,0,0,0,0,0,0,0,50,0,1,50,2,10,0,0,10,NONPOC,1,50,RTH_AFTERNOON,5atr,true
R05,TREATED,16.67,8.33,0,41.67,0,0,0,0,0,33.33,0,0,12,60,0,0,76,NONPOC,12,100,RTH_MIDDAY,5atr,true
R05,TREATED,29.69,1.56,4.69,32.81,1.56,3.12,1.56,6.25,17.19,1.56,0,0,64,15,0,0,47,NONPOC,64,100,RTH_MORNING,5atr,false
ALL_ANCHORS,C01_NEUTRAL,9.1,9.73,31.42,13.09,7.86,4.24,3.49,4.49,10.1,4.99,5,0.62,802,5,7,0.87,117,POC,790,98.5,ALL_SESSIONS,5atr,false
ALL_ANCHORS,C01_NEUTRAL,7.32,67.07,0,4.88,0,1.22,0,2.44,2.44,10.98,0,0,82,220,3,3.66,574,POC,79,96.34,ETH_EVENING,5atr,false
ALL_ANCHORS,C01_NEUTRAL,4.17,33.33,4.17,22.92,0,0,0,0,0,25,3,6.25,48,102,2,4.17,234,POC,43,89.58,ETH_OVERNIGHT,5atr,false
ALL_ANCHORS,C01_NEUTRAL,17.86,0,25,7.14,7.14,3.57,7.14,10.71,7.14,0,2,7.14,28,5,2,7.14,17,POC,24,85.71,RTH_AFTERNOON,5atr,true
ALL_ANCHORS,C01_NEUTRAL,21.43,0,9.52,30.95,4.76,2.38,4.76,2.38,7.14,16.67,0,0,42,17,0,0,66,POC,42,100,RTH_MIDDAY,5atr,false
ALL_ANCHORS,C01_NEUTRAL,16.84,3.06,5.61,31.63,6.63,2.04,4.59,5.61,17.86,6.12,0,0,196,13,0,0,59,POC,196,100,RTH_MORNING,5atr,false
ALL_ANCHORS,C01_NEUTRAL,4.43,0.25,56.16,3.2,11.33,6.65,3.69,4.68,9.61,0,0,0,406,1,0,0,9,POC,406,100,RTH_OPEN,5atr,false
R01,C01_NEUTRAL,6.15,54.62,1.54,11.54,0,0.77,0,1.54,1.54,16.15,3,2.31,130,150,5,3.85,491,POC,122,93.85,ALL_SESSIONS,5atr,false
R01,C01_NEUTRAL,7.32,67.07,0,4.88,0,1.22,0,2.44,2.44,10.98,0,0,82,220,3,3.66,574,POC,79,96.34,ETH_EVENING,5atr,false
R01,C01_NEUTRAL,4.17,33.33,4.17,22.92,0,0,0,0,0,25,3,6.25,48,102,2,4.17,234,POC,43,89.58,ETH_OVERNIGHT,5atr,false
R02,C01_NEUTRAL,21.67,0.83,6.67,21.67,9.17,4.17,5,7.5,21.67,1.67,0,0,120,10,0,0,34,POC,120,100,ALL_SESSIONS,5atr,false
R02,C01_NEUTRAL,20,0,20,0,20,0,0,0,40,0,0,0,5,6,0,0,10,POC,5,100,RTH_AFTERNOON,5atr,true
R02,C01_NEUTRAL,42.86,0,7.14,35.71,0,0,0,0,0,14.29,0,0,14,22,0,0,49,POC,14,100,RTH_MIDDAY,5atr,true
R02,C01_NEUTRAL,26.32,0,0,52.63,10.53,0,0,0,10.53,0,0,0,19,22,0,0,34,POC,19,100,RTH_MORNING,5atr,true
R02,C01_NEUTRAL,17.07,1.22,7.32,13.41,9.76,6.1,7.32,10.98,26.83,0,0,0,82,7,0,0,23,POC,82,100,RTH_OPEN,5atr,false
R03,C01_NEUTRAL,3.35,0,46.93,3.91,13.97,11.73,3.91,6.7,8.94,0,0,0,179,2,1,0.56,8,POC,178,99.44,ALL_SESSIONS,5atr,false
R03,C01_NEUTRAL,28.57,0,28.57,14.29,0,14.29,0,0,0,0,0,0,7,11,1,14.29,20,POC,6,85.71,RTH_AFTERNOON,5atr,true
R03,C01_NEUTRAL,0,0,14.29,28.57,28.57,0,14.29,0,14.29,0,0,0,7,4,0,0,22,POC,7,100,RTH_MIDDAY,5atr,true
R03,C01_NEUTRAL,6.25,0,12.5,12.5,25,6.25,12.5,25,0,0,0,0,16,4,0,0,16,POC,16,100,RTH_MORNING,5atr,true
R03,C01_NEUTRAL,2.01,0,53.02,1.34,12.75,12.75,2.68,5.37,10.07,0,0,0,149,1,0,0,7,POC,149,100,RTH_OPEN,5atr,false
R04,C01_NEUTRAL,0.5,0,76.5,1,10.5,2,5,3,1.5,0,0,0,200,1,0,0,4,POC,200,100,ALL_SESSIONS,5atr,false
R04,C01_NEUTRAL,0,0,50,0,0,0,33.33,16.67,0,0,0,0,6,4,0,0,4,POC,6,100,RTH_AFTERNOON,5atr,true
R04,C01_NEUTRAL,0,0,50,0,0,25,0,25,0,0,0,0,4,3,0,0,3,POC,4,100,RTH_MIDDAY,5atr,true
R04,C01_NEUTRAL,0,0,33.33,13.33,13.33,0,20,13.33,6.67,0,0,0,15,4,0,0,8,POC,15,100,RTH_MORNING,5atr,true
R04,C01_NEUTRAL,0.57,0,81.71,0,10.86,1.71,2.86,1.14,1.14,0,0,0,175,1,0,0,2,POC,175,100,RTH_OPEN,5atr,false
R05,C01_NEUTRAL,18.5,3.47,2.89,31.79,3.47,1.73,2.89,4.05,19.65,9.83,2,1.16,173,16,1,0.58,73,POC,170,98.27,ALL_SESSIONS,5atr,false
R05,C01_NEUTRAL,20,0,10,10,10,0,0,20,0,0,2,20,10,5,1,10,17,POC,7,70,RTH_AFTERNOON,5atr,true
R05,C01_NEUTRAL,17.65,0,0,35.29,0,0,5.88,0,11.76,29.41,0,0,17,38,0,0,66,POC,17,100,RTH_MIDDAY,5atr,true
R05,C01_NEUTRAL,18.49,4.11,2.74,32.88,3.42,2.05,2.74,3.42,21.92,8.22,0,0,146,15,0,0,73,POC,146,100,RTH_MORNING,5atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,12.69,8.73,31.3,12.36,8.07,4.28,3.95,4.94,7.74,4.45,3,0.49,607,5,6,0.99,86,POC,598,98.52,ALL_SESSIONS,5atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,1.56,67.19,0,12.5,1.56,1.56,0,0,3.12,10.94,0,0,64,206,1,1.56,533,POC,63,98.44,ETH_EVENING,5atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,6.25,18.75,3.12,18.75,0,0,0,0,3.12,34.38,1,3.12,32,66,4,12.5,168,POC,27,84.38,ETH_OVERNIGHT,5atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,21.05,0,15.79,21.05,10.53,5.26,5.26,5.26,0,0,2,10.53,19,11,1,5.26,29,POC,16,84.21,RTH_AFTERNOON,5atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,14.71,0,5.88,38.24,2.94,5.88,2.94,2.94,14.71,11.76,0,0,34,22,0,0,55,POC,34,100,RTH_MIDDAY,5atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,29.53,2.68,4.03,24.83,4.03,3.36,8.05,7.38,12.75,3.36,0,0,149,13,0,0,52,POC,149,100,RTH_MORNING,5atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,6.8,0,57.61,2.27,12.62,5.5,3.24,5.5,6.47,0,0,0,309,1,0,0,9,POC,309,100,RTH_OPEN,5atr,false
R01,C02_ACTIVITY_MATCHED,3.12,51.04,1.04,14.58,1.04,1.04,0,0,3.12,18.75,1,1.04,96,137,5,5.21,508,POC,90,93.75,ALL_SESSIONS,5atr,false
R01,C02_ACTIVITY_MATCHED,1.56,67.19,0,12.5,1.56,1.56,0,0,3.12,10.94,0,0,64,206,1,1.56,533,POC,63,98.44,ETH_EVENING,5atr,false
R01,C02_ACTIVITY_MATCHED,6.25,18.75,3.12,18.75,0,0,0,0,3.12,34.38,1,3.12,32,66,4,12.5,168,POC,27,84.38,ETH_OVERNIGHT,5atr,false
R02,C02_ACTIVITY_MATCHED,27.27,0,7.95,17.05,9.09,4.55,4.55,9.09,17.05,2.27,1,1.14,88,9,0,0,30,POC,87,98.86,ALL_SESSIONS,5atr,false
R02,C02_ACTIVITY_MATCHED,0,0,0,25,25,25,0,0,0,0,1,25,4,3,0,0,3,POC,3,75,RTH_AFTERNOON,5atr,true
R02,C02_ACTIVITY_MATCHED,10,0,0,30,10,0,10,0,20,20,0,0,10,22,0,0,73,POC,10,100,RTH_MIDDAY,5atr,true
