relationship_id,node_class,inside_volume_value_area,count
R01,POC_ATOMIC,True,2223
R02,POC_ATOMIC,True,2223
R03,NONPOC_ATOMIC_HVN,False,9
R03,NONPOC_ATOMIC_HVN,True,78
R03,POC_ATOMIC,True,1593
R04,NONPOC_ATOMIC_HVN,False,9
R04,NONPOC_ATOMIC_HVN,True,27
R04,POC_ATOMIC,True,2016
R05,NONPOC_ATOMIC_HVN,False,3
R05,NONPOC_ATOMIC_HVN,True,3
R05,POC_ATOMIC,True,2211
