anchor,arm,bars_11-20_pct,bars_121+_pct,bars_1_pct,bars_21-60_pct,bars_2_pct,bars_3_pct,bars_4_pct,bars_5_pct,bars_6-10_pct,bars_61-120_pct,censored,censored_pct,events,median_bars,never_reached,never_reached_pct,p90_bars,population,reached,reached_pct,session,threshold,underpowered
ALL_ANCHORS,TREATED,0,0,50,0,0,0,0,50,0,0,0,0,2,5,0,0,1,NONPOC,2,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,TREATED,0,0,25,41.67,8.33,0,16.67,0,8.33,0,0,0,12,6,0,0,30,NONPOC,12,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,TREATED,7.84,0,13.73,15.69,13.73,11.76,1.96,3.92,31.37,0,0,0,51,7,0,0,29,NONPOC,51,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,9.76,0,32.93,2.44,13.41,17.07,7.32,6.1,10.98,0,0,0,82,3,0,0,11,NONPOC,82,100,RTH_OPEN,3atr,false
R01,TREATED,12.73,20,12.73,23.64,1.82,1.82,0,0,3.64,23.64,0,0,55,50,0,0,172,NONPOC,55,100,ALL_SESSIONS,3atr,false
R01,TREATED,7.5,22.5,7.5,25,2.5,2.5,0,0,5,27.5,0,0,40,63,0,0,229,NONPOC,40,100,ETH_EVENING,3atr,false
R01,TREATED,26.67,13.33,26.67,20,0,0,0,0,0,13.33,0,0,15,18,0,0,102,NONPOC,15,100,ETH_OVERNIGHT,3atr,true
R02,TREATED,17.07,0,12.2,12.2,12.2,4.88,4.88,9.76,26.83,0,0,0,41,6,0,0,25,NONPOC,41,100,ALL_SESSIONS,3atr,false
R02,TREATED,0,0,0,0,0,0,0,100,0,0,0,0,1,5,0,0,5,NONPOC,1,100,RTH_AFTERNOON,3atr,true
R02,TREATED,0,0,0,50,25,0,0,0,25,0,0,0,4,25,0,0,25,NONPOC,4,100,RTH_MIDDAY,3atr,true
R02,TREATED,16.67,0,0,8.33,16.67,0,0,8.33,50,0,0,0,12,7,0,0,13,NONPOC,12,100,RTH_MORNING,3atr,true
R02,TREATED,20.83,0,20.83,8.33,8.33,8.33,8.33,8.33,16.67,0,0,0,24,5,0,0,15,NONPOC,24,100,RTH_OPEN,3atr,true
R03,TREATED,5.08,0,30.51,5.08,15.25,20.34,6.78,5.08,11.86,0,0,0,59,3,0,0,10,NONPOC,59,100,ALL_SESSIONS,3atr,false
R03,TREATED,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1,NONPOC,1,100,RTH_AFTERNOON,3atr,true
R03,TREATED,0,0,0,100,0,0,0,0,0,0,0,0,1,30,0,0,30,NONPOC,1,100,RTH_MIDDAY,3atr,true
R03,TREATED,0,0,11.11,22.22,22.22,11.11,0,11.11,22.22,0,0,0,9,5,0,0,23,NONPOC,9,100,RTH_MORNING,3atr,true
R03,TREATED,6.25,0,33.33,0,14.58,22.92,8.33,4.17,10.42,0,0,0,48,3,0,0,8,NONPOC,48,100,RTH_OPEN,3atr,false
R04,TREATED,0,0,66.67,0,16.67,8.33,0,8.33,0,0,0,0,12,1,0,0,2,NONPOC,12,100,ALL_SESSIONS,3atr,true
R04,TREATED,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1,NONPOC,1,100,RTH_MIDDAY,3atr,true
R04,TREATED,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1,NONPOC,1,100,RTH_MORNING,3atr,true
R04,TREATED,0,0,60,0,20,10,0,10,0,0,0,0,10,1,0,0,3,NONPOC,10,100,RTH_OPEN,3atr,true
R05,TREATED,5.71,0,20,20,8.57,14.29,8.57,0,22.86,0,0,0,35,4,0,0,35,NONPOC,35,100,ALL_SESSIONS,3atr,false
R05,TREATED,0,0,33.33,33.33,0,0,33.33,0,0,0,0,0,6,4,0,0,35,NONPOC,6,100,RTH_MIDDAY,3atr,true
R05,TREATED,6.9,0,17.24,17.24,10.34,17.24,3.45,0,27.59,0,0,0,29,6,0,0,29,NONPOC,29,100,RTH_MORNING,3atr,true
ALL_ANCHORS,C01_NEUTRAL,10.74,3.71,35.04,9.85,10.49,4.6,3.84,3.32,14.32,3.71,3,0.38,782,3,0,0,42,POC,779,99.62,ALL_SESSIONS,3atr,false
ALL_ANCHORS,C01_NEUTRAL,10.53,21.05,7.02,26.32,6.14,0,0.88,0,7.02,21.05,0,0,114,48,0,0,171,POC,114,100,ETH_EVENING,3atr,false
ALL_ANCHORS,C01_NEUTRAL,13.33,13.33,6.67,33.33,0,0,0,3.33,13.33,13.33,1,3.33,30,29,0,0,126,POC,29,96.67,ETH_OVERNIGHT,3atr,false
ALL_ANCHORS,C01_NEUTRAL,0,0,0,0,0,0,0,0,0,0,2,100,2,,0,0,,POC,0,0,OUT_OF_SESSION,3atr,true
ALL_ANCHORS,C01_NEUTRAL,19.05,0,23.81,14.29,9.52,4.76,9.52,0,19.05,0,0,0,21,6,0,0,21,POC,21,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,C01_NEUTRAL,9.09,3.03,15.15,18.18,3.03,12.12,6.06,6.06,24.24,3.03,0,0,33,7,0,0,39,POC,33,100,RTH_MIDDAY,3atr,false
ALL_ANCHORS,C01_NEUTRAL,19.7,0,12.12,12.63,8.59,5.05,4.04,8.08,29.8,0,0,0,198,8,0,0,22,POC,198,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C01_NEUTRAL,5.73,0,59.9,0.78,14.32,5.47,4.43,1.82,7.55,0,0,0,384,1,0,0,7,POC,384,100,RTH_OPEN,3atr,false
R01,C01_NEUTRAL,11.11,19.44,6.94,27.78,4.86,0,0.69,0.69,8.33,19.44,1,0.69,144,44,0,0,164,POC,143,99.31,ALL_SESSIONS,3atr,false
R01,C01_NEUTRAL,10.53,21.05,7.02,26.32,6.14,0,0.88,0,7.02,21.05,0,0,114,48,0,0,171,POC,114,100,ETH_EVENING,3atr,false
R01,C01_NEUTRAL,13.33,13.33,6.67,33.33,0,0,0,3.33,13.33,13.33,1,3.33,30,29,0,0,126,POC,29,96.67,ETH_OVERNIGHT,3atr,false
R02,C01_NEUTRAL,15.7,0,23.14,6.61,14.88,5.79,6.61,4.96,20.66,0,2,1.65,121,4,0,0,15,POC,119,98.35,ALL_SESSIONS,3atr,false
R02,C01_NEUTRAL,0,0,0,0,0,0,0,0,0,0,2,100,2,,0,0,,POC,0,0,OUT_OF_SESSION,3atr,true
R02,C01_NEUTRAL,42.86,0,28.57,0,14.29,0,0,0,14.29,0,0,0,7,10,0,0,14,POC,7,100,RTH_AFTERNOON,3atr,true
R02,C01_NEUTRAL,33.33,0,0,50,0,0,0,0,16.67,0,0,0,6,29,0,0,42,POC,6,100,RTH_MIDDAY,3atr,true
R02,C01_NEUTRAL,16.67,0,4.17,8.33,12.5,8.33,8.33,8.33,33.33,0,0,0,24,6,0,0,15,POC,24,100,RTH_MORNING,3atr,true
R02,C01_NEUTRAL,12.2,0,30.49,3.66,17.07,6.1,7.32,4.88,18.29,0,0,0,82,3,0,0,12,POC,82,100,RTH_OPEN,3atr,false
R03,C01_NEUTRAL,8.05,0,42.95,0.67,16.11,9.4,6.04,2.01,14.09,0.67,0,0,149,2,0,0,9,POC,149,100,ALL_SESSIONS,3atr,false
R03,C01_NEUTRAL,0,0,100,0,0,0,0,0,0,0,0,0,2,1,0,0,1,POC,2,100,RTH_AFTERNOON,3atr,true
R03,C01_NEUTRAL,0,0,12.5,12.5,0,25,0,0,37.5,12.5,0,0,8,8,0,0,30,POC,8,100,RTH_MIDDAY,3atr,true
R03,C01_NEUTRAL,10,0,0,0,20,10,0,10,50,0,0,0,10,6,0,0,10,POC,10,100,RTH_MORNING,3atr,true
R03,C01_NEUTRAL,8.53,0,47.29,0,17.05,8.53,6.98,1.55,10.08,0,0,0,129,2,0,0,8,POC,129,100,RTH_OPEN,3atr,false
R04,C01_NEUTRAL,0.53,0,81.38,0,11.17,3.72,1.06,1.06,1.06,0,0,0,188,1,0,0,2,POC,188,100,ALL_SESSIONS,3atr,false
R04,C01_NEUTRAL,0,0,28.57,0,14.29,28.57,0,14.29,14.29,0,0,0,7,3,0,0,5,POC,7,100,RTH_MIDDAY,3atr,true
R04,C01_NEUTRAL,0,0,87.5,0,12.5,0,0,0,0,0,0,0,8,1,0,0,1,POC,8,100,RTH_MORNING,3atr,true
R04,C01_NEUTRAL,0.58,0,83.24,0,10.98,2.89,1.16,0.58,0.58,0,0,0,173,1,0,0,2,POC,173,100,RTH_OPEN,3atr,false
R05,C01_NEUTRAL,20,0.56,10.56,15.56,6.67,4.44,5.56,7.78,28.89,0,0,0,180,8,0,0,26,POC,180,100,ALL_SESSIONS,3atr,false
R05,C01_NEUTRAL,8.33,0,8.33,25,8.33,8.33,16.67,0,25,0,0,0,12,6,0,0,21,POC,12,100,RTH_AFTERNOON,3atr,true
R05,C01_NEUTRAL,8.33,8.33,16.67,16.67,0,0,16.67,8.33,25,0,0,0,12,7,0,0,38,POC,12,100,RTH_MIDDAY,3atr,true
R05,C01_NEUTRAL,21.79,0,10.26,14.74,7.05,4.49,3.85,8.33,29.49,0,0,0,156,9,0,0,23,POC,156,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,8.14,2.92,37.16,8.98,11.27,7.1,4.38,3.13,12.11,4.38,1,0.21,479,3,1,0.21,38,POC,477,99.58,ALL_SESSIONS,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,10.77,18.46,10.77,26.15,1.54,4.62,1.54,0,4.62,21.54,0,0,65,48,0,0,166,POC,65,100,ETH_EVENING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,23.08,7.69,7.69,26.92,3.85,0,3.85,0,7.69,15.38,0,0,26,21,1,3.85,99,POC,25,96.15,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,0,0,0,0,0,0,0,0,1,100,1,,0,0,,POC,0,0,OUT_OF_SESSION,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,25,0,25,8.33,0,25,8.33,8.33,0,0,0,0,12,4,0,0,19,POC,12,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,36.36,18.18,9.09,9.09,9.09,0,13.64,4.55,0,0,22,3,0,0,27,POC,22,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,13.27,0,13.27,9.73,11.5,11.5,6.19,6.19,26.55,1.77,0,0,113,6,0,0,21,POC,113,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,3.33,0,59.58,1.25,15.42,5.42,3.75,2.92,8.33,0,0,0,240,1,0,0,7,POC,240,100,RTH_OPEN,3atr,false
R01,C02_ACTIVITY_MATCHED,14.29,15.38,9.89,26.37,2.2,3.3,2.2,0,5.49,19.78,0,0,91,35,1,1.1,161,POC,90,98.9,ALL_SESSIONS,3atr,false
R01,C02_ACTIVITY_MATCHED,10.77,18.46,10.77,26.15,1.54,4.62,1.54,0,4.62,21.54,0,0,65,48,0,0,166,POC,65,100,ETH_EVENING,3atr,false
R01,C02_ACTIVITY_MATCHED,23.08,7.69,7.69,26.92,3.85,0,3.85,0,7.69,15.38,0,0,26,21,1,3.85,99,POC,25,96.15,ETH_OVERNIGHT,3atr,true
R02,C02_ACTIVITY_MATCHED,13.16,0,25,7.89,11.84,11.84,5.26,6.58,17.11,0,1,1.32,76,4,0,0,19,POC,75,98.68,ALL_SESSIONS,3atr,false
R02,C02_ACTIVITY_MATCHED,0,0,0,0,0,0,0,0,0,0,1,100,1,,0,0,,POC,0,0,OUT_OF_SESSION,3atr,true
R02,C02_ACTIVITY_MATCHED,42.86,0,14.29,14.29,0,28.57,0,0,0,0,0,0,7,12,0,0,20,POC,7,100,RTH_AFTERNOON,3atr,true
R02,C02_ACTIVITY_MATCHED,0,0,25,25,0,25,25,0,0,0,0,0,4,4,0,0,4,POC,4,100,RTH_MIDDAY,3atr,true
R02,C02_ACTIVITY_MATCHED,12.5,0,12.5,12.5,6.25,31.25,0,6.25,18.75,0,0,0,16,5,0,0,19,POC,16,100,RTH_MORNING,3atr,true
R02,C02_ACTIVITY_MATCHED,10.42,0,31.25,4.17,16.67,2.08,6.25,8.33,20.83,0,0,0,48,4,0,0,12,POC,48,100,RTH_OPEN,3atr,false
R03,C02_ACTIVITY_MATCHED,2.56,0,42.31,2.56,19.23,10.26,7.69,2.56,12.82,0,0,0,78,2,0,0,8,POC,78,100,ALL_SESSIONS,3atr,false
R03,C02_ACTIVITY_MATCHED,0,0,50,0,0,50,0,0,0,0,0,0,2,3,0,0,1,POC,2,100,RTH_AFTERNOON,3atr,true
R03,C02_ACTIVITY_MATCHED,0,0,33.33,33.33,33.33,0,0,0,0,0,0,0,3,2,0,0,2,POC,3,100,RTH_MIDDAY,3atr,true
R03,C02_ACTIVITY_MATCHED,0,0,20,0,20,0,0,20,40,0,0,0,5,5,0,0,7,POC,5,100,RTH_MORNING,3atr,true
R03,C02_ACTIVITY_MATCHED,2.94,0,44.12,1.47,19.12,10.29,8.82,1.47,11.76,0,0,0,68,2,0,0,7,POC,68,100,RTH_OPEN,3atr,false
R04,C02_ACTIVITY_MATCHED,0.75,0,77.61,0,14.18,3.73,0.75,1.49,1.49,0,0,0,134,1,0,0,2,POC,134,100,ALL_SESSIONS,3atr,false
R04,C02_ACTIVITY_MATCHED,0,0,80,0,0,0,20,0,0,0,0,0,5,1,0,0,1,POC,5,100,RTH_MIDDAY,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,40,0,60,0,0,0,0,0,0,0,5,2,0,0,2,POC,5,100,RTH_MORNING,3atr,true
R04,C02_ACTIVITY_MATCHED,0.81,0,79.03,0,12.9,4.03,0,1.61,1.61,0,0,0,124,1,0,0,2,POC,124,100,RTH_OPEN,3atr,false
R05,C02_ACTIVITY_MATCHED,13,0,13,11,9,9,8,6,28,3,0,0,100,6,0,0,22,POC,100,100,ALL_SESSIONS,3atr,false
R05,C02_ACTIVITY_MATCHED,0,0,33.33,0,0,0,33.33,33.33,0,0,0,0,3,4,0,0,4,POC,3,100,RTH_AFTERNOON,3atr,true
R05,C02_ACTIVITY_MATCHED,0,0,20,20,10,10,0,0,30,10,0,0,10,7,0,0,36,POC,10,100,RTH_MIDDAY,3atr,true
R05,C02_ACTIVITY_MATCHED,14.94,0,11.49,10.34,9.2,9.2,8.05,5.75,28.74,2.3,0,0,87,6,0,0,21,POC,87,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,10.63,2.78,34.18,11.27,9.62,6.33,4.56,3.16,11.65,5.32,3,0.38,790,3,1,0.13,51,POC,786,99.49,ALL_SESSIONS,3atr,false
ALL_ANCHORS,TREATED,8.62,14.66,7.76,31.03,1.72,0.86,0.86,0.86,3.45,30.17,0,0,116,51,0,0,135,POC,116,100,ETH_EVENING,3atr,false
ALL_ANCHORS,TREATED,6.06,9.09,9.09,42.42,6.06,3.03,3.03,0,3.03,9.09,2,6.06,33,30,1,3.03,80,POC,30,90.91,ETH_OVERNIGHT,3atr,false
ALL_ANCHORS,TREATED,0,0,0,0,0,0,0,0,0,0,1,100,1,,0,0,,POC,0,0,OUT_OF_SESSION,3atr,true
ALL_ANCHORS,TREATED,15.79,0,21.05,15.79,5.26,10.53,10.53,0,21.05,0,0,0,19,9,0,0,26,POC,19,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,TREATED,11.11,2.78,16.67,16.67,11.11,11.11,8.33,5.56,16.67,0,0,0,36,5,0,0,44,POC,36,100,RTH_MIDDAY,3atr,false
ALL_ANCHORS,TREATED,24,0.5,11.5,13,7.5,6,5,8,22.5,2,0,0,200,9,0,0,27,POC,200,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,4.42,0,58.44,1.04,13.51,7.79,4.94,1.56,8.31,0,0,0,385,1,0,0,7,POC,385,100,RTH_OPEN,3atr,false
R01,TREATED,8.05,13.42,8.05,33.56,2.68,1.34,1.34,0.67,3.36,25.5,2,1.34,149,43,1,0.67,134,POC,146,97.99,ALL_SESSIONS,3atr,false
R01,TREATED,8.62,14.66,7.76,31.03,1.72,0.86,0.86,0.86,3.45,30.17,0,0,116,51,0,0,135,POC,116,100,ETH_EVENING,3atr,false
R01,TREATED,6.06,9.09,9.09,42.42,6.06,3.03,3.03,0,3.03,9.09,2,6.06,33,30,1,3.03,80,POC,30,90.91,ETH_OVERNIGHT,3atr,false
R02,TREATED,17.65,0,25.21,6.72,9.24,12.61,6.72,2.52,18.49,0,1,0.84,119,4,0,0,16,POC,118,99.16,ALL_SESSIONS,3atr,false
R02,TREATED,0,0,0,0,0,0,0,0,0,0,1,100,1,,0,0,,POC,0,0,OUT_OF_SESSION,3atr,true
R02,TREATED,14.29,0,42.86,14.29,0,14.29,0,0,14.29,0,0,0,7,3,0,0,12,POC,7,100,RTH_AFTERNOON,3atr,true
R02,TREATED,25,0,0,37.5,12.5,12.5,0,0,12.5,0,0,0,8,20,0,0,57,POC,8,100,RTH_MIDDAY,3atr,true
