anchor,arm,censored,censored_pct,eligible_events,left_envelope,mean_minutes_inside,median_minutes_inside,p25_minutes,p75_minutes,p90_minutes,population,session,underpowered
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,26,26,7.3,3,1,8,19,NONPOC,RTH_MIDDAY,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,60,60,7,5,2,11,17,NONPOC,RTH_MORNING,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,1,0.93,108,107,3.3,1,0,3,10,NONPOC,RTH_OPEN,false
R01,C02_ACTIVITY_MATCHED,2,2.94,68,66,107.3,54,17,118,327,NONPOC,ALL_SESSIONS,false
R01,C02_ACTIVITY_MATCHED,0,0,48,48,123,60,21,119,389,NONPOC,ETH_EVENING,false
R01,C02_ACTIVITY_MATCHED,1,5.26,19,18,65.3,32,9,59,187,NONPOC,ETH_OVERNIGHT,true
R01,C02_ACTIVITY_MATCHED,1,100,1,0,,,,,,NONPOC,RTH_OPEN,true
R02,C02_ACTIVITY_MATCHED,0,0,63,63,7.6,4,1,11,16,NONPOC,ALL_SESSIONS,false
R02,C02_ACTIVITY_MATCHED,0,0,8,8,7.1,3,0,4,11,NONPOC,RTH_AFTERNOON,true
R02,C02_ACTIVITY_MATCHED,0,0,6,6,8.2,8,2,8,12,NONPOC,RTH_MIDDAY,true
R02,C02_ACTIVITY_MATCHED,0,0,10,10,9.3,11,2,12,17,NONPOC,RTH_MORNING,true
R02,C02_ACTIVITY_MATCHED,0,0,39,39,7.2,4,1,10,13,NONPOC,RTH_OPEN,false
R03,C02_ACTIVITY_MATCHED,0,0,67,67,1.9,1,0,2,4,NONPOC,ALL_SESSIONS,false
R03,C02_ACTIVITY_MATCHED,0,0,4,4,2.5,3,0,3,3,NONPOC,RTH_AFTERNOON,true
R03,C02_ACTIVITY_MATCHED,0,0,13,13,4.2,3,1,3,5,NONPOC,RTH_MIDDAY,true
R03,C02_ACTIVITY_MATCHED,0,0,5,5,1,1,0,2,2,NONPOC,RTH_MORNING,true
R03,C02_ACTIVITY_MATCHED,0,0,45,45,1.3,0,0,1,3,NONPOC,RTH_OPEN,false
R04,C02_ACTIVITY_MATCHED,0,0,28,28,1.6,1,0,2,3,NONPOC,ALL_SESSIONS,true
R04,C02_ACTIVITY_MATCHED,0,0,1,1,5,5,5,5,5,NONPOC,RTH_AFTERNOON,true
R04,C02_ACTIVITY_MATCHED,0,0,2,2,9.5,16,3,3,3,NONPOC,RTH_MIDDAY,true
R04,C02_ACTIVITY_MATCHED,0,0,2,2,2,4,0,0,0,NONPOC,RTH_MORNING,true
R04,C02_ACTIVITY_MATCHED,0,0,23,23,0.7,0,0,1,2,NONPOC,RTH_OPEN,true
R05,C02_ACTIVITY_MATCHED,0,0,48,48,8.1,5,2,11,19,NONPOC,ALL_SESSIONS,false
R05,C02_ACTIVITY_MATCHED,0,0,5,5,13.6,1,1,26,26,NONPOC,RTH_MIDDAY,true
R05,C02_ACTIVITY_MATCHED,0,0,43,43,7.5,5,2,10,17,NONPOC,RTH_MORNING,false
ALL_ANCHORS,TREATED,2,0.66,302,300,27.7,4,1,16,69,NONPOC,ALL_SESSIONS,false
ALL_ANCHORS,TREATED,0,0,44,44,133.2,79,28,204,365,NONPOC,ETH_EVENING,false
ALL_ANCHORS,TREATED,0,0,23,23,51.5,25,10,60,112,NONPOC,ETH_OVERNIGHT,true
ALL_ANCHORS,TREATED,2,11.76,17,15,5.5,2,0,6,8,NONPOC,RTH_AFTERNOON,true
ALL_ANCHORS,TREATED,0,0,25,25,7,3,1,8,17,NONPOC,RTH_MIDDAY,true
ALL_ANCHORS,TREATED,0,0,74,74,8.5,4,1,10,20,NONPOC,RTH_MORNING,false
ALL_ANCHORS,TREATED,0,0,119,119,3.2,1,0,5,9,NONPOC,RTH_OPEN,false
R01,TREATED,0,0,67,67,105.1,54,21,136,247,NONPOC,ALL_SESSIONS,false
R01,TREATED,0,0,44,44,133.2,79,28,204,365,NONPOC,ETH_EVENING,false
R01,TREATED,0,0,23,23,51.5,25,10,60,112,NONPOC,ETH_OVERNIGHT,true
R02,TREATED,2,2.94,68,66,7.6,4,1,8,17,NONPOC,ALL_SESSIONS,false
R02,TREATED,2,33.33,6,4,14.2,8,0,8,8,NONPOC,RTH_AFTERNOON,true
R02,TREATED,0,0,8,8,11.2,4,1,14,18,NONPOC,RTH_MIDDAY,true
R02,TREATED,0,0,11,11,10.5,3,1,6,20,NONPOC,RTH_MORNING,true
R02,TREATED,0,0,43,43,5.5,4,1,7,12,NONPOC,RTH_OPEN,false
R03,TREATED,0,0,79,79,2.7,1,0,3,8,NONPOC,ALL_SESSIONS,false
R03,TREATED,0,0,8,8,2.4,2,0,2,3,NONPOC,RTH_AFTERNOON,true
R03,TREATED,0,0,8,8,6,3,0,6,17,NONPOC,RTH_MIDDAY,true
R03,TREATED,0,0,10,10,1.5,0,0,2,3,NONPOC,RTH_MORNING,true
R03,TREATED,0,0,53,53,2.5,0,0,3,6,NONPOC,RTH_OPEN,false
R04,TREATED,0,0,35,35,1.3,0,0,2,3,NONPOC,ALL_SESSIONS,false
R04,TREATED,0,0,3,3,2,0,0,0,0,NONPOC,RTH_AFTERNOON,true
R04,TREATED,0,0,3,3,4.7,3,0,3,3,NONPOC,RTH_MIDDAY,true
R04,TREATED,0,0,6,6,1.8,2,0,2,3,NONPOC,RTH_MORNING,true
R04,TREATED,0,0,23,23,0.6,0,0,1,2,NONPOC,RTH_OPEN,true
R05,TREATED,0,0,53,53,9.6,5,2,12,22,NONPOC,ALL_SESSIONS,false
R05,TREATED,0,0,6,6,3.8,4,1,4,8,NONPOC,RTH_MIDDAY,true
R05,TREATED,0,0,47,47,10.4,5,2,13,22,NONPOC,RTH_MORNING,false
ALL_ANCHORS,C01_NEUTRAL,0,0,421,421,19.9,3,0,12,40,POC,ALL_SESSIONS,false
ALL_ANCHORS,C01_NEUTRAL,0,0,63,63,88.6,33,9,84,182,POC,ETH_EVENING,false
ALL_ANCHORS,C01_NEUTRAL,0,0,29,29,30.2,17,9,37,71,POC,ETH_OVERNIGHT,true
ALL_ANCHORS,C01_NEUTRAL,0,0,12,12,4.5,3,1,8,9,POC,RTH_AFTERNOON,true
ALL_ANCHORS,C01_NEUTRAL,0,0,27,27,14.1,7,1,14,25,POC,RTH_MIDDAY,true
ALL_ANCHORS,C01_NEUTRAL,0,0,126,126,9.6,5,2,10,20,POC,RTH_MORNING,false
ALL_ANCHORS,C01_NEUTRAL,0,0,164,164,1.7,0,0,1,5,POC,RTH_OPEN,false
R01,C01_NEUTRAL,0,0,92,92,70.2,29,9,63,162,POC,ALL_SESSIONS,false
R01,C01_NEUTRAL,0,0,63,63,88.6,33,9,84,182,POC,ETH_EVENING,false
R01,C01_NEUTRAL,0,0,29,29,30.2,17,9,37,71,POC,ETH_OVERNIGHT,true
R02,C01_NEUTRAL,0,0,69,69,6.2,3,1,8,14,POC,ALL_SESSIONS,false
R02,C01_NEUTRAL,0,0,7,7,4,3,2,3,8,POC,RTH_AFTERNOON,true
R02,C01_NEUTRAL,0,0,8,8,13.1,14,4,19,21,POC,RTH_MIDDAY,true
R02,C01_NEUTRAL,0,0,17,17,7.8,5,2,7,13,POC,RTH_MORNING,true
R02,C01_NEUTRAL,0,0,37,37,4.3,2,1,5,10,POC,RTH_OPEN,false
R03,C01_NEUTRAL,0,0,79,79,2.2,0,0,2,8,POC,ALL_SESSIONS,false
R03,C01_NEUTRAL,0,0,3,3,8.7,10,4,10,10,POC,RTH_AFTERNOON,true
R03,C01_NEUTRAL,0,0,3,3,6.3,5,1,5,5,POC,RTH_MIDDAY,true
R03,C01_NEUTRAL,0,0,8,8,6,8,0,10,10,POC,RTH_MORNING,true
R03,C01_NEUTRAL,0,0,65,65,1.2,0,0,1,3,POC,RTH_OPEN,false
R04,C01_NEUTRAL,0,0,72,72,0.7,0,0,1,1,POC,ALL_SESSIONS,false
R04,C01_NEUTRAL,0,0,1,1,0,0,0,0,0,POC,RTH_AFTERNOON,true
R04,C01_NEUTRAL,0,0,5,5,3,1,1,1,1,POC,RTH_MIDDAY,true
R04,C01_NEUTRAL,0,0,4,4,1.5,0,0,0,0,POC,RTH_MORNING,true
R04,C01_NEUTRAL,0,0,62,62,0.5,0,0,0,1,POC,RTH_OPEN,false
R05,C01_NEUTRAL,0,0,109,109,11.6,5,2,11,25,POC,ALL_SESSIONS,false
R05,C01_NEUTRAL,0,0,1,1,0,0,0,0,0,POC,RTH_AFTERNOON,true
R05,C01_NEUTRAL,0,0,11,11,21.9,7,1,20,28,POC,RTH_MIDDAY,true
R05,C01_NEUTRAL,0,0,97,97,10.5,5,2,11,22,POC,RTH_MORNING,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,2,0.6,332,330,20.7,5,1,14,53,POC,ALL_SESSIONS,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,55,55,72,37,10,82,163,POC,ETH_EVENING,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,1,4.35,23,22,48.1,23,7,53,97,POC,ETH_OVERNIGHT,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,1,7.69,13,12,6.5,4,2,6,9,POC,RTH_AFTERNOON,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,23,23,17.6,14,4,18,32,POC,RTH_MIDDAY,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,106,106,10,6,3,12,20,POC,RTH_MORNING,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,112,112,2.5,1,0,2,6,POC,RTH_OPEN,false
R01,C02_ACTIVITY_MATCHED,1,1.28,78,77,65.2,34,7,75,160,POC,ALL_SESSIONS,false
R01,C02_ACTIVITY_MATCHED,0,0,55,55,72,37,10,82,163,POC,ETH_EVENING,false
R01,C02_ACTIVITY_MATCHED,1,4.35,23,22,48.1,23,7,53,97,POC,ETH_OVERNIGHT,true
R02,C02_ACTIVITY_MATCHED,1,1.92,52,51,8.5,5,2,11,19,POC,ALL_SESSIONS,false
R02,C02_ACTIVITY_MATCHED,1,16.67,6,5,5.6,3,3,6,6,POC,RTH_AFTERNOON,true
R02,C02_ACTIVITY_MATCHED,0,0,9,9,16.8,16,14,19,32,POC,RTH_MIDDAY,true
R02,C02_ACTIVITY_MATCHED,0,0,9,9,8,7,4,12,14,POC,RTH_MORNING,true
R02,C02_ACTIVITY_MATCHED,0,0,28,28,6.5,3,1,7,9,POC,RTH_OPEN,true
R03,C02_ACTIVITY_MATCHED,0,0,54,54,3.1,1,0,3,6,POC,ALL_SESSIONS,false
R03,C02_ACTIVITY_MATCHED,0,0,3,3,12.3,9,0,9,9,POC,RTH_AFTERNOON,true
R03,C02_ACTIVITY_MATCHED,0,0,3,3,4,5,1,5,5,POC,RTH_MIDDAY,true
R03,C02_ACTIVITY_MATCHED,0,0,7,7,8.4,4,1,5,5,POC,RTH_MORNING,true
R03,C02_ACTIVITY_MATCHED,0,0,41,41,1.5,0,0,2,4,POC,RTH_OPEN,false
R04,C02_ACTIVITY_MATCHED,0,0,52,52,1.3,0,0,2,4,POC,ALL_SESSIONS,false
R04,C02_ACTIVITY_MATCHED,0,0,3,3,4.3,4,4,4,4,POC,RTH_AFTERNOON,true
R04,C02_ACTIVITY_MATCHED,0,0,2,2,3,5,1,1,1,POC,RTH_MIDDAY,true
R04,C02_ACTIVITY_MATCHED,0,0,4,4,3,5,0,5,5,POC,RTH_MORNING,true
R04,C02_ACTIVITY_MATCHED,0,0,43,43,0.9,0,0,1,2,POC,RTH_OPEN,false
R05,C02_ACTIVITY_MATCHED,0,0,96,96,12,7,3,14,26,POC,ALL_SESSIONS,false
R05,C02_ACTIVITY_MATCHED,0,0,1,1,0,0,0,0,0,POC,RTH_AFTERNOON,true
R05,C02_ACTIVITY_MATCHED,0,0,9,9,26.1,15,11,40,49,POC,RTH_MIDDAY,true
R05,C02_ACTIVITY_MATCHED,0,0,86,86,10.7,6,3,13,20,POC,RTH_MORNING,false
ALL_ANCHORS,TREATED,2,0.48,414,412,21.9,4,0,13,46,POC,ALL_SESSIONS,false
ALL_ANCHORS,TREATED,0,0,67,67,80.4,39,7,77,217,POC,ETH_EVENING,false
ALL_ANCHORS,TREATED,2,6.9,29,27,53.1,29,15,44,114,POC,ETH_OVERNIGHT,true
ALL_ANCHORS,TREATED,0,0,13,13,3.3,1,1,3,5,POC,RTH_AFTERNOON,true
ALL_ANCHORS,TREATED,0,0,26,26,27.1,10,4,15,42,POC,RTH_MIDDAY,true
ALL_ANCHORS,TREATED,0,0,118,118,9.5,5,2,11,21,POC,RTH_MORNING,false
ALL_ANCHORS,TREATED,0,0,161,161,2.1,0,0,2,5,POC,RTH_OPEN,false
R01,TREATED,2,2.08,96,94,72.6,33,8,74,163,POC,ALL_SESSIONS,false
R01,TREATED,0,0,67,67,80.4,39,7,77,217,POC,ETH_EVENING,false
R01,TREATED,2,6.9,29,27,53.1,29,15,44,114,POC,ETH_OVERNIGHT,true
R02,TREATED,0,0,68,68,9.3,3,1,7,15,POC,ALL_SESSIONS,false
R02,TREATED,0,0,8,8,2.4,2,1,3,3,POC,RTH_AFTERNOON,true
R02,TREATED,0,0,9,9,35.3,14,6,40,42,POC,RTH_MIDDAY,true
R02,TREATED,0,0,14,14,9.2,7,2,9,12,POC,RTH_MORNING,true
R02,TREATED,0,0,37,37,4.4,2,1,6,8,POC,RTH_OPEN,false
R03,TREATED,0,0,77,77,3.3,0,0,3,6,POC,ALL_SESSIONS,false
R03,TREATED,0,0,2,2,11.5,18,5,5,5,POC,RTH_AFTERNOON,true
R03,TREATED,0,0,6,6,6.7,8,4,8,10,POC,RTH_MIDDAY,true
R03,TREATED,0,0,6,6,8.2,4,2,4,6,POC,RTH_MORNING,true
R03,TREATED,0,0,63,63,2.3,0,0,1,4,POC,RTH_OPEN,false
R04,TREATED,0,0,69,69,0.7,0,0,1,2,POC,ALL_SESSIONS,false
R04,TREATED,0,0,2,2,0.5,1,0,0,0,POC,RTH_AFTERNOON,true
R04,TREATED,0,0,3,3,5,2,1,2,2,POC,RTH_MIDDAY,true
R04,TREATED,0,0,3,3,0.3,0,0,0,0,POC,RTH_MORNING,true
R04,TREATED,0,0,61,61,0.5,0,0,0,2,POC,RTH_OPEN,false
R05,TREATED,0,0,104,104,12.3,6,3,12,23,POC,ALL_SESSIONS,false
R05,TREATED,0,0,1,1,0,0,0,0,0,POC,RTH_AFTERNOON,true
R05,TREATED,0,0,8,8,41.4,26,5,29,91,POC,RTH_MIDDAY,true
R05,TREATED,0,0,95,95,9.9,5,3,12,20,POC,RTH_MORNING,false
