anchor,approach_side,arm,continued,continued_pct,evaluated_events,horizon_minutes,population,returned_inside,returned_inside_pct,session,threshold,underpowered
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,26,43.33,60,15,NONPOC,53,88.33,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,2,50,4,15,NONPOC,4,100,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,3,37.5,8,15,NONPOC,5,62.5,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,0,0,2,15,NONPOC,1,50,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,3,60,5,15,NONPOC,5,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,4,44.44,9,15,NONPOC,9,100,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,14,43.75,32,15,NONPOC,29,90.62,RTH_OPEN,3atr,false
R01,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,5,41.67,12,15,NONPOC,9,75,ALL_SESSIONS,3atr,true
R01,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,2,50,4,15,NONPOC,4,100,ETH_EVENING,3atr,true
R01,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,3,37.5,8,15,NONPOC,5,62.5,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,4,36.36,11,15,NONPOC,10,90.91,ALL_SESSIONS,3atr,true
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,100,1,15,NONPOC,1,100,RTH_MORNING,3atr,true
R02,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,3,30,10,15,NONPOC,9,90,RTH_OPEN,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,6,40,15,15,NONPOC,13,86.67,ALL_SESSIONS,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,0,0,2,15,NONPOC,2,100,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,0,0,2,15,NONPOC,2,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,6,54.55,11,15,NONPOC,9,81.82,RTH_OPEN,3atr,true
R04,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,6,42.86,14,15,NONPOC,14,100,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,1,100,1,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,0,0,2,15,NONPOC,2,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,5,45.45,11,15,NONPOC,11,100,RTH_OPEN,3atr,true
R05,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,5,62.5,8,15,NONPOC,7,87.5,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,0,0,2,15,NONPOC,1,50,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,2,100,2,15,NONPOC,2,100,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_BELOW,C02_ACTIVITY_MATCHED,3,75,4,15,NONPOC,4,100,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,53,62.35,85,15,NONPOC,70,82.35,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,5,41.67,12,15,NONPOC,11,91.67,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,5,62.5,8,15,NONPOC,6,75,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,3,42.86,7,15,NONPOC,7,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,14,77.78,18,15,NONPOC,14,77.78,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,TREATED,26,65,40,15,NONPOC,32,80,RTH_OPEN,3atr,false
R01,APPROACH_FROM_ABOVE,TREATED,10,50,20,15,NONPOC,17,85,ALL_SESSIONS,3atr,true
R01,APPROACH_FROM_ABOVE,TREATED,5,41.67,12,15,NONPOC,11,91.67,ETH_EVENING,3atr,true
R01,APPROACH_FROM_ABOVE,TREATED,5,62.5,8,15,NONPOC,6,75,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_ABOVE,TREATED,5,83.33,6,15,NONPOC,3,50,ALL_SESSIONS,3atr,true
R02,APPROACH_FROM_ABOVE,TREATED,1,100,1,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_ABOVE,TREATED,1,100,1,15,NONPOC,0,0,RTH_MORNING,3atr,true
R02,APPROACH_FROM_ABOVE,TREATED,3,75,4,15,NONPOC,2,50,RTH_OPEN,3atr,true
R03,APPROACH_FROM_ABOVE,TREATED,21,63.64,33,15,NONPOC,30,90.91,ALL_SESSIONS,3atr,false
R03,APPROACH_FROM_ABOVE,TREATED,1,25,4,15,NONPOC,4,100,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_ABOVE,TREATED,4,80,5,15,NONPOC,5,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_ABOVE,TREATED,16,66.67,24,15,NONPOC,21,87.5,RTH_OPEN,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,11,61.11,18,15,NONPOC,15,83.33,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,1,50,2,15,NONPOC,2,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,3,75,4,15,NONPOC,4,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_ABOVE,TREATED,7,58.33,12,15,NONPOC,9,75,RTH_OPEN,3atr,true
R05,APPROACH_FROM_ABOVE,TREATED,6,75,8,15,NONPOC,5,62.5,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_ABOVE,TREATED,6,75,8,15,NONPOC,5,62.5,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,38,50.67,75,15,NONPOC,63,84,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,1,20,5,15,NONPOC,4,80,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,3,33.33,9,15,NONPOC,7,77.78,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,3,50,6,15,NONPOC,4,66.67,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,11,73.33,15,15,NONPOC,13,86.67,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,TREATED,20,50,40,15,NONPOC,35,87.5,RTH_OPEN,3atr,false
R01,APPROACH_FROM_BELOW,TREATED,4,28.57,14,15,NONPOC,11,78.57,ALL_SESSIONS,3atr,true
R01,APPROACH_FROM_BELOW,TREATED,1,20,5,15,NONPOC,4,80,ETH_EVENING,3atr,true
R01,APPROACH_FROM_BELOW,TREATED,3,33.33,9,15,NONPOC,7,77.78,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_BELOW,TREATED,5,33.33,15,15,NONPOC,14,93.33,ALL_SESSIONS,3atr,true
R02,APPROACH_FROM_BELOW,TREATED,5,33.33,15,15,NONPOC,14,93.33,RTH_OPEN,3atr,true
R03,APPROACH_FROM_BELOW,TREATED,12,63.16,19,15,NONPOC,15,78.95,ALL_SESSIONS,3atr,true
R03,APPROACH_FROM_BELOW,TREATED,1,50,2,15,NONPOC,1,50,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_BELOW,TREATED,2,66.67,3,15,NONPOC,3,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_BELOW,TREATED,9,64.29,14,15,NONPOC,11,78.57,RTH_OPEN,3atr,true
R04,APPROACH_FROM_BELOW,TREATED,11,68.75,16,15,NONPOC,14,87.5,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_BELOW,TREATED,1,100,1,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_BELOW,TREATED,4,100,4,15,NONPOC,3,75,RTH_MORNING,3atr,true
R04,APPROACH_FROM_BELOW,TREATED,6,54.55,11,15,NONPOC,10,90.91,RTH_OPEN,3atr,true
R05,APPROACH_FROM_BELOW,TREATED,6,54.55,11,15,NONPOC,9,81.82,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_BELOW,TREATED,1,33.33,3,15,NONPOC,2,66.67,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_BELOW,TREATED,5,62.5,8,15,NONPOC,7,87.5,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,47,52.22,90,15,POC,80,88.89,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,6,50,12,15,POC,11,91.67,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,2,40,5,15,POC,5,100,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,0,0,1,15,POC,1,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,6,66.67,9,15,POC,8,88.89,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,12,54.55,22,15,POC,18,81.82,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C01_NEUTRAL,21,51.22,41,15,POC,37,90.24,RTH_OPEN,3atr,false
R01,APPROACH_FROM_ABOVE,C01_NEUTRAL,8,44.44,18,15,POC,17,94.44,ALL_SESSIONS,3atr,true
R01,APPROACH_FROM_ABOVE,C01_NEUTRAL,6,50,12,15,POC,11,91.67,ETH_EVENING,3atr,true
R01,APPROACH_FROM_ABOVE,C01_NEUTRAL,2,40,5,15,POC,5,100,ETH_OVERNIGHT,3atr,true
R01,APPROACH_FROM_ABOVE,C01_NEUTRAL,0,0,1,15,POC,1,100,RTH_OPEN,3atr,true
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,9,75,12,15,POC,10,83.33,ALL_SESSIONS,3atr,true
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,1,100,1,15,POC,1,100,RTH_MIDDAY,3atr,true
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,3,100,3,15,POC,2,66.67,RTH_MORNING,3atr,true
R02,APPROACH_FROM_ABOVE,C01_NEUTRAL,5,62.5,8,15,POC,7,87.5,RTH_OPEN,3atr,true
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,9,45,20,15,POC,20,100,ALL_SESSIONS,3atr,true
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,1,50,2,15,POC,2,100,RTH_MIDDAY,3atr,true
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,1,33.33,3,15,POC,3,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_ABOVE,C01_NEUTRAL,7,46.67,15,15,POC,15,100,RTH_OPEN,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,11,50,22,15,POC,19,86.36,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,1,50,2,15,POC,2,100,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,1,33.33,3,15,POC,3,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_ABOVE,C01_NEUTRAL,9,52.94,17,15,POC,14,82.35,RTH_OPEN,3atr,true
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,10,55.56,18,15,POC,14,77.78,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,0,0,1,15,POC,1,100,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,3,75,4,15,POC,3,75,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_ABOVE,C01_NEUTRAL,7,53.85,13,15,POC,10,76.92,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,36,60,60,15,POC,50,83.33,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,5,55.56,9,15,POC,8,88.89,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,3,60,5,15,POC,3,60,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,1,50,2,15,POC,1,50,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,2,100,2,15,POC,1,50,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,10,62.5,16,15,POC,14,87.5,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_BELOW,C01_NEUTRAL,15,57.69,26,15,POC,23,88.46,RTH_OPEN,3atr,true
R01,APPROACH_FROM_BELOW,C01_NEUTRAL,8,57.14,14,15,POC,11,78.57,ALL_SESSIONS,3atr,true
R01,APPROACH_FROM_BELOW,C01_NEUTRAL,5,55.56,9,15,POC,8,88.89,ETH_EVENING,3atr,true
R01,APPROACH_FROM_BELOW,C01_NEUTRAL,3,60,5,15,POC,3,60,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_BELOW,C01_NEUTRAL,6,60,10,15,POC,9,90,ALL_SESSIONS,3atr,true
R02,APPROACH_FROM_BELOW,C01_NEUTRAL,1,33.33,3,15,POC,3,100,RTH_MORNING,3atr,true
R02,APPROACH_FROM_BELOW,C01_NEUTRAL,5,71.43,7,15,POC,6,85.71,RTH_OPEN,3atr,true
R03,APPROACH_FROM_BELOW,C01_NEUTRAL,5,38.46,13,15,POC,12,92.31,ALL_SESSIONS,3atr,true
R03,APPROACH_FROM_BELOW,C01_NEUTRAL,0,0,1,15,POC,1,100,RTH_AFTERNOON,3atr,true
R03,APPROACH_FROM_BELOW,C01_NEUTRAL,0,0,1,15,POC,1,100,RTH_MORNING,3atr,true
R03,APPROACH_FROM_BELOW,C01_NEUTRAL,5,45.45,11,15,POC,10,90.91,RTH_OPEN,3atr,true
R04,APPROACH_FROM_BELOW,C01_NEUTRAL,10,71.43,14,15,POC,12,85.71,ALL_SESSIONS,3atr,true
R04,APPROACH_FROM_BELOW,C01_NEUTRAL,1,100,1,15,POC,0,0,RTH_MIDDAY,3atr,true
R04,APPROACH_FROM_BELOW,C01_NEUTRAL,4,80,5,15,POC,5,100,RTH_MORNING,3atr,true
R04,APPROACH_FROM_BELOW,C01_NEUTRAL,5,62.5,8,15,POC,7,87.5,RTH_OPEN,3atr,true
R05,APPROACH_FROM_BELOW,C01_NEUTRAL,7,77.78,9,15,POC,6,66.67,ALL_SESSIONS,3atr,true
R05,APPROACH_FROM_BELOW,C01_NEUTRAL,1,100,1,15,POC,0,0,RTH_AFTERNOON,3atr,true
R05,APPROACH_FROM_BELOW,C01_NEUTRAL,1,100,1,15,POC,1,100,RTH_MIDDAY,3atr,true
R05,APPROACH_FROM_BELOW,C01_NEUTRAL,5,71.43,7,15,POC,5,71.43,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,34,49.28,69,15,POC,60,86.96,ALL_SESSIONS,3atr,false
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,3,33.33,9,15,POC,8,88.89,ETH_EVENING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,1,100,1,15,POC,0,0,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,0,0,1,15,POC,1,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,2,28.57,7,15,POC,7,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,7,53.85,13,15,POC,12,92.31,RTH_MORNING,3atr,true
ALL_ANCHORS,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,21,55.26,38,15,POC,32,84.21,RTH_OPEN,3atr,false
R01,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,4,40,10,15,POC,8,80,ALL_SESSIONS,3atr,true
R01,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,3,33.33,9,15,POC,8,88.89,ETH_EVENING,3atr,true
R01,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,1,100,1,15,POC,0,0,ETH_OVERNIGHT,3atr,true
R02,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,5,50,10,15,POC,9,90,ALL_SESSIONS,3atr,true
R02,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,1,33.33,3,15,POC,3,100,RTH_MORNING,3atr,true
R02,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,4,57.14,7,15,POC,6,85.71,RTH_OPEN,3atr,true
R03,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,8,47.06,17,15,POC,14,82.35,ALL_SESSIONS,3atr,true
R03,APPROACH_FROM_ABOVE,C02_ACTIVITY_MATCHED,0,0,1,15,POC,1,100,RTH_MIDDAY,3atr,true
