anchor,arm,bars_11-20_pct,bars_121+_pct,bars_1_pct,bars_21-60_pct,bars_2_pct,bars_3_pct,bars_4_pct,bars_5_pct,bars_6-10_pct,bars_61-120_pct,censored,censored_pct,events,median_bars,never_reached,never_reached_pct,p90_bars,population,reached,reached_pct,session,threshold,underpowered
R04,C01_NEUTRAL,33.33,0,0,0,0,33.33,0,33.33,0,0,0,0,3,5,0,0,5,NONPOC,3,100,RTH_MIDDAY,3atr,true
R04,C01_NEUTRAL,12.5,0,50,0,0,12.5,0,12.5,12.5,0,0,0,8,3,0,0,7,NONPOC,8,100,RTH_MORNING,3atr,true
R04,C01_NEUTRAL,0,0,83.72,0,9.3,4.65,2.33,0,0,0,0,0,43,1,0,0,2,NONPOC,43,100,RTH_OPEN,3atr,false
R05,C01_NEUTRAL,9.38,0,12.5,12.5,9.38,9.38,12.5,9.38,25,0,0,0,32,5,0,0,20,NONPOC,32,100,ALL_SESSIONS,3atr,false
R05,C01_NEUTRAL,0,0,25,0,25,0,0,0,50,0,0,0,4,6,0,0,6,NONPOC,4,100,RTH_MIDDAY,3atr,true
R05,C01_NEUTRAL,10.71,0,10.71,14.29,7.14,10.71,14.29,10.71,21.43,0,0,0,28,5,0,0,22,NONPOC,28,100,RTH_MORNING,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,5.5,1.83,44.04,5.96,10.09,7.8,6.42,2.29,10.09,5.05,1,0.46,218,2,1,0.46,33,NONPOC,216,99.08,ALL_SESSIONS,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,12,8,8,20,8,4,0,8,12,20,0,0,25,19,0,0,81,NONPOC,25,100,ETH_EVENING,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,12.5,12.5,6.25,12.5,0,0,0,0,18.75,31.25,1,6.25,16,55,0,0,92,NONPOC,15,93.75,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,33.33,33.33,0,0,0,0,0,0,0,0,3,33,1,33.33,1,NONPOC,2,66.67,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,9.09,0,18.18,0,18.18,18.18,18.18,0,18.18,0,0,0,11,3,0,0,9,NONPOC,11,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,11.11,0,27.78,8.33,5.56,11.11,11.11,2.78,19.44,2.78,0,0,36,4,0,0,19,NONPOC,36,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,1.57,0,62.99,1.57,12.6,7.87,6.3,1.57,5.51,0,0,0,127,1,0,0,4,NONPOC,127,100,RTH_OPEN,3atr,false
R01,C02_ACTIVITY_MATCHED,12.2,9.76,7.32,17.07,4.88,2.44,0,4.88,14.63,24.39,1,2.44,41,31,0,0,99,NONPOC,40,97.56,ALL_SESSIONS,3atr,false
R01,C02_ACTIVITY_MATCHED,12,8,8,20,8,4,0,8,12,20,0,0,25,19,0,0,81,NONPOC,25,100,ETH_EVENING,3atr,true
R01,C02_ACTIVITY_MATCHED,12.5,12.5,6.25,12.5,0,0,0,0,18.75,31.25,1,6.25,16,55,0,0,92,NONPOC,15,93.75,ETH_OVERNIGHT,3atr,true
R02,C02_ACTIVITY_MATCHED,6.67,0,23.33,6.67,16.67,16.67,13.33,0,13.33,3.33,0,0,30,3,0,0,15,NONPOC,30,100,ALL_SESSIONS,3atr,false
R02,C02_ACTIVITY_MATCHED,50,0,50,0,0,0,0,0,0,0,0,0,2,15,0,0,1,NONPOC,2,100,RTH_MIDDAY,3atr,true
R02,C02_ACTIVITY_MATCHED,0,0,0,0,0,0,50,0,0,50,0,0,2,113,0,0,4,NONPOC,2,100,RTH_MORNING,3atr,true
R02,C02_ACTIVITY_MATCHED,3.85,0,23.08,7.69,19.23,19.23,11.54,0,15.38,0,0,0,26,3,0,0,9,NONPOC,26,100,RTH_OPEN,3atr,true
R03,C02_ACTIVITY_MATCHED,2.94,0,58.82,0,10.29,11.76,7.35,2.94,5.88,0,0,0,68,1,0,0,5,NONPOC,68,100,ALL_SESSIONS,3atr,false
R03,C02_ACTIVITY_MATCHED,0,0,0,0,25,25,25,0,25,0,0,0,4,4,0,0,4,NONPOC,4,100,RTH_MIDDAY,3atr,true
R03,C02_ACTIVITY_MATCHED,14.29,0,42.86,0,0,28.57,0,0,14.29,0,0,0,7,3,0,0,7,NONPOC,7,100,RTH_MORNING,3atr,true
R03,C02_ACTIVITY_MATCHED,1.75,0,64.91,0,10.53,8.77,7.02,3.51,3.51,0,0,0,57,1,0,0,4,NONPOC,57,100,RTH_OPEN,3atr,false
R04,C02_ACTIVITY_MATCHED,0,0,76.92,0,9.62,3.85,3.85,0,5.77,0,0,0,52,1,0,0,3,NONPOC,52,100,ALL_SESSIONS,3atr,false
R04,C02_ACTIVITY_MATCHED,0,0,0,0,0,33.33,33.33,0,33.33,0,0,0,3,4,0,0,4,NONPOC,3,100,RTH_MIDDAY,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,60,0,0,20,0,0,20,0,0,0,5,1,0,0,3,NONPOC,5,100,RTH_MORNING,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,84.09,0,11.36,0,2.27,0,2.27,0,0,0,44,1,0,0,2,NONPOC,44,100,RTH_OPEN,3atr,false
R05,C02_ACTIVITY_MATCHED,11.11,0,22.22,14.81,11.11,3.7,11.11,3.7,18.52,0,0,0,27,5,1,3.7,23,NONPOC,26,96.3,ALL_SESSIONS,3atr,true
R05,C02_ACTIVITY_MATCHED,0,0,33.33,33.33,0,0,0,0,0,0,0,0,3,33,1,33.33,1,NONPOC,2,66.67,RTH_AFTERNOON,3atr,true
R05,C02_ACTIVITY_MATCHED,0,0,50,0,50,0,0,0,0,0,0,0,2,2,0,0,1,NONPOC,2,100,RTH_MIDDAY,3atr,true
R05,C02_ACTIVITY_MATCHED,13.64,0,18.18,13.64,9.09,4.55,13.64,4.55,22.73,0,0,0,22,6,0,0,19,NONPOC,22,100,RTH_MORNING,3atr,true
ALL_ANCHORS,TREATED,6.11,2.18,45.41,6.55,11.79,3.93,4.37,3.93,10.92,3.93,0,0,229,2,2,0.87,24,NONPOC,227,99.13,ALL_SESSIONS,3atr,false
ALL_ANCHORS,TREATED,4.76,14.29,14.29,23.81,0,0,0,0,9.52,33.33,0,0,21,59,0,0,216,NONPOC,21,100,ETH_EVENING,3atr,true
ALL_ANCHORS,TREATED,29.41,11.76,17.65,29.41,0,0,5.88,0,0,5.88,0,0,17,17,0,0,66,NONPOC,17,100,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,TREATED,0,0,0,0,0,0,0,0,0,0,0,0,2,,2,100,,NONPOC,0,0,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,TREATED,7.69,0,15.38,0,15.38,7.69,15.38,15.38,15.38,7.69,0,0,13,4,0,0,10,NONPOC,13,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,TREATED,4.55,0,31.82,9.09,6.82,4.55,6.82,6.82,29.55,0,0,0,44,5,0,0,11,NONPOC,44,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,3.79,0,62.12,0.76,16.67,4.55,3.03,3.03,6.06,0,0,0,132,1,0,0,5,NONPOC,132,100,RTH_OPEN,3atr,false
R01,TREATED,15.79,13.16,15.79,26.32,0,0,2.63,0,5.26,21.05,0,0,38,31,0,0,216,NONPOC,38,100,ALL_SESSIONS,3atr,false
R01,TREATED,4.76,14.29,14.29,23.81,0,0,0,0,9.52,33.33,0,0,21,59,0,0,216,NONPOC,21,100,ETH_EVENING,3atr,true
R01,TREATED,29.41,11.76,17.65,29.41,0,0,5.88,0,0,5.88,0,0,17,17,0,0,66,NONPOC,17,100,ETH_OVERNIGHT,3atr,true
R02,TREATED,19.35,0,48.39,3.23,16.13,3.23,0,3.23,6.45,0,0,0,31,2,0,0,20,NONPOC,31,100,ALL_SESSIONS,3atr,false
R02,TREATED,100,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,15,NONPOC,1,100,RTH_MIDDAY,3atr,true
R02,TREATED,0,0,0,0,0,100,0,0,0,0,0,0,1,3,0,0,3,NONPOC,1,100,RTH_MORNING,3atr,true
R02,TREATED,17.24,0,51.72,3.45,17.24,0,0,3.45,6.9,0,0,0,29,1,0,0,20,NONPOC,29,100,RTH_OPEN,3atr,true
R03,TREATED,1.33,0,53.33,0,17.33,5.33,5.33,4,10.67,1.33,0,0,75,1,1,1.33,6,NONPOC,74,98.67,ALL_SESSIONS,3atr,false
R03,TREATED,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,100,,NONPOC,0,0,RTH_AFTERNOON,3atr,true
R03,TREATED,0,0,33.33,0,0,16.67,16.67,0,16.67,16.67,0,0,6,4,0,0,7,NONPOC,6,100,RTH_MIDDAY,3atr,true
R03,TREATED,12.5,0,50,0,12.5,0,0,0,25,0,0,0,8,2,0,0,8,NONPOC,8,100,RTH_MORNING,3atr,true
R03,TREATED,0,0,56.67,0,20,5,5,5,8.33,0,0,0,60,1,0,0,5,NONPOC,60,100,RTH_OPEN,3atr,false
R04,TREATED,0,0,70.37,0,11.11,5.56,3.7,1.85,7.41,0,0,0,54,1,0,0,4,NONPOC,54,100,ALL_SESSIONS,3atr,false
R04,TREATED,0,0,0,0,0,0,33.33,33.33,33.33,0,0,0,3,5,0,0,5,NONPOC,3,100,RTH_MIDDAY,3atr,true
R04,TREATED,0,0,62.5,0,12.5,0,0,0,25,0,0,0,8,1,0,0,7,NONPOC,8,100,RTH_MORNING,3atr,true
R04,TREATED,0,0,76.74,0,11.63,6.98,2.33,0,2.33,0,0,0,43,1,0,0,2,NONPOC,43,100,RTH_OPEN,3atr,false
R05,TREATED,3.23,0,16.13,12.9,9.68,3.23,9.68,12.9,29.03,0,0,0,31,5,1,3.23,21,NONPOC,30,96.77,ALL_SESSIONS,3atr,false
R05,TREATED,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,100,,NONPOC,0,0,RTH_AFTERNOON,3atr,true
R05,TREATED,0,0,0,0,66.67,0,0,33.33,0,0,0,0,3,2,0,0,2,NONPOC,3,100,RTH_MIDDAY,3atr,true
R05,TREATED,3.7,0,18.52,14.81,3.7,3.7,11.11,11.11,33.33,0,0,0,27,6,0,0,21,NONPOC,27,100,RTH_MORNING,3atr,true
ALL_ANCHORS,C01_NEUTRAL,6.59,2.33,51.16,8.14,9.3,8.14,2.71,3.49,5.04,2.71,1,0.39,258,1,0,0,30,POC,257,99.61,ALL_SESSIONS,3atr,false
ALL_ANCHORS,C01_NEUTRAL,9.68,12.9,3.23,38.71,0,12.9,0,0,3.23,19.35,0,0,31,44,0,0,125,POC,31,100,ETH_EVENING,3atr,false
ALL_ANCHORS,C01_NEUTRAL,0,20,20,40,0,10,0,0,0,10,0,0,10,44,0,0,295,POC,10,100,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,C01_NEUTRAL,0,0,0,0,0,0,0,0,0,0,1,100,1,,0,0,,POC,0,0,OUT_OF_SESSION,3atr,true
ALL_ANCHORS,C01_NEUTRAL,66.67,0,33.33,0,0,0,0,0,0,0,0,0,3,12,0,0,12,POC,3,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,C01_NEUTRAL,27.27,0,9.09,18.18,9.09,18.18,0,9.09,9.09,0,0,0,11,8,0,0,26,POC,11,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,C01_NEUTRAL,15.38,0,21.15,1.92,17.31,11.54,11.54,7.69,13.46,0,0,0,52,4,0,0,12,POC,52,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C01_NEUTRAL,0.67,0,77.33,1.33,9.33,5.33,0.67,2.67,2.67,0,0,0,150,1,0,0,3,POC,150,100,RTH_OPEN,3atr,false
R01,C01_NEUTRAL,7.14,14.29,7.14,40.48,0,11.9,0,0,2.38,16.67,0,0,42,44,0,0,125,POC,42,100,ALL_SESSIONS,3atr,false
R01,C01_NEUTRAL,9.68,12.9,3.23,38.71,0,12.9,0,0,3.23,19.35,0,0,31,44,0,0,125,POC,31,100,ETH_EVENING,3atr,false
R01,C01_NEUTRAL,0,20,20,40,0,10,0,0,0,10,0,0,10,44,0,0,295,POC,10,100,ETH_OVERNIGHT,3atr,true
R01,C01_NEUTRAL,0,0,0,100,0,0,0,0,0,0,0,0,1,30,0,0,30,POC,1,100,RTH_OPEN,3atr,true
R02,C01_NEUTRAL,6.06,0,42.42,0,15.15,18.18,0,12.12,6.06,0,0,0,33,2,0,0,5,POC,33,100,ALL_SESSIONS,3atr,false
R02,C01_NEUTRAL,0,0,0,0,0,100,0,0,0,0,0,0,1,3,0,0,3,POC,1,100,RTH_MIDDAY,3atr,true
R02,C01_NEUTRAL,33.33,0,16.67,0,0,16.67,0,16.67,16.67,0,0,0,6,7,0,0,12,POC,6,100,RTH_MORNING,3atr,true
R02,C01_NEUTRAL,0,0,50,0,19.23,15.38,0,11.54,3.85,0,0,0,26,2,0,0,5,POC,26,100,RTH_OPEN,3atr,true
R03,C01_NEUTRAL,3.08,0,76.92,1.54,12.31,1.54,1.54,1.54,1.54,0,0,0,65,1,0,0,2,POC,65,100,ALL_SESSIONS,3atr,false
R03,C01_NEUTRAL,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1,POC,1,100,RTH_AFTERNOON,3atr,true
R03,C01_NEUTRAL,50,0,0,0,50,0,0,0,0,0,0,0,2,15,0,0,2,POC,2,100,RTH_MIDDAY,3atr,true
R03,C01_NEUTRAL,0,0,50,0,25,0,0,25,0,0,0,0,4,2,0,0,2,POC,4,100,RTH_MORNING,3atr,true
R03,C01_NEUTRAL,1.72,0,81.03,1.72,10.34,1.72,1.72,0,1.72,0,0,0,58,1,0,0,2,POC,58,100,RTH_OPEN,3atr,false
R04,C01_NEUTRAL,0,0,78.95,1.32,6.58,6.58,0,2.63,3.95,0,0,0,76,1,0,0,3,POC,76,100,ALL_SESSIONS,3atr,false
R04,C01_NEUTRAL,0,0,33.33,33.33,0,0,0,33.33,0,0,0,0,3,5,0,0,5,POC,3,100,RTH_MIDDAY,3atr,true
R04,C01_NEUTRAL,0,0,37.5,0,25,25,0,0,12.5,0,0,0,8,2,0,0,3,POC,8,100,RTH_MORNING,3atr,true
R04,C01_NEUTRAL,0,0,86.15,0,4.62,4.62,0,1.54,3.08,0,0,0,65,1,0,0,2,POC,65,100,RTH_OPEN,3atr,false
R05,C01_NEUTRAL,23.81,0,11.9,4.76,14.29,9.52,14.29,4.76,14.29,0,1,2.38,42,4,0,0,14,POC,41,97.62,ALL_SESSIONS,3atr,false
R05,C01_NEUTRAL,0,0,0,0,0,0,0,0,0,0,1,100,1,,0,0,,POC,0,0,OUT_OF_SESSION,3atr,true
R05,C01_NEUTRAL,100,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,12,POC,2,100,RTH_AFTERNOON,3atr,true
R05,C01_NEUTRAL,40,0,0,20,0,20,0,0,20,0,0,0,5,11,0,0,14,POC,5,100,RTH_MIDDAY,3atr,true
R05,C01_NEUTRAL,17.65,0,14.71,2.94,17.65,8.82,17.65,5.88,14.71,0,0,0,34,4,0,0,13,POC,34,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,5.66,3.3,51.42,7.08,7.55,6.13,2.83,5.19,8.49,2.36,0,0,212,1,0,0,26,POC,212,100,ALL_SESSIONS,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,10.34,20.69,0,31.03,0,6.9,6.9,0,6.9,17.24,0,0,29,36,0,0,129,POC,29,100,ETH_EVENING,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,20,40,20,20,0,0,0,0,0,0,0,5,2,0,0,48,POC,5,100,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,33.33,0,50,16.67,0,0,0,0,0,0,0,0,6,11,0,0,13,POC,6,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,33.33,0,0,0,11.11,0,0,0,55.56,0,0,0,9,10,0,0,17,POC,9,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,C02_ACTIVITY_MATCHED,8.7,0,32.61,6.52,13.04,8.7,4.35,10.87,15.22,0,0,0,46,3,0,0,16,POC,46,100,RTH_MORNING,3atr,false
ALL_ANCHORS,C02_ACTIVITY_MATCHED,0,0,76.07,0.85,6.84,5.98,1.71,5.13,3.42,0,0,0,117,1,0,0,4,POC,117,100,RTH_OPEN,3atr,false
R01,C02_ACTIVITY_MATCHED,8.82,20.59,5.88,29.41,2.94,5.88,5.88,0,5.88,14.71,0,0,34,36,0,0,129,POC,34,100,ALL_SESSIONS,3atr,false
R01,C02_ACTIVITY_MATCHED,10.34,20.69,0,31.03,0,6.9,6.9,0,6.9,17.24,0,0,29,36,0,0,129,POC,29,100,ETH_EVENING,3atr,true
R01,C02_ACTIVITY_MATCHED,0,20,40,20,20,0,0,0,0,0,0,0,5,2,0,0,48,POC,5,100,ETH_OVERNIGHT,3atr,true
R02,C02_ACTIVITY_MATCHED,3.57,0,32.14,3.57,17.86,7.14,3.57,21.43,10.71,0,0,0,28,3,0,0,9,POC,28,100,ALL_SESSIONS,3atr,true
R02,C02_ACTIVITY_MATCHED,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1,POC,1,100,RTH_AFTERNOON,3atr,true
R02,C02_ACTIVITY_MATCHED,14.29,0,14.29,14.29,28.57,14.29,0,14.29,0,0,0,0,7,3,0,0,13,POC,7,100,RTH_MORNING,3atr,true
R02,C02_ACTIVITY_MATCHED,0,0,35,0,15,5,5,25,15,0,0,0,20,3,0,0,6,POC,20,100,RTH_OPEN,3atr,true
R03,C02_ACTIVITY_MATCHED,3.85,0,73.08,1.92,3.85,7.69,1.92,3.85,3.85,0,0,0,52,1,0,0,5,POC,52,100,ALL_SESSIONS,3atr,false
R03,C02_ACTIVITY_MATCHED,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1,POC,1,100,RTH_AFTERNOON,3atr,true
R03,C02_ACTIVITY_MATCHED,50,0,0,0,0,0,0,0,50,0,0,0,2,17,0,0,6,POC,2,100,RTH_MIDDAY,3atr,true
R03,C02_ACTIVITY_MATCHED,16.67,0,50,0,0,16.67,0,16.67,0,0,0,0,6,3,0,0,5,POC,6,100,RTH_MORNING,3atr,true
R03,C02_ACTIVITY_MATCHED,0,0,79.07,2.33,4.65,6.98,2.33,2.33,2.33,0,0,0,43,1,0,0,3,POC,43,100,RTH_OPEN,3atr,false
R04,C02_ACTIVITY_MATCHED,1.59,0,84.13,0,7.94,4.76,0,0,1.59,0,0,0,63,1,0,0,2,POC,63,100,ALL_SESSIONS,3atr,false
R04,C02_ACTIVITY_MATCHED,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1,POC,1,100,RTH_AFTERNOON,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,0,0,50,0,0,0,50,0,0,0,2,10,0,0,2,POC,2,100,RTH_MIDDAY,3atr,true
R04,C02_ACTIVITY_MATCHED,16.67,0,66.67,0,16.67,0,0,0,0,0,0,0,6,1,0,0,2,POC,6,100,RTH_MORNING,3atr,true
R04,C02_ACTIVITY_MATCHED,0,0,88.89,0,5.56,5.56,0,0,0,0,0,0,54,1,0,0,1,POC,54,100,RTH_OPEN,3atr,false
R05,C02_ACTIVITY_MATCHED,14.29,0,20,8.57,8.57,5.71,5.71,8.57,28.57,0,0,0,35,6,0,0,17,POC,35,100,ALL_SESSIONS,3atr,false
R05,C02_ACTIVITY_MATCHED,66.67,0,0,33.33,0,0,0,0,0,0,0,0,3,13,0,0,13,POC,3,100,RTH_AFTERNOON,3atr,true
R05,C02_ACTIVITY_MATCHED,40,0,0,0,0,0,0,0,60,0,0,0,5,10,0,0,17,POC,5,100,RTH_MIDDAY,3atr,true
R05,C02_ACTIVITY_MATCHED,3.7,0,25.93,7.41,11.11,7.41,7.41,11.11,25.93,0,0,0,27,4,0,0,9,POC,27,100,RTH_MORNING,3atr,true
ALL_ANCHORS,TREATED,6.92,3.85,49.62,6.15,11.92,5.77,2.69,3.08,7.69,2.31,0,0,260,2,0,0,24,POC,260,100,ALL_SESSIONS,3atr,false
ALL_ANCHORS,TREATED,9.68,25.81,3.23,25.81,3.23,0,3.23,6.45,6.45,16.13,0,0,31,47,0,0,178,POC,31,100,ETH_EVENING,3atr,false
ALL_ANCHORS,TREATED,10,20,20,30,0,10,0,0,0,10,0,0,10,22,0,0,181,POC,10,100,ETH_OVERNIGHT,3atr,true
ALL_ANCHORS,TREATED,20,0,40,20,20,0,0,0,0,0,0,0,5,2,0,0,12,POC,5,100,RTH_AFTERNOON,3atr,true
ALL_ANCHORS,TREATED,23.08,0,0,7.69,23.08,7.69,0,0,38.46,0,0,0,13,6,0,0,14,POC,13,100,RTH_MIDDAY,3atr,true
ALL_ANCHORS,TREATED,14.89,0,17.02,2.13,17.02,4.26,12.77,8.51,23.4,0,0,0,47,4,0,0,12,POC,47,100,RTH_MORNING,3atr,false
ALL_ANCHORS,TREATED,1.95,0,75.32,1.3,11.69,7.14,0,1.3,1.3,0,0,0,154,1,0,0,3,POC,154,100,RTH_OPEN,3atr,false
R01,TREATED,9.76,24.39,7.32,26.83,2.44,2.44,2.44,4.88,4.88,14.63,0,0,41,35,0,0,181,POC,41,100,ALL_SESSIONS,3atr,false
R01,TREATED,9.68,25.81,3.23,25.81,3.23,0,3.23,6.45,6.45,16.13,0,0,31,47,0,0,178,POC,31,100,ETH_EVENING,3atr,false
R01,TREATED,10,20,20,30,0,10,0,0,0,10,0,0,10,22,0,0,181,POC,10,100,ETH_OVERNIGHT,3atr,true
R02,TREATED,5.88,0,38.24,2.94,23.53,17.65,0,2.94,8.82,0,0,0,34,2,0,0,8,POC,34,100,ALL_SESSIONS,3atr,false
R02,TREATED,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1,POC,1,100,RTH_AFTERNOON,3atr,true
R02,TREATED,0,0,0,0,100,0,0,0,0,0,0,0,1,2,0,0,2,POC,1,100,RTH_MIDDAY,3atr,true
R02,TREATED,20,0,40,0,0,0,0,0,40,0,0,0,5,8,0,0,10,POC,5,100,RTH_MORNING,3atr,true
R02,TREATED,3.7,0,37.04,3.7,25.93,22.22,0,3.7,3.7,0,0,0,27,2,0,0,5,POC,27,100,RTH_OPEN,3atr,true
R03,TREATED,4.48,0,70.15,2.99,11.94,5.97,0,0,4.48,0,0,0,67,1,0,0,6,POC,67,100,ALL_SESSIONS,3atr,false
R03,TREATED,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,1,POC,1,100,RTH_AFTERNOON,3atr,true
R03,TREATED,33.33,0,0,33.33,0,0,0,0,33.33,0,0,0,3,14,0,0,14,POC,3,100,RTH_MIDDAY,3atr,true
R03,TREATED,33.33,0,0,0,33.33,0,0,0,33.33,0,0,0,3,8,0,0,8,POC,3,100,RTH_MORNING,3atr,true
R03,TREATED,1.67,0,76.67,1.67,11.67,6.67,0,0,1.67,0,0,0,60,1,0,0,3,POC,60,100,RTH_OPEN,3atr,false
R04,TREATED,2.6,0,79.22,0,10.39,1.3,0,2.6,3.9,0,0,0,77,1,0,0,2,POC,77,100,ALL_SESSIONS,3atr,false
R04,TREATED,0,0,0,0,100,0,0,0,0,0,0,0,1,2,0,0,2,POC,1,100,RTH_AFTERNOON,3atr,true
R04,TREATED,33.33,0,0,0,33.33,0,0,0,33.33,0,0,0,3,6,0,0,6,POC,3,100,RTH_MIDDAY,3atr,true
R04,TREATED,0,0,16.67,0,33.33,0,0,16.67,33.33,0,0,0,6,5,0,0,8,POC,6,100,RTH_MORNING,3atr,true
R04,TREATED,1.49,0,89.55,0,5.97,1.49,0,1.49,0,0,0,0,67,1,0,0,1,POC,67,100,RTH_OPEN,3atr,false
R05,TREATED,17.07,0,12.2,4.88,14.63,7.32,14.63,7.32,21.95,0,0,0,41,5,0,0,15,POC,41,100,ALL_SESSIONS,3atr,false
R05,TREATED,50,0,0,50,0,0,0,0,0,0,0,0,2,52,0,0,12,POC,2,100,RTH_AFTERNOON,3atr,true
